campaign_id,variant_id,rows_passing,rows_total,density_gate_pass,min_sessions_per_year_non_latest,latest_252_eligible_sessions
nq_day_of_week_seasonality,friday_late_preweekend_long_1300,3,3,True,48.85889070146819,50
nq_day_of_week_seasonality,friday_open_preweekend_long_0935,3,3,True,48.85889070146819,50
nq_day_of_week_seasonality,mon_fri_polarity_pair_1000,3,3,True,91.16353996737358,99
nq_day_of_week_seasonality,monday_late_weekend_short_1100,3,3,True,42.30464926590538,49
nq_day_of_week_seasonality,monday_open_weekend_short_0935,3,3,True,42.30464926590538,49
