variant_id,entry_rows,pass_rows,min_full_signals_per_year,median_full_signals_per_year,max_full_signals_per_year,min_limited_core_signals_per_year,median_limited_core_signals_per_year,max_limited_core_signals_per_year,min_latest252_signals,max_latest252_signals,variant_density_pass
or15_signed_absorption_retest_1030,9,3,38.92804575279305,55.63925341372583,64.77212271679376,54.4955595026643,70.06571936056838,79.14831261101243,28,57,False
or15_signed_aligned_retest_1030,9,4,42.94391736123426,56.22220251817698,66.00279304841284,62.280639431616336,69.41696269982238,77.20204262877442,29,68,False
or30_large10_absorption_retest_1130,9,9,63.41190813974109,67.4277797481823,71.18456286575633,76.55328596802842,82.39209591474246,88.87966252220248,51,57,True
or30_signed_absorption_retest_1100,9,0,40.80643731158007,52.530191523319736,59.59035289945025,53.84680284191829,59.036856127886324,67.47069271758437,22,47,False
or60_large20_aligned_retest_1230,9,0,49.356357510196844,51.23474906898386,53.8904061003724,66.82193605683837,72.01198934280639,75.25577264653641,43,47,False
