variant_id,setup_mode,direction,threshold_name,threshold,rank_column,window,start_date,end_date,signals,signals_per_year,density_pass
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.55,total_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1679,108.75239404149671,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.55,total_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,177,153.92678571428573,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.55,total_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,142,142.48763736263734,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.6,total_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1479,95.79796949813796,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.6,total_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,177,153.92678571428573,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.6,total_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,121,121.41552197802197,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.65,total_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1233,79.8640273098067,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.65,total_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,132,114.79285714285714,True
total_orders_3m_strength_long_1000,total_orders_3m_strength_long,long,rank_min,0.65,total_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,82,82.2815934065934,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.35,total_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1478,95.73319737542117,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.35,total_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,38,33.04642857142857,False
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.35,total_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,64,64.21978021978022,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.4,total_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1656,107.26263521901046,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.4,total_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,76,66.09285714285714,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.4,total_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,65,65.22321428571428,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.45,total_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1821,117.95003546728142,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.45,total_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,76,66.09285714285714,True
total_orders_3m_weakness_short_1030,total_orders_3m_weakness_short,short,rank_max,0.45,total_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,87,87.29876373626374,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.55,core_capgoods_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1732,112.18531654548678,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.55,core_capgoods_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,156,135.6642857142857,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.55,core_capgoods_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,225,225.77266483516482,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.6,core_capgoods_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1527,98.90703138854407,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.6,core_capgoods_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,156,135.6642857142857,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.6,core_capgoods_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,206,206.70741758241758,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.65,core_capgoods_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1319,85.43442986345096,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.65,core_capgoods_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,137,119.14107142857144,True
core_capgoods_3m_strength_long_1130,core_capgoods_3m_strength_long,long,rank_min,0.65,core_capgoods_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,162,162.5563186813187,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.35,durable_goods_orders_change_1m_rank_120m,full,2011-01-03,2026-06-12,1260,81.61287462316014,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.35,durable_goods_orders_change_1m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,80,69.57142857142857,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.35,durable_goods_orders_change_1m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,123,123.4223901098901,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.4,durable_goods_orders_change_1m_rank_120m,full,2011-01-03,2026-06-12,1420,91.97641425784714,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.4,durable_goods_orders_change_1m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,80,69.57142857142857,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.4,durable_goods_orders_change_1m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,123,123.4223901098901,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.45,durable_goods_orders_change_1m_rank_120m,full,2011-01-03,2026-06-12,1664,107.7808122007448,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.45,durable_goods_orders_change_1m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,94,81.74642857142858,True
durables_1m_weakness_short_1200,durables_1m_weakness_short,short,rank_max,0.45,durable_goods_orders_change_1m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,123,123.4223901098901,True
ex_transport_3m_strength_long_1330,ex_transport_3m_strength_long,long,rank_min,0.55,ex_transport_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1406,91.06960453981202,True
ex_transport_3m_strength_long_1330,ex_transport_3m_strength_long,long,rank_min,0.55,ex_transport_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,100,86.96428571428572,True
ex_transport_3m_strength_long_1330,ex_transport_3m_strength_long,long,rank_min,0.55,ex_transport_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,125,125.42925824175823,True
ex_transport_3m_strength_long_1330,ex_transport_3m_strength_long,long,rank_min,0.6,ex_transport_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1249,80.9003812732754,True
ex_transport_3m_strength_long_1330,ex_transport_3m_strength_long,long,rank_min,0.6,ex_transport_orders_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,100,86.96428571428572,True
ex_transport_3m_strength_long_1330,ex_transport_3m_strength_long,long,rank_min,0.6,ex_transport_orders_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,125,125.42925824175823,True
ex_transport_3m_strength_long_1330,ex_transport_3m_strength_long,long,rank_min,0.65,ex_transport_orders_change_3m_rank_120m,full,2011-01-03,2026-06-12,1078,69.82434828870367,True
