variant_id,setup_mode,direction,threshold_name,threshold,rank_column,window,start_date,end_date,signals,signals_per_year,density_pass
claims_low_long_1000,claims_low_long,long,rank_max,0.35,initial_claims_4w_rank_156w,full,2011-01-03,2026-06-12,2669,172.87679553112253,True
claims_low_long_1000,claims_low_long,long,rank_max,0.35,initial_claims_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,275,239.15178571428572,True
claims_low_long_1000,claims_low_long,long,rank_max,0.35,initial_claims_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,92,92.31593406593406,True
claims_low_long_1000,claims_low_long,long,rank_max,0.4,initial_claims_4w_rank_156w,full,2011-01-03,2026-06-12,2775,179.74264053910267,True
claims_low_long_1000,claims_low_long,long,rank_max,0.4,initial_claims_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,275,239.15178571428572,True
claims_low_long_1000,claims_low_long,long,rank_max,0.4,initial_claims_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,111,111.38118131868131,True
claims_low_long_1000,claims_low_long,long,rank_max,0.45,initial_claims_4w_rank_156w,full,2011-01-03,2026-06-12,2885,186.86757403795,True
claims_low_long_1000,claims_low_long,long,rank_max,0.45,initial_claims_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,275,239.15178571428572,True
claims_low_long_1000,claims_low_long,long,rank_max,0.45,initial_claims_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,116,116.39835164835165,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.55,initial_claims_4w_change_4w_rank_156w,full,2011-01-03,2026-06-12,1790,115.94209966306082,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.55,initial_claims_4w_change_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,118,102.61785714285715,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.55,initial_claims_4w_change_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,66,66.22664835164835,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.6,initial_claims_4w_change_4w_rank_156w,full,2011-01-03,2026-06-12,1594,103.24676361056925,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.6,initial_claims_4w_change_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,104,90.44285714285715,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.6,initial_claims_4w_change_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,61,61.20947802197802,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.65,initial_claims_4w_change_4w_rank_156w,full,2011-01-03,2026-06-12,1385,89.70938996275935,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.65,initial_claims_4w_change_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,81,70.44107142857143,True
claims_rising_short_1030,claims_rising_short,short,rank_min,0.65,initial_claims_4w_change_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,56,56.19230769230769,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.35,initial_claims_4w_change_1w_rank_156w,full,2011-01-03,2026-06-12,1327,85.95260684518531,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.35,initial_claims_4w_change_1w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,103,89.57321428571429,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.35,initial_claims_4w_change_1w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,106,106.36401098901098,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.4,initial_claims_4w_change_1w_rank_156w,full,2011-01-03,2026-06-12,1505,97.48204468877461,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.4,initial_claims_4w_change_1w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,113,98.26964285714286,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.4,initial_claims_4w_change_1w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,120,120.41208791208791,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.45,initial_claims_4w_change_1w_rank_156w,full,2011-01-03,2026-06-12,1666,107.9103564461784,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.45,initial_claims_4w_change_1w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,137,119.14107142857144,True
claims_improving_long_1130,claims_improving_long,long,rank_max,0.45,initial_claims_4w_change_1w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,135,135.4635989010989,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.5,continued_claims_4w_change_1w_rank_156w,full,2011-01-03,2026-06-12,1975,127.92494236566766,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.5,continued_claims_4w_change_1w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,151,131.31607142857143,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.5,continued_claims_4w_change_1w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,67,67.23008241758241,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.55,continued_claims_4w_change_1w_rank_156w,full,2011-01-03,2026-06-12,1804,116.84890938109594,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.55,continued_claims_4w_change_1w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,103,89.57321428571429,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.55,continued_claims_4w_change_1w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,57,57.19574175824176,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.6,continued_claims_4w_change_1w_rank_156w,full,2011-01-03,2026-06-12,1601,103.7001684695868,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.6,continued_claims_4w_change_1w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,75,65.22321428571429,True
continued_claims_rising_short_1200,continued_claims_rising_short,short,rank_min,0.6,continued_claims_4w_change_1w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,52,52.17857142857142,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.35,continued_claims_4w_change_4w_rank_156w,full,2011-01-03,2026-06-12,1321,85.56397410888455,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.35,continued_claims_4w_change_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,77,66.9625,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.35,continued_claims_4w_change_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,162,162.5563186813187,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.4,continued_claims_4w_change_4w_rank_156w,full,2011-01-03,2026-06-12,1468,95.08547614825324,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.4,continued_claims_4w_change_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,96,83.4857142857143,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.4,continued_claims_4w_change_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,172,172.59065934065933,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.45,continued_claims_4w_change_4w_rank_156w,full,2011-01-03,2026-06-12,1668,108.03990069161199,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.45,continued_claims_4w_change_4w_rank_156w,limited_core_proxy,2011-02-10,2012-04-05,112,97.4,True
continued_claims_improving_long_1330,continued_claims_improving_long,long,rank_max,0.45,continued_claims_4w_change_4w_rank_156w,latest_year_proxy,2025-06-13,2026-06-12,187,187.64217032967034,True
