campaign_id,variant_id,entry.params.vr_threshold,entry.params.min_orderflow_imbalance,full_start,full_end,full_signals,full_signals_per_year,limited_start,limited_end,limited_signals,limited_signals_per_year
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.15,0.12,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1994,129.201437,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,166,107.693606
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.15,0.16,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1615,104.644093,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,127,82.392096
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.25,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1586,102.765035,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,119,77.202043
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.25,0.12,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1329,86.112693,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,97,62.929396
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.25,0.16,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1049,67.970064,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,69,44.76421
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.35,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1008,65.313465,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,68,44.115453
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.35,0.12,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,864,55.98297,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,58,37.627886
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.35,0.16,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,677,43.866285,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,42,27.24778
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.6,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1237,80.151543,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,80,51.900533
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.6,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1154,74.77355,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,77,49.954263
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.6,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1054,68.294039,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,72,46.71048
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.7,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2255,146.112959,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,187,121.317496
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.7,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2124,137.6248,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,180,116.776199
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.7,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1955,126.674428,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,168,108.991119
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3481,225.551756,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,292,189.436945
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3305,214.147818,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,287,186.193162
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3089,200.152076,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,271,175.813055
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.0,0.0,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2475,160.367882,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,233,151.160302
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.0,0.015,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2250,145.788984,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,227,147.267762
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.0,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1930,125.05455,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,218,141.428952
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.1,0.0,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1797,116.436801,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,166,107.693606
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.1,0.015,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1611,104.384912,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,160,103.801066
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.1,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1374,89.028473,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,153,99.259769
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.2,0.0,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1228,79.568387,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,113,73.309503
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.2,0.015,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1097,71.080229,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,109,70.714476
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.2,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,937,60.713012,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,102,66.173179
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.75,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,702,45.486163,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,85,55.144316
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.75,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,447,28.963411,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,73,47.359236
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.75,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,281,18.207424,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,57,36.97913
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.85,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1022,66.220596,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,116,75.255773
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.85,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,664,43.023949,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,102,66.173179
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.85,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,422,27.343534,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,78,50.60302
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.95,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1296,83.974454,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,153,99.259769
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.95,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,846,54.816658,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,132,85.635879
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.95,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,544,35.248536,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,106,68.768206
