variant_id,rows,pass_rows,min_signals_per_year,max_signals_per_year,variant_pass
smh_1d_leadership_long_1000,9,9,83.4857142857143,126.4326923076923,True
smh_1d_nonleadership_short_1000,9,9,70.24038461538461,113.05357142857143,True
smh_3d_leadership_long_1030,9,9,77.39821428571429,131.44986263736263,True
soxx_3d_leadership_long_1130,9,9,75.65892857142858,133.45673076923077,True
soxx_3d_nonleadership_short_1330,9,9,64.21978021978022,121.75,True
