campaign_id,variant_id,symbol,passed,passed_stages,terminal_stage,report_path,profitable_rate,net_beat_rate,dd_beat_rate,top_net,top_pf,top_mar,trade_count,notes
es_archive_morning_orderflow_hold_retest,broad_large_alignment_1030_flatten_1515,ES,False,0,limited_core_grid_test,backtest-campaigns/es_archive_morning_orderflow_hold_retest/broad_large_alignment_1030_flatten_1515/ES/run1/campaign_test_summary.json,0.0,,,-652.5,0.916932,-0.244685,68,profitable=0/81; passing_benchmark=0
es_archive_morning_orderflow_hold_retest,large10_flow_1030_flatten_1515,ES,False,0,limited_core_grid_test,backtest-campaigns/es_archive_morning_orderflow_hold_retest/large10_flow_1030_flatten_1515/ES/run1/campaign_test_summary.json,0.0,,,-1727.5,0.752152,-0.457926,78,profitable=0/81; passing_benchmark=0
es_archive_morning_orderflow_hold_retest,large20_flow_1030_flatten_1515,ES,False,0,limited_core_grid_test,backtest-campaigns/es_archive_morning_orderflow_hold_retest/large20_flow_1030_flatten_1515/ES/run1/campaign_test_summary.json,0.0,,,-1117.5,0.83081,-0.376168,76,profitable=0/81; passing_benchmark=0
es_archive_morning_orderflow_hold_retest,signed_flow_1030_flatten_1515,ES,False,0,limited_core_grid_test,backtest-campaigns/es_archive_morning_orderflow_hold_retest/signed_flow_1030_flatten_1515/ES/run1/campaign_test_summary.json,0.0,,,-1490.0,0.828588,-0.467063,73,profitable=0/81; passing_benchmark=0
es_archive_morning_orderflow_hold_retest,signed_flow_1030_flatten_1530,ES,False,0,limited_core_grid_test,backtest-campaigns/es_archive_morning_orderflow_hold_retest/signed_flow_1030_flatten_1530/ES/run1/campaign_test_summary.json,0.0,,,-1177.5,0.864538,-0.352515,73,profitable=0/81; passing_benchmark=0
nq_archive_intraday_momentum_retest,long_only_1030_strength_balanced,NQ,False,1,limited_monkey_test,backtest-campaigns/nq_archive_intraday_momentum_retest/long_only_1030_strength_balanced/NQ/run1/campaign_test_summary.json,,0.776667,0.696667,1400.0,,,84,monkey_runs=300; core_max_dd=2490.0
nq_archive_intraday_momentum_retest,long_only_1030_strength_efficiency,NQ,False,2,walk_forward_analysis,backtest-campaigns/nq_archive_intraday_momentum_retest/long_only_1030_strength_efficiency/NQ/run1/campaign_test_summary.json,0.0,,,0.0,0.0,0.0,0,early_exit=True; passing_windows=0/1
nq_archive_intraday_momentum_retest,priority_short1030_long1130_base,NQ,False,1,limited_monkey_test,backtest-campaigns/nq_archive_intraday_momentum_retest/priority_short1030_long1130_base/NQ/run1/campaign_test_summary.json,,0.816667,0.68,1010.0,,,173,monkey_runs=300; core_max_dd=3855.0
nq_archive_intraday_momentum_retest,priority_short1030_long1130_long50,NQ,False,1,limited_monkey_test,backtest-campaigns/nq_archive_intraday_momentum_retest/priority_short1030_long1130_long50/NQ/run1/campaign_test_summary.json,,0.913333,0.693333,2070.0,,,142,monkey_runs=300; core_max_dd=3590.0
nq_archive_intraday_momentum_retest,short_only_1030_weakness,NQ,False,1,limited_monkey_test,backtest-campaigns/nq_archive_intraday_momentum_retest/short_only_1030_weakness/NQ/run1/campaign_test_summary.json,,0.85,0.756667,645.0,,,45,monkey_runs=300; core_max_dd=1595.0
nq_archive_range_compression_retest,id_nr4_prior_session_breakout,NQ,False,1,limited_monkey_test,backtest-campaigns/nq_archive_range_compression_retest/id_nr4_prior_session_breakout/NQ/run1/campaign_test_summary.json,,0.783333,0.61,670.0,,,27,monkey_runs=300; core_max_dd=1025.0
nq_archive_range_compression_retest,nr7_or30_1040_rank_relaxed_138cap,NQ,False,0,limited_core_grid_test,backtest-campaigns/nq_archive_range_compression_retest/nr7_or30_1040_rank_relaxed_138cap/NQ/run1/campaign_test_summary.json,0.055556,,,120.0,1.009178,0.019792,114,profitable=3/54; passing_benchmark=0
nq_archive_range_compression_retest,nr7_or30_1045_rank_relaxed_135cap,NQ,False,0,limited_core_grid_test,backtest-campaigns/nq_archive_range_compression_retest/nr7_or30_1045_rank_relaxed_135cap/NQ/run1/campaign_test_summary.json,0.0,,,-125.0,0.990616,-0.020323,117,profitable=0/54; passing_benchmark=0
nq_archive_range_compression_retest,nr7_or30_1130_range_capped,NQ,False,0,limited_core_grid_test,backtest-campaigns/nq_archive_range_compression_retest/nr7_or30_1130_range_capped/NQ/run1/campaign_test_summary.json,0.074074,,,1350.0,1.11658,0.372107,143,profitable=4/54; passing_benchmark=1
nq_archive_range_compression_retest,nr7_or30_morning_range_capped,NQ,False,0,limited_core_grid_test,backtest-campaigns/nq_archive_range_compression_retest/nr7_or30_morning_range_capped/NQ/run1/campaign_test_summary.json,0.018519,,,30.0,1.00261,0.00612,101,profitable=1/54; passing_benchmark=0
