campaign_id,variant_id,entry.params.vr_threshold,entry.params.min_orderflow_imbalance,full_start,full_end,full_signals,full_signals_per_year,limited_start,limited_end,limited_signals,limited_signals_per_year
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.05,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2697,174.752395,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,165,107.044849
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.05,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2364,153.175625,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,159,103.152309
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.05,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1908,123.629058,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,152,98.611012
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.15,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2118,137.23603,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,114,73.958259
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.15,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1812,117.408728,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,112,72.660746
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.15,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1427,92.462613,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,106,68.768206
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.25,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1613,104.514502,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,79,51.251776
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.25,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1348,87.3438,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,78,50.60302
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.25,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1042,67.516498,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,73,47.359236
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3158,204.622938,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,263,170.623002
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.05,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2997,194.190926,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,253,164.135435
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2779,180.065593,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,239,155.052842
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2230,144.493081,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,162,105.098579
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.05,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2095,135.745742,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,158,102.503552
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1926,124.79537,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145,94.069716
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.3,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1510,97.840607,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,100,64.875666
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.3,0.05,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1405,91.037121,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,98,63.578153
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.3,0.08,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1274,82.548962,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,90,58.388099
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.7,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2391,154.925093,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,194,125.858792
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.7,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2255,146.112959,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,187,121.317496
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.7,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2124,137.6248,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,180,116.776199
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3637,235.659792,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,301,195.275755
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3481,225.551756,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,292,189.436945
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3305,214.147818,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,287,186.193162
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4637,300.454896,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,407,264.043961
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4475,289.958089,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,400,259.502664
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4263,276.221527,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,386,250.420071
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.0,0.0,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2475,160.367882,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,233,151.160302
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.0,0.015,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2250,145.788984,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,227,147.267762
