campaign_id,variant_id,best_full_signals,best_full_trades_per_year,best_limited_core_signals,best_limited_core_trades_per_year,density_gate_pass
es_vix_term_structure_orderflow_pullback,backwardation_surge_signed_vwap_reject_short_1500,1078,69.86151525904897,102,66.29092526690391,True
es_vix_term_structure_orderflow_pullback,contango_large10_vwap_reclaim_long_1500,1266,82.04515613910574,119,77.3394128113879,True
es_vix_term_structure_orderflow_pullback,contango_morning_signed_vwap_reclaim_long_1300,1103,71.48168026969482,97,63.04137010676156,True
es_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,1028,66.62118523775727,83,53.94261565836299,True
es_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,1104,71.54648687012066,90,58.49199288256227,True
