candidate_id,entry_combo_count,passing_entry_combos,pass_all_entry_combos,full_min_tpy,limited_core_min_tpy,wfa90_min_tpy,latest1y_min_tpy
morning15_low_downside_share_absorption_twosided_1100,6,6,True,85.91830761043107,81.74333925399644,85.17460082791247,91.06232876712329
morning30_low_downside_share_absorption_twosided_1130,6,6,True,73.08887706226716,66.17317939609237,72.50280898876404,76.05205479452054
late_morning30_low_downside_share_absorption_twosided_1230,6,6,True,68.81240021287918,66.17317939609237,69.19086339444115,57.03904109589041
midday60_low_downside_share_absorption_twosided_1430_spread4,6,6,True,67.45170303352847,63.57815275310835,67.67888823181549,67.0458904109589
midday60_low_semivar_balance_absorption_twosided_1430,6,5,False,54.81665779670037,56.44182948490231,55.439089296274396,49.03356164383562
late_morning30_low_semivar_balance_absorption_twosided_1230,6,6,True,68.81240021287918,66.17317939609237,69.19086339444115,57.03904109589041
