campaign_id,variant_id,window,start_date,end_date,entry_parameter_combinations,min_signals,max_signals,min_signals_per_year,max_signals_per_year,passed_50_signals_per_year,weakest_entry_params,strongest_entry_params
nq_vwap_pullback_continuation,failed_vwap_break_two_sided,limited_core,2011-02-22,2012-09-07,9,36,272,23.355239786856128,176.46181172291296,False,"{""failed_break_min_ticks"": 3, ""min_drive_points"": 8.0}","{""failed_break_min_ticks"": 1, ""min_drive_points"": 3.0}"
nq_vwap_pullback_continuation,failed_vwap_break_two_sided,full_history,2011-01-03,2026-06-12,9,3157,5192,204.48559141691788,336.2968611455932,True,"{""failed_break_min_ticks"": 3, ""min_drive_points"": 8.0}","{""failed_break_min_ticks"": 1, ""min_drive_points"": 3.0}"
nq_vwap_pullback_continuation,midday_trend_reclaim_two_sided,limited_core,2011-02-22,2012-09-07,6,46,187,29.842806394316163,121.31749555950266,False,"{""min_drive_points"": 8.0, ""required_trend_closes"": 3}","{""min_drive_points"": 3.0, ""required_trend_closes"": 2}"
nq_vwap_pullback_continuation,midday_trend_reclaim_two_sided,full_history,2011-01-03,2026-06-12,6,1351,2870,87.50713779038837,185.89599219719807,True,"{""min_drive_points"": 8.0, ""required_trend_closes"": 3}","{""min_drive_points"": 3.0, ""required_trend_closes"": 2}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_long,limited_core,2011-02-22,2012-09-07,9,78,316,50.60301953818828,205.00710479573712,True,"{""min_drive_points"": 8.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 3.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_long,full_history,2011-01-03,2026-06-12,9,1877,3910,121.57727433942188,253.25899982266358,True,"{""min_drive_points"": 8.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 3.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_short,limited_core,2011-02-22,2012-09-07,9,118,346,76.55328596802842,224.46980461811722,True,"{""min_drive_points"": 8.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 3.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_short,full_history,2011-01-03,2026-06-12,9,1852,3945,119.95797127150203,255.52602411775138,True,"{""min_drive_points"": 8.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 3.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_trend_reclaim_two_sided,limited_core,2011-02-22,2012-09-07,6,104,505,67.47069271758437,327.6221136767318,True,"{""min_drive_points"": 8.0, ""required_trend_closes"": 3}","{""min_drive_points"": 3.0, ""required_trend_closes"": 2}"
nq_vwap_pullback_continuation,morning_trend_reclaim_two_sided,full_history,2011-01-03,2026-06-12,6,3488,6846,225.92516403617662,443.42995211917,True,"{""min_drive_points"": 8.0, ""required_trend_closes"": 3}","{""min_drive_points"": 3.0, ""required_trend_closes"": 2}"
