campaign_id,variant_id,window,run_id,start_date,end_date,session_days_with_signal_bar,signal_days,signals,signals_per_year,long_signals,short_signals,entry.params.semivar_rank_threshold,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,14,2011-01-03,2026-06-12,3813,863,863,55.88843085106383,0,863,0.45,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,14,2011-02-22,2012-09-07,371,93,93,60.22739361702128,0,93,0.45,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,15,2011-01-03,2026-06-12,3813,863,863,55.88843085106383,0,863,0.45,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,15,2011-02-22,2012-09-07,371,93,93,60.22739361702128,0,93,0.45,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,16,2011-01-03,2026-06-12,3813,863,863,55.88843085106383,0,863,0.45,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,16,2011-02-22,2012-09-07,371,93,93,60.22739361702128,0,93,0.45,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,17,2011-01-03,2026-06-12,3813,863,863,55.88843085106383,0,863,0.45,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,17,2011-02-22,2012-09-07,371,93,93,60.22739361702128,0,93,0.45,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,18,2011-01-03,2026-06-12,3813,863,863,55.88843085106383,0,863,0.45,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,18,2011-02-22,2012-09-07,371,93,93,60.22739361702128,0,93,0.45,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,19,2011-01-03,2026-06-12,3813,1106,1106,71.62526595744681,0,1106,0.5,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,19,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,20,2011-01-03,2026-06-12,3813,1106,1106,71.62526595744681,0,1106,0.5,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,20,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,21,2011-01-03,2026-06-12,3813,1106,1106,71.62526595744681,0,1106,0.5,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,21,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,22,2011-01-03,2026-06-12,3813,1106,1106,71.62526595744681,0,1106,0.5,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,22,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,23,2011-01-03,2026-06-12,3813,1106,1106,71.62526595744681,0,1106,0.5,0.0,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,23,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.0,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,24,2011-01-03,2026-06-12,3813,1106,1106,71.62526595744681,0,1106,0.5,0.0,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,24,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.0,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,25,2011-01-03,2026-06-12,3813,1044,1044,67.61010638297873,0,1044,0.5,0.005,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,25,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.005,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,26,2011-01-03,2026-06-12,3813,1044,1044,67.61010638297873,0,1044,0.5,0.005,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,26,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.005,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,27,2011-01-03,2026-06-12,3813,1044,1044,67.61010638297873,0,1044,0.5,0.005,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,27,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.005,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,28,2011-01-03,2026-06-12,3813,1044,1044,67.61010638297873,0,1044,0.5,0.005,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,28,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.005,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,29,2011-01-03,2026-06-12,3813,1044,1044,67.61010638297873,0,1044,0.5,0.005,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,29,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.005,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,30,2011-01-03,2026-06-12,3813,1044,1044,67.61010638297873,0,1044,0.5,0.005,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,30,2011-02-22,2012-09-07,371,104,104,67.35106382978724,0,104,0.5,0.005,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,31,2011-01-03,2026-06-12,3813,963,963,62.36449468085107,0,963,0.5,0.01,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,31,2011-02-22,2012-09-07,371,101,101,65.40824468085107,0,101,0.5,0.01,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,32,2011-01-03,2026-06-12,3813,963,963,62.36449468085107,0,963,0.5,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,32,2011-02-22,2012-09-07,371,101,101,65.40824468085107,0,101,0.5,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,33,2011-01-03,2026-06-12,3813,963,963,62.36449468085107,0,963,0.5,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,33,2011-02-22,2012-09-07,371,101,101,65.40824468085107,0,101,0.5,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,34,2011-01-03,2026-06-12,3813,963,963,62.36449468085107,0,963,0.5,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,34,2011-02-22,2012-09-07,371,101,101,65.40824468085107,0,101,0.5,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,35,2011-01-03,2026-06-12,3813,963,963,62.36449468085107,0,963,0.5,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,35,2011-02-22,2012-09-07,371,101,101,65.40824468085107,0,101,0.5,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,full_available_history,36,2011-01-03,2026-06-12,3813,963,963,62.36449468085107,0,963,0.5,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_short,limited_core_window,36,2011-02-22,2012-09-07,371,101,101,65.40824468085107,0,101,0.5,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,1,2011-01-03,2026-06-12,3813,2094,2094,135.60877659574467,1100,994,0.45,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,1,2011-02-22,2012-09-07,371,197,197,127.57845744680851,101,96,0.45,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,2,2011-01-03,2026-06-12,3813,2094,2094,135.60877659574467,1100,994,0.45,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,2,2011-02-22,2012-09-07,371,197,197,127.57845744680851,101,96,0.45,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,3,2011-01-03,2026-06-12,3813,2094,2094,135.60877659574467,1100,994,0.45,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,3,2011-02-22,2012-09-07,371,197,197,127.57845744680851,101,96,0.45,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,4,2011-01-03,2026-06-12,3813,2094,2094,135.60877659574467,1100,994,0.45,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,4,2011-02-22,2012-09-07,371,197,197,127.57845744680851,101,96,0.45,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,5,2011-01-03,2026-06-12,3813,2094,2094,135.60877659574467,1100,994,0.45,0.0,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,5,2011-02-22,2012-09-07,371,197,197,127.57845744680851,101,96,0.45,0.0,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,6,2011-01-03,2026-06-12,3813,2094,2094,135.60877659574467,1100,994,0.45,0.0,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,6,2011-02-22,2012-09-07,371,197,197,127.57845744680851,101,96,0.45,0.0,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,7,2011-01-03,2026-06-12,3813,1833,1833,118.70625,970,863,0.45,0.01,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,7,2011-02-22,2012-09-07,371,187,187,121.10239361702128,94,93,0.45,0.01,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,8,2011-01-03,2026-06-12,3813,1833,1833,118.70625,970,863,0.45,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,8,2011-02-22,2012-09-07,371,187,187,121.10239361702128,94,93,0.45,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,9,2011-01-03,2026-06-12,3813,1833,1833,118.70625,970,863,0.45,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,9,2011-02-22,2012-09-07,371,187,187,121.10239361702128,94,93,0.45,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,10,2011-01-03,2026-06-12,3813,1833,1833,118.70625,970,863,0.45,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,10,2011-02-22,2012-09-07,371,187,187,121.10239361702128,94,93,0.45,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,11,2011-01-03,2026-06-12,3813,1833,1833,118.70625,970,863,0.45,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,11,2011-02-22,2012-09-07,371,187,187,121.10239361702128,94,93,0.45,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,12,2011-01-03,2026-06-12,3813,1833,1833,118.70625,970,863,0.45,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,12,2011-02-22,2012-09-07,371,187,187,121.10239361702128,94,93,0.45,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,13,2011-01-03,2026-06-12,3813,1420,1420,91.96010638297872,774,646,0.45,0.02,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,13,2011-02-22,2012-09-07,371,174,174,112.68351063829788,88,86,0.45,0.02,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,14,2011-01-03,2026-06-12,3813,1420,1420,91.96010638297872,774,646,0.45,0.02,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,14,2011-02-22,2012-09-07,371,174,174,112.68351063829788,88,86,0.45,0.02,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,15,2011-01-03,2026-06-12,3813,1420,1420,91.96010638297872,774,646,0.45,0.02,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,15,2011-02-22,2012-09-07,371,174,174,112.68351063829788,88,86,0.45,0.02,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,16,2011-01-03,2026-06-12,3813,1420,1420,91.96010638297872,774,646,0.45,0.02,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,16,2011-02-22,2012-09-07,371,174,174,112.68351063829788,88,86,0.45,0.02,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,17,2011-01-03,2026-06-12,3813,1420,1420,91.96010638297872,774,646,0.45,0.02,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,17,2011-02-22,2012-09-07,371,174,174,112.68351063829788,88,86,0.45,0.02,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,18,2011-01-03,2026-06-12,3813,1420,1420,91.96010638297872,774,646,0.45,0.02,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,18,2011-02-22,2012-09-07,371,174,174,112.68351063829788,88,86,0.45,0.02,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,19,2011-01-03,2026-06-12,3813,2319,2319,150.17992021276595,1213,1106,0.5,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,19,2011-02-22,2012-09-07,371,216,216,139.88297872340425,112,104,0.5,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,20,2011-01-03,2026-06-12,3813,2319,2319,150.17992021276595,1213,1106,0.5,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,20,2011-02-22,2012-09-07,371,216,216,139.88297872340425,112,104,0.5,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,21,2011-01-03,2026-06-12,3813,2319,2319,150.17992021276595,1213,1106,0.5,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,21,2011-02-22,2012-09-07,371,216,216,139.88297872340425,112,104,0.5,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,22,2011-01-03,2026-06-12,3813,2319,2319,150.17992021276595,1213,1106,0.5,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,22,2011-02-22,2012-09-07,371,216,216,139.88297872340425,112,104,0.5,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,23,2011-01-03,2026-06-12,3813,2319,2319,150.17992021276595,1213,1106,0.5,0.0,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,23,2011-02-22,2012-09-07,371,216,216,139.88297872340425,112,104,0.5,0.0,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,24,2011-01-03,2026-06-12,3813,2319,2319,150.17992021276595,1213,1106,0.5,0.0,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,24,2011-02-22,2012-09-07,371,216,216,139.88297872340425,112,104,0.5,0.0,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,25,2011-01-03,2026-06-12,3813,2029,2029,131.39933510638298,1066,963,0.5,0.01,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,25,2011-02-22,2012-09-07,371,205,205,132.7593085106383,104,101,0.5,0.01,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,26,2011-01-03,2026-06-12,3813,2029,2029,131.39933510638298,1066,963,0.5,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,26,2011-02-22,2012-09-07,371,205,205,132.7593085106383,104,101,0.5,0.01,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,27,2011-01-03,2026-06-12,3813,2029,2029,131.39933510638298,1066,963,0.5,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,27,2011-02-22,2012-09-07,371,205,205,132.7593085106383,104,101,0.5,0.01,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,28,2011-01-03,2026-06-12,3813,2029,2029,131.39933510638298,1066,963,0.5,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,28,2011-02-22,2012-09-07,371,205,205,132.7593085106383,104,101,0.5,0.01,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,29,2011-01-03,2026-06-12,3813,2029,2029,131.39933510638298,1066,963,0.5,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,29,2011-02-22,2012-09-07,371,205,205,132.7593085106383,104,101,0.5,0.01,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,30,2011-01-03,2026-06-12,3813,2029,2029,131.39933510638298,1066,963,0.5,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,30,2011-02-22,2012-09-07,371,205,205,132.7593085106383,104,101,0.5,0.01,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,31,2011-01-03,2026-06-12,3813,1577,1577,102.12752659574468,854,723,0.5,0.02,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,31,2011-02-22,2012-09-07,371,190,190,123.04521276595744,96,94,0.5,0.02,0.003,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,32,2011-01-03,2026-06-12,3813,1577,1577,102.12752659574468,854,723,0.5,0.02,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,32,2011-02-22,2012-09-07,371,190,190,123.04521276595744,96,94,0.5,0.02,0.003,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,33,2011-01-03,2026-06-12,3813,1577,1577,102.12752659574468,854,723,0.5,0.02,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,33,2011-02-22,2012-09-07,371,190,190,123.04521276595744,96,94,0.5,0.02,0.004,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,34,2011-01-03,2026-06-12,3813,1577,1577,102.12752659574468,854,723,0.5,0.02,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,34,2011-02-22,2012-09-07,371,190,190,123.04521276595744,96,94,0.5,0.02,0.004,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,35,2011-01-03,2026-06-12,3813,1577,1577,102.12752659574468,854,723,0.5,0.02,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,35,2011-02-22,2012-09-07,371,190,190,123.04521276595744,96,94,0.5,0.02,0.005,1.0
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,full_available_history,36,2011-01-03,2026-06-12,3813,1577,1577,102.12752659574468,854,723,0.5,0.02,0.005,1.5
nq_semivariance_orderflow_confirmation,badvol_signed_multitime_twosided,limited_core_window,36,2011-02-22,2012-09-07,371,190,190,123.04521276595744,96,94,0.5,0.02,0.005,1.5
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,full_available_history,1,2011-01-03,2026-06-12,3813,1016,1016,65.7968085106383,0,1016,0.45,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,limited_core_window,1,2011-02-22,2012-09-07,371,96,96,62.170212765957444,0,96,0.45,0.0,0.003,1.0
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,full_available_history,2,2011-01-03,2026-06-12,3813,1016,1016,65.7968085106383,0,1016,0.45,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,limited_core_window,2,2011-02-22,2012-09-07,371,96,96,62.170212765957444,0,96,0.45,0.0,0.003,1.5
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,full_available_history,3,2011-01-03,2026-06-12,3813,1016,1016,65.7968085106383,0,1016,0.45,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,limited_core_window,3,2011-02-22,2012-09-07,371,96,96,62.170212765957444,0,96,0.45,0.0,0.004,1.0
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,full_available_history,4,2011-01-03,2026-06-12,3813,1016,1016,65.7968085106383,0,1016,0.45,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,limited_core_window,4,2011-02-22,2012-09-07,371,96,96,62.170212765957444,0,96,0.45,0.0,0.004,1.5
nq_semivariance_orderflow_confirmation,downside_share_signed_multitime_short,full_available_history,5,2011-01-03,2026-06-12,3813,1016,1016,65.7968085106383,0,1016,0.45,0.0,0.005,1.0
