macro,side,direction,threshold,entry_time,signal_bar_time,flow_column,ret_bps,flow_threshold,all_windows_ge_50,min_window_tpy,full_count,full_tpy,limited_10pct_count,limited_10pct_tpy,wfa90_count,wfa90_tpy,latest1y_count,latest1y_tpy
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,0,0,False,35.02,582,37.72,63,40.8,527,37.95,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,1,0,False,35.02,566,36.68,60,38.86,511,36.8,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,0,0,False,35.02,552,35.77,61,39.5,497,35.79,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,1,0,False,34.78,538,34.87,58,37.56,483,34.78,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,0,50,False,34.02,576,37.33,62,40.15,522,37.59,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,1,50,False,34.02,561,36.36,60,38.86,507,36.51,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,0,50,False,34.02,546,35.38,60,38.86,492,35.43,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,1,50,False,34.02,533,34.54,58,37.56,479,34.49,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,0,100,False,33.02,572,37.07,62,40.15,519,37.37,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,1,100,False,33.02,557,36.1,60,38.86,504,36.29,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,2,0,False,33.02,553,35.84,58,37.56,500,36.01,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,0,100,False,33.02,542,35.13,60,38.86,489,35.21,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,1,100,False,33.02,529,34.28,58,37.56,476,34.28,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,2,0,False,33.02,526,34.09,56,36.27,473,34.06,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,2,50,False,32.02,548,35.51,58,37.56,496,35.72,32,32.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,2,50,False,32.02,521,33.76,56,36.27,469,33.77,32,32.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large10_signed_volume,2,100,False,31.02,544,35.25,58,37.56,493,35.5,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large10_signed_volume,2,100,False,31.02,517,33.51,56,36.27,466,33.56,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,0,0,False,28.02,491,31.82,54,34.97,443,31.9,28,28.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,0,50,False,28.02,486,31.5,53,34.32,438,31.54,28,28.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,1,0,False,28.02,478,30.98,51,33.03,430,30.97,28,28.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,1,50,False,28.02,474,30.72,51,33.03,426,30.68,28,28.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,0,100,False,27.02,482,31.24,53,34.32,435,31.33,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,1,100,False,27.02,470,30.46,51,33.03,423,30.46,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,2,0,False,26.02,466,30.2,49,31.73,420,30.25,26,26.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,2,50,False,26.02,462,29.94,49,31.73,416,29.96,26,26.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large10_signed_volume,2,100,False,25.02,458,29.68,49,31.73,413,29.74,25,25.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,0,0,False,33.02,590,38.24,64,41.45,538,38.74,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,0,50,False,33.02,583,37.78,64,41.45,531,38.24,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,0,100,False,33.02,577,37.39,64,41.45,525,37.81,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,1,0,False,33.02,571,37.0,60,38.86,519,37.37,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,1,50,False,33.02,564,36.55,60,38.86,512,36.87,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,1,100,False,33.02,558,36.16,60,38.86,506,36.44,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,0,0,False,33.02,560,36.29,63,40.8,508,36.58,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,0,50,False,33.02,555,35.97,63,40.8,503,36.22,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,0,100,False,33.02,549,35.58,63,40.8,497,35.79,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,1,0,False,33.02,543,35.19,59,38.21,491,35.36,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,1,50,False,33.02,538,34.87,59,38.21,486,35.0,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,1,100,False,33.02,532,34.48,59,38.21,480,34.57,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,2,0,False,31.02,560,36.29,59,38.21,510,36.73,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,2,50,False,31.02,553,35.84,59,38.21,503,36.22,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,large20_signed_volume,2,100,False,31.02,547,35.45,59,38.21,497,35.79,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,2,0,False,31.02,533,34.54,58,37.56,483,34.78,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,2,50,False,31.02,528,34.22,58,37.56,478,34.42,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,large20_signed_volume,2,100,False,31.02,522,33.83,58,37.56,472,33.99,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,0,0,False,27.02,494,32.01,56,36.27,448,32.26,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,0,50,False,27.02,489,31.69,56,36.27,443,31.9,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,0,100,False,27.02,484,31.37,56,36.27,438,31.54,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,1,0,False,27.02,478,30.98,52,33.68,432,31.11,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,1,50,False,27.02,473,30.65,52,33.68,427,30.75,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,1,100,False,27.02,468,30.33,52,33.68,422,30.39,27,27.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,2,0,False,25.02,468,30.33,51,33.03,424,30.53,25,25.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,2,50,False,25.02,463,30.01,51,33.03,419,30.17,25,25.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,large20_signed_volume,2,100,False,25.02,458,29.68,51,33.03,414,29.81,25,25.02
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,signed_volume,0,0,False,38.75,598,38.75,63,40.8,540,38.89,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,signed_volume,1,0,False,38.04,587,38.04,62,40.15,529,38.09,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,10:30:00,10:29:00,signed_volume,2,0,False,37.13,573,37.13,59,38.21,517,37.23,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,signed_volume,0,0,False,36.73,568,36.81,61,39.5,510,36.73,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,signed_volume,1,0,False,36.08,559,36.23,60,38.86,501,36.08,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,10:30:00,10:29:00,signed_volume,2,0,False,35.29,546,35.38,57,36.91,490,35.29,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,signed_volume,0,0,False,32.62,504,32.66,54,34.97,453,32.62,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,signed_volume,1,0,False,31.97,495,32.08,53,34.32,444,31.97,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.65,10:30:00,10:29:00,signed_volume,2,0,False,31.18,482,31.24,50,32.38,433,31.18,32,32.02
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,0,0,False,33.68,577,37.39,52,33.68,513,36.94,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,0,50,False,33.68,575,37.26,52,33.68,512,36.87,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,0,100,False,33.68,573,37.13,52,33.68,511,36.8,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,1,0,False,33.03,561,36.36,51,33.03,497,35.79,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,1,50,False,33.03,559,36.23,51,33.03,496,35.72,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,1,100,False,33.03,557,36.1,51,33.03,495,35.65,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,0,0,False,32.38,543,35.19,50,32.38,479,34.49,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,0,50,False,32.38,541,35.06,50,32.38,478,34.42,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,0,100,False,32.38,539,34.93,50,32.38,477,34.35,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,1,0,False,31.73,529,34.28,49,31.73,465,33.49,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,1,50,False,31.73,527,34.15,49,31.73,464,33.41,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,1,100,False,31.73,525,34.02,49,31.73,463,33.34,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,2,0,False,31.09,550,35.64,48,31.09,488,35.14,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,2,50,False,31.09,548,35.51,48,31.09,487,35.07,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large10_signed_volume,2,100,False,31.09,546,35.38,48,31.09,486,35.0,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,2,0,False,29.79,518,33.57,46,29.79,456,32.84,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,2,50,False,29.79,516,33.44,46,29.79,455,32.77,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large10_signed_volume,2,100,False,29.79,514,33.31,46,29.79,454,32.69,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,0,0,False,29.14,489,31.69,45,29.14,433,31.18,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,0,50,False,29.14,487,31.56,45,29.14,432,31.11,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,0,100,False,29.14,485,31.43,45,29.14,431,31.04,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,1,0,False,29.14,477,30.91,45,29.14,421,30.32,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,1,50,False,29.14,475,30.78,45,29.14,420,30.25,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,1,100,False,29.14,473,30.65,45,29.14,419,30.17,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,2,0,False,27.85,467,30.26,43,27.85,413,29.74,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,2,50,False,27.85,465,30.14,43,27.85,412,29.67,32,32.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large10_signed_volume,2,100,False,27.85,463,30.01,43,27.85,411,29.6,32,32.02
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,0,0,False,35.62,602,39.01,55,35.62,540,38.89,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,0,50,False,35.62,596,38.62,55,35.62,535,38.53,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,0,100,False,34.97,587,38.04,54,34.97,528,38.02,36,36.02
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,1,0,False,34.32,584,37.85,53,34.32,522,37.59,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,1,50,False,34.32,579,37.52,53,34.32,518,37.3,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,0,0,False,34.32,568,36.81,53,34.32,506,36.44,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,0,50,False,34.32,562,36.42,53,34.32,501,36.08,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,1,100,False,33.68,570,36.94,52,33.68,511,36.8,36,36.02
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,0,100,False,33.68,554,35.9,52,33.68,495,35.65,36,36.02
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,1,0,False,33.03,552,35.77,51,33.03,490,35.29,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,1,50,False,33.03,547,35.45,51,33.03,486,35.0,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,1,100,False,32.38,539,34.93,50,32.38,480,34.57,36,36.02
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,2,0,False,31.73,568,36.81,49,31.73,508,36.58,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,2,50,False,31.73,563,36.49,49,31.73,504,36.29,37,37.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,large20_signed_volume,2,100,False,31.09,554,35.9,48,31.09,497,35.79,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,2,0,False,30.44,537,34.8,47,30.44,477,34.35,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,2,50,False,30.44,532,34.48,47,30.44,473,34.06,37,37.03
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,0,0,False,30.44,506,32.79,47,30.44,451,32.48,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,0,50,False,30.44,501,32.47,47,30.44,446,32.12,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,large20_signed_volume,2,100,False,29.79,524,33.96,46,29.79,467,33.63,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,0,100,False,29.79,494,32.01,46,29.79,441,31.76,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,1,0,False,29.79,492,31.88,46,29.79,437,31.47,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,1,50,False,29.79,488,31.63,46,29.79,433,31.18,33,33.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,1,100,False,29.14,481,31.17,45,29.14,428,30.82,31,31.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,2,0,False,27.85,478,30.98,43,27.85,425,30.61,32,32.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,2,50,False,27.85,474,30.72,43,27.85,421,30.32,32,32.02
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,large20_signed_volume,2,100,False,27.2,467,30.26,42,27.2,416,29.96,30,30.02
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,signed_volume,0,0,False,34.97,601,38.95,54,34.97,535,38.53,43,43.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,signed_volume,1,0,False,33.68,586,37.98,52,33.68,520,37.45,43,43.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,signed_volume,0,0,False,33.03,566,36.68,51,33.03,500,36.01,43,43.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,signed_volume,1,0,False,31.73,553,35.84,49,31.73,487,35.07,43,43.03
breakeven_change_1d_rank_252,long_high,long,0.55,11:00:00,10:59:00,signed_volume,2,0,False,31.09,570,36.94,48,31.09,506,36.44,42,42.03
breakeven_change_1d_rank_252,long_high,long,0.6,11:00:00,10:59:00,signed_volume,2,0,False,29.14,538,34.87,45,29.14,474,34.13,42,42.03
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,signed_volume,0,0,False,29.14,506,32.79,45,29.14,447,32.19,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,signed_volume,1,0,False,28.49,495,32.08,44,28.49,436,31.4,38,38.03
breakeven_change_1d_rank_252,long_high,long,0.65,11:00:00,10:59:00,signed_volume,2,0,False,26.55,481,31.17,41,26.55,424,30.53,37,37.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,0,0,False,38.21,606,39.27,59,38.21,536,38.6,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,0,50,False,38.21,603,39.08,59,38.21,534,38.45,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,0,100,False,38.21,601,38.95,59,38.21,533,38.38,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,1,0,False,37.88,596,38.62,59,38.21,526,37.88,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,1,50,False,37.73,593,38.43,59,38.21,524,37.73,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,1,100,False,37.66,591,38.3,59,38.21,523,37.66,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,2,0,False,37.23,586,37.98,58,37.56,517,37.23,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,2,50,False,37.09,583,37.78,58,37.56,515,37.09,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large10_signed_volume,2,100,False,37.01,581,37.65,58,37.56,514,37.01,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,0,0,False,36.37,575,37.26,57,36.91,505,36.37,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,0,50,False,36.22,572,37.07,57,36.91,503,36.22,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,0,100,False,36.15,570,36.94,57,36.91,502,36.15,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,1,0,False,35.86,568,36.81,57,36.91,498,35.86,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,1,50,False,35.72,565,36.62,57,36.91,496,35.72,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,1,100,False,35.65,563,36.49,57,36.91,495,35.65,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,2,0,False,35.29,559,36.23,56,36.27,490,35.29,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,2,50,False,35.14,556,36.03,56,36.27,488,35.14,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large10_signed_volume,2,100,False,35.07,554,35.9,56,36.27,487,35.07,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,0,0,False,32.55,514,33.31,51,33.03,452,32.55,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,0,50,False,32.41,512,33.18,51,33.03,450,32.41,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,0,100,False,32.33,510,33.05,51,33.03,449,32.33,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,1,0,False,32.05,507,32.86,51,33.03,445,32.05,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,1,50,False,31.9,505,32.73,51,33.03,443,31.9,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,1,100,False,31.83,503,32.6,51,33.03,442,31.83,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,2,0,False,31.47,498,32.27,50,32.38,437,31.47,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,2,50,False,31.33,496,32.14,50,32.38,435,31.33,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large10_signed_volume,2,100,False,31.25,494,32.01,50,32.38,434,31.25,34,34.02
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,0,0,False,36.91,619,40.12,57,36.91,551,39.68,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,0,50,False,36.91,610,39.53,57,36.91,543,39.1,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,1,0,False,36.91,604,39.14,57,36.91,536,38.6,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,1,50,False,36.91,596,38.62,57,36.91,529,38.09,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,0,100,False,36.27,602,39.01,56,36.27,536,38.6,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,1,100,False,36.27,588,38.11,56,36.27,522,37.59,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,2,0,False,36.27,596,38.62,56,36.27,529,38.09,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,2,50,False,36.27,588,38.11,56,36.27,522,37.59,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.55,12:00:00,11:59:00,large20_signed_volume,2,100,False,35.62,580,37.59,55,35.62,515,37.09,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,0,0,False,35.62,585,37.91,55,35.62,517,37.23,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,0,50,False,35.62,576,37.33,55,35.62,509,36.65,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,1,0,False,35.62,573,37.13,55,35.62,505,36.37,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,1,50,False,35.62,565,36.62,55,35.62,498,35.86,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,0,100,False,34.97,569,36.87,54,34.97,503,36.22,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,1,100,False,34.97,558,36.16,54,34.97,492,35.43,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,2,0,False,34.97,566,36.68,54,34.97,499,35.93,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,2,50,False,34.97,558,36.16,54,34.97,492,35.43,40,40.03
breakeven_change_1d_rank_252,long_high,long,0.6,12:00:00,11:59:00,large20_signed_volume,2,100,False,34.32,551,35.71,53,34.32,486,35.0,39,39.03
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large20_signed_volume,0,0,False,31.73,518,33.57,49,31.73,457,32.91,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large20_signed_volume,0,50,False,31.73,511,33.12,49,31.73,451,32.48,35,35.02
breakeven_change_1d_rank_252,long_high,long,0.65,12:00:00,11:59:00,large20_signed_volume,1,0,False,31.73,508,32.92,49,31.73,447,32.19,35,35.02
