variant_id,setup_mode,direction,threshold_name,threshold,rank_column,window,start_date,end_date,signals,signals_per_year,density_pass
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.4,core_pce_yoy_rank_120m,full,2011-01-03,2026-06-12,2535,164.19733108707217,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.4,core_pce_yoy_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,156,135.6642857142857,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.4,core_pce_yoy_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,248,248.85164835164835,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.45,core_pce_yoy_rank_120m,full,2011-01-03,2026-06-12,2387,154.61105692498668,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.45,core_pce_yoy_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,134,116.53214285714286,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.45,core_pce_yoy_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,248,248.85164835164835,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.5,core_pce_yoy_rank_120m,full,2011-01-03,2026-06-12,2311,149.68837559851036,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.5,core_pce_yoy_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,115,100.00892857142857,True
core_pce_high_short_1000,core_pce_high_short,short,rank_min,0.5,core_pce_yoy_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,248,248.85164835164835,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.6,core_pce_yoy_change_3m_rank_120m,full,2011-01-03,2026-06-12,2199,142.43389785422946,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.6,core_pce_yoy_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,58,50.43928571428572,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.6,core_pce_yoy_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,99,99.33997252747253,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.65,core_pce_yoy_change_3m_rank_120m,full,2011-01-03,2026-06-12,2283,147.87475616244015,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.65,core_pce_yoy_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,77,66.9625,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.65,core_pce_yoy_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,99,99.33997252747253,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.7,core_pce_yoy_change_3m_rank_120m,full,2011-01-03,2026-06-12,2595,168.08365845007978,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.7,core_pce_yoy_change_3m_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,98,85.22500000000001,True
core_pce_disinflation_long_1030,core_pce_disinflation_long,long,rank_max,0.7,core_pce_yoy_change_3m_rank_120m,latest_year_proxy,2025-06-13,2026-06-12,122,122.41895604395604,True
cpi_high_short_1130,cpi_high_short,short,rank_min,0.55,cpi_yoy_rank_120m,full,2011-01-03,2026-06-12,2064,133.68966128746231,True
cpi_high_short_1130,cpi_high_short,short,rank_min,0.55,cpi_yoy_rank_120m,limited_core_proxy,2011-02-10,2012-04-05,236,205.2357142857143,True
