variant_id,entry_rows,rows_passing_density,min_signals_per_year,full_min_signals,limited_core_min_signals,latest_252_min_signals,density_gate_pass
deteriorating_balance_short_1330,9,9,83.0,1458,141,83,True
export_growth_strength_long_1130,9,9,71.32075471698113,1120,105,123,True
high_export_import_ratio_long_1030,9,9,92.92210857592447,1406,371,212,True
strong_trade_balance_share_long_1000,9,9,118.56490952006294,1794,371,148,True
weak_import_growth_short_1200,9,9,98.49056603773585,1660,145,100,True
