campaign_id,variant_id,config_path,timeframe,start_time,end_time,flatten_time,lookback_bars,orderflow_mode,band_z,min_orderflow_imbalance,full_start_date,full_end_date,full_sessions,full_signals,full_signal_sessions,full_long_signals,full_short_signals,full_signals_per_year,pass_full_50_per_year,limited_start_date,limited_end_date,limited_sessions,limited_signals,limited_signal_sessions,limited_long_signals,limited_short_signals,limited_signals_per_year,pass_limited_50_per_year,latest_start_date,latest_end_date,latest_sessions,latest_signals,latest_signal_sessions,latest_long_signals,latest_short_signals,latest_signals_per_year,pass_latest_50_signals,density_pass,decision,failure_reason
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,1.5,0.05,2011-01-03,2026-06-12,3813,3813,3813,1842,1971,246.976104,True,2011-02-22,2012-09-07,371,371,371,181,190,240.688721,True,2025-06-09,2026-06-12,252,252,252,123,129,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,1.5,0.1,2011-01-03,2026-06-12,3813,3813,3813,1814,1999,246.976104,True,2011-02-22,2012-09-07,371,371,371,181,190,240.688721,True,2025-06-09,2026-06-12,252,252,252,114,138,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,1.75,0.0,2011-01-03,2026-06-12,3813,3813,3813,1838,1975,246.976104,True,2011-02-22,2012-09-07,371,371,371,179,192,240.688721,True,2025-06-09,2026-06-12,252,252,252,118,134,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,1.75,0.05,2011-01-03,2026-06-12,3813,3813,3813,1850,1963,246.976104,True,2011-02-22,2012-09-07,371,371,371,180,191,240.688721,True,2025-06-09,2026-06-12,252,252,252,119,133,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,1.75,0.1,2011-01-03,2026-06-12,3813,3813,3813,1833,1980,246.976104,True,2011-02-22,2012-09-07,371,371,371,176,195,240.688721,True,2025-06-09,2026-06-12,252,252,252,114,138,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,2.0,0.0,2011-01-03,2026-06-12,3813,3813,3813,1910,1903,246.976104,True,2011-02-22,2012-09-07,371,371,371,182,189,240.688721,True,2025-06-09,2026-06-12,252,252,252,134,118,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,2.0,0.05,2011-01-03,2026-06-12,3813,3813,3813,1909,1904,246.976104,True,2011-02-22,2012-09-07,371,371,371,182,189,240.688721,True,2025-06-09,2026-06-12,252,252,252,133,119,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,2.0,0.1,2011-01-03,2026-06-12,3813,3813,3813,1892,1921,246.976104,True,2011-02-22,2012-09-07,371,371,371,179,192,240.688721,True,2025-06-09,2026-06-12,252,252,252,124,128,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.0,0.0,2011-01-03,2026-06-12,3813,3809,3809,1776,2033,246.717015,True,2011-02-22,2012-09-07,371,371,371,180,191,240.688721,True,2025-06-09,2026-06-12,252,252,252,117,135,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.0,0.05,2011-01-03,2026-06-12,3813,3808,3808,1767,2041,246.652243,True,2011-02-22,2012-09-07,371,371,371,179,192,240.688721,True,2025-06-09,2026-06-12,252,252,252,116,136,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.0,0.1,2011-01-03,2026-06-12,3813,3806,3806,1771,2035,246.522699,True,2011-02-22,2012-09-07,371,371,371,176,195,240.688721,True,2025-06-09,2026-06-12,252,252,252,116,136,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.25,0.0,2011-01-03,2026-06-12,3813,3801,3801,1794,2007,246.198838,True,2011-02-22,2012-09-07,371,371,371,184,187,240.688721,True,2025-06-09,2026-06-12,252,251,251,122,129,249.124321,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.25,0.05,2011-01-03,2026-06-12,3813,3796,3796,1775,2021,245.874978,True,2011-02-22,2012-09-07,371,371,371,179,192,240.688721,True,2025-06-09,2026-06-12,252,251,251,121,130,249.124321,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.25,0.1,2011-01-03,2026-06-12,3813,3792,3792,1771,2021,245.615889,True,2011-02-22,2012-09-07,371,371,371,174,197,240.688721,True,2025-06-09,2026-06-12,252,251,251,120,131,249.124321,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.5,0.0,2011-01-03,2026-06-12,3813,3773,3773,1761,2012,244.385219,True,2011-02-22,2012-09-07,371,367,367,171,196,238.093694,True,2025-06-09,2026-06-12,252,248,248,120,128,246.146739,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.5,0.05,2011-01-03,2026-06-12,3813,3761,3761,1764,1997,243.607954,True,2011-02-22,2012-09-07,371,367,367,172,195,238.093694,True,2025-06-09,2026-06-12,252,247,247,120,127,245.154212,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/late_morning_5m_large10_12bar_reversion_1230/config.yaml,5m,10:30:00,12:30:00,13:30:00,12,large10,1.5,0.1,2011-01-03,2026-06-12,3813,3746,3746,1757,1989,242.636372,True,2011-02-22,2012-09-07,371,366,366,170,196,237.444938,True,2025-06-09,2026-06-12,252,247,247,119,128,245.154212,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.0,0.0,2011-01-03,2026-06-12,3813,3813,3813,1754,2059,246.976104,True,2011-02-22,2012-09-07,371,371,371,173,198,240.688721,True,2025-06-09,2026-06-12,252,252,252,121,131,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.0,0.02,2011-01-03,2026-06-12,3813,3813,3813,1753,2060,246.976104,True,2011-02-22,2012-09-07,371,371,371,173,198,240.688721,True,2025-06-09,2026-06-12,252,252,252,121,131,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.0,0.05,2011-01-03,2026-06-12,3813,3810,3810,1734,2076,246.781788,True,2011-02-22,2012-09-07,371,371,371,175,196,240.688721,True,2025-06-09,2026-06-12,252,251,251,112,139,249.124321,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.25,0.0,2011-01-03,2026-06-12,3813,3813,3813,1765,2048,246.976104,True,2011-02-22,2012-09-07,371,371,371,170,201,240.688721,True,2025-06-09,2026-06-12,252,252,252,121,131,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.25,0.02,2011-01-03,2026-06-12,3813,3813,3813,1753,2060,246.976104,True,2011-02-22,2012-09-07,371,371,371,168,203,240.688721,True,2025-06-09,2026-06-12,252,252,252,120,132,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.25,0.05,2011-01-03,2026-06-12,3813,3808,3808,1733,2075,246.652243,True,2011-02-22,2012-09-07,371,371,371,169,202,240.688721,True,2025-06-09,2026-06-12,252,250,250,106,144,248.131793,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.5,0.0,2011-01-03,2026-06-12,3813,3811,3811,1771,2040,246.84656,True,2011-02-22,2012-09-07,371,371,371,168,203,240.688721,True,2025-06-09,2026-06-12,252,252,252,115,137,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.5,0.02,2011-01-03,2026-06-12,3813,3810,3810,1772,2038,246.781788,True,2011-02-22,2012-09-07,371,371,371,169,202,240.688721,True,2025-06-09,2026-06-12,252,252,252,114,138,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/midday_5m_signed_18bar_reversion_1400/config.yaml,5m,11:00:00,14:00:00,15:00:00,18,signed,1.5,0.05,2011-01-03,2026-06-12,3813,3794,3794,1763,2031,245.745434,True,2011-02-22,2012-09-07,371,371,371,170,201,240.688721,True,2025-06-09,2026-06-12,252,249,249,107,142,247.139266,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.0,0.0,2011-01-03,2026-06-12,3813,3813,3813,1806,2007,246.976104,True,2011-02-22,2012-09-07,371,371,371,177,194,240.688721,True,2025-06-09,2026-06-12,252,252,252,116,136,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.0,0.02,2011-01-03,2026-06-12,3813,3813,3813,1791,2022,246.976104,True,2011-02-22,2012-09-07,371,371,371,178,193,240.688721,True,2025-06-09,2026-06-12,252,252,252,109,143,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.0,0.05,2011-01-03,2026-06-12,3813,3797,3797,1805,1992,245.93975,True,2011-02-22,2012-09-07,371,371,371,179,192,240.688721,True,2025-06-09,2026-06-12,252,251,251,117,134,249.124321,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.25,0.0,2011-01-03,2026-06-12,3813,3813,3813,1808,2005,246.976104,True,2011-02-22,2012-09-07,371,371,371,180,191,240.688721,True,2025-06-09,2026-06-12,252,252,252,115,137,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.25,0.02,2011-01-03,2026-06-12,3813,3813,3813,1803,2010,246.976104,True,2011-02-22,2012-09-07,371,371,371,179,192,240.688721,True,2025-06-09,2026-06-12,252,252,252,112,140,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.25,0.05,2011-01-03,2026-06-12,3813,3791,3791,1806,1985,245.551117,True,2011-02-22,2012-09-07,371,371,371,179,192,240.688721,True,2025-06-09,2026-06-12,252,250,250,117,133,248.131793,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.5,0.0,2011-01-03,2026-06-12,3813,3813,3813,1818,1995,246.976104,True,2011-02-22,2012-09-07,371,371,371,174,197,240.688721,True,2025-06-09,2026-06-12,252,252,252,118,134,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.5,0.02,2011-01-03,2026-06-12,3813,3811,3811,1818,1993,246.84656,True,2011-02-22,2012-09-07,371,371,371,174,197,240.688721,True,2025-06-09,2026-06-12,252,252,252,117,135,250.116848,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/morning_5m_signed_6bar_reversion_1130/config.yaml,5m,10:00:00,11:30:00,12:30:00,6,signed,1.5,0.05,2011-01-03,2026-06-12,3813,3784,3784,1809,1975,245.097712,True,2011-02-22,2012-09-07,371,371,371,177,194,240.688721,True,2025-06-09,2026-06-12,252,248,248,117,131,246.146739,True,True,PASS,
