campaign_id,variant_id,config_path,timeframe,start_time,end_time,flatten_time,lookback_bars,orderflow_mode,band_z,min_orderflow_imbalance,full_start_date,full_end_date,full_sessions,full_signals,full_signal_sessions,full_long_signals,full_short_signals,full_signals_per_year,pass_full_50_per_year,limited_start_date,limited_end_date,limited_sessions,limited_signals,limited_signal_sessions,limited_long_signals,limited_short_signals,limited_signals_per_year,pass_limited_50_per_year,latest_start_date,latest_end_date,latest_sessions,latest_signals,latest_signal_sessions,latest_long_signals,latest_short_signals,latest_signals_per_year,pass_latest_50_signals,density_pass,decision,failure_reason
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.0,0.0,2011-01-03,2026-06-12,3813,3766,3766,1707,2059,243.931814,True,2011-02-22,2012-09-07,371,370,370,166,204,240.039964,True,2025-06-09,2026-06-12,252,249,249,110,139,247.139266,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.0,0.05,2011-01-03,2026-06-12,3813,3760,3760,1709,2051,243.543181,True,2011-02-22,2012-09-07,371,370,370,165,205,240.039964,True,2025-06-09,2026-06-12,252,249,249,109,140,247.139266,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.0,0.1,2011-01-03,2026-06-12,3813,3757,3757,1704,2053,243.348865,True,2011-02-22,2012-09-07,371,370,370,167,203,240.039964,True,2025-06-09,2026-06-12,252,249,249,110,139,247.139266,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.25,0.0,2011-01-03,2026-06-12,3813,3723,3723,1705,2018,241.146613,True,2011-02-22,2012-09-07,371,368,368,176,192,238.742451,True,2025-06-09,2026-06-12,252,244,244,108,136,242.17663,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.25,0.05,2011-01-03,2026-06-12,3813,3712,3712,1700,2012,240.43412,True,2011-02-22,2012-09-07,371,368,368,178,190,238.742451,True,2025-06-09,2026-06-12,252,244,244,107,137,242.17663,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.25,0.1,2011-01-03,2026-06-12,3813,3708,3708,1697,2011,240.175031,True,2011-02-22,2012-09-07,371,368,368,178,190,238.742451,True,2025-06-09,2026-06-12,252,244,244,107,137,242.17663,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.5,0.0,2011-01-03,2026-06-12,3813,3651,3651,1713,1938,236.48302,True,2011-02-22,2012-09-07,371,365,365,180,185,236.796181,True,2025-06-09,2026-06-12,252,234,234,104,130,232.251359,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.5,0.05,2011-01-03,2026-06-12,3813,3631,3631,1699,1932,235.187578,True,2011-02-22,2012-09-07,371,364,364,180,184,236.147425,True,2025-06-09,2026-06-12,252,233,233,104,129,231.258832,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/afternoon_5m_large20_24bar_reversion_1500/config.yaml,5m,11:30:00,15:00:00,15:55:00,24,large20,1.5,0.1,2011-01-03,2026-06-12,3813,3621,3621,1690,1931,234.539856,True,2011-02-22,2012-09-07,371,364,364,179,185,236.147425,True,2025-06-09,2026-06-12,252,233,233,104,129,231.258832,True,True,PASS,
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,campaigns/nq_rolling_stat_envelope_orderflow_reversion/variants/all_day_1m_signed_30bar_reversion_1530/config.yaml,1m,10:00:00,15:30:00,15:55:00,30,signed,1.5,0.0,2011-01-03,2026-06-12,3813,3813,3813,1851,1962,246.976104,True,2011-02-22,2012-09-07,371,371,371,180,191,240.688721,True,2025-06-09,2026-06-12,252,252,252,121,131,250.116848,True,True,PASS,
