variant_id,setup_mode,direction,day_offset,target_date,signal_bar_timestamp,entry_bar_timestamp,signal_bar_present,entry_bar_present,in_latest_252_sessions
expiration_friday_open_short_1000,expiration_friday_short,short,0,2020-12-18,2020-12-18 09:59:00,2020-12-18 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2021-03-19,2021-03-19 09:59:00,2021-03-19 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2021-06-18,2021-06-18 09:59:00,2021-06-18 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2021-09-17,2021-09-17 09:59:00,2021-09-17 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2021-12-17,2021-12-17 09:59:00,2021-12-17 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2022-03-18,2022-03-18 09:59:00,2022-03-18 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2022-06-17,2022-06-17 09:59:00,2022-06-17 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2022-09-16,2022-09-16 09:59:00,2022-09-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2022-12-16,2022-12-16 09:59:00,2022-12-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2023-03-17,2023-03-17 09:59:00,2023-03-17 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2023-06-16,2023-06-16 09:59:00,2023-06-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2023-09-15,2023-09-15 09:59:00,2023-09-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2023-12-15,2023-12-15 09:59:00,2023-12-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2024-03-15,2024-03-15 09:59:00,2024-03-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2024-06-21,2024-06-21 09:59:00,2024-06-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2024-09-20,2024-09-20 09:59:00,2024-09-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2024-12-20,2024-12-20 09:59:00,2024-12-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2025-03-21,2025-03-21 09:59:00,2025-03-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2025-06-20,2025-06-20 09:59:00,2025-06-20 10:00:00,True,True,True
expiration_friday_open_short_1000,expiration_friday_short,short,0,2025-09-19,2025-09-19 09:59:00,2025-09-19 10:00:00,True,True,True
expiration_friday_open_short_1000,expiration_friday_short,short,0,2025-12-19,2025-12-19 09:59:00,2025-12-19 10:00:00,True,True,True
expiration_friday_open_short_1000,expiration_friday_short,short,0,2026-03-20,2026-03-20 09:59:00,2026-03-20 10:00:00,True,True,True
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2011-03-21,2011-03-21 09:59:00,2011-03-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2011-06-20,2011-06-20 09:59:00,2011-06-20 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2011-09-19,2011-09-19 09:59:00,2011-09-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2011-12-19,2011-12-19 09:59:00,2011-12-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2012-03-19,2012-03-19 09:59:00,2012-03-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2012-06-18,2012-06-18 09:59:00,2012-06-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2012-09-24,2012-09-24 09:59:00,2012-09-24 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2012-12-24,2012-12-24 09:59:00,2012-12-24 10:00:00,False,False,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2013-03-18,2013-03-18 09:59:00,2013-03-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2013-06-24,2013-06-24 09:59:00,2013-06-24 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2013-09-23,2013-09-23 09:59:00,2013-09-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2013-12-23,2013-12-23 09:59:00,2013-12-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2014-03-24,2014-03-24 09:59:00,2014-03-24 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2014-06-23,2014-06-23 09:59:00,2014-06-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2014-09-22,2014-09-22 09:59:00,2014-09-22 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2014-12-22,2014-12-22 09:59:00,2014-12-22 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2015-03-23,2015-03-23 09:59:00,2015-03-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2015-06-22,2015-06-22 09:59:00,2015-06-22 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2015-09-21,2015-09-21 09:59:00,2015-09-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2015-12-21,2015-12-21 09:59:00,2015-12-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2016-03-21,2016-03-21 09:59:00,2016-03-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2016-06-20,2016-06-20 09:59:00,2016-06-20 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2016-09-19,2016-09-19 09:59:00,2016-09-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2016-12-19,2016-12-19 09:59:00,2016-12-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2017-03-20,2017-03-20 09:59:00,2017-03-20 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2017-06-19,2017-06-19 09:59:00,2017-06-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2017-09-18,2017-09-18 09:59:00,2017-09-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2017-12-18,2017-12-18 09:59:00,2017-12-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2018-03-19,2018-03-19 09:59:00,2018-03-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2018-06-18,2018-06-18 09:59:00,2018-06-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2018-09-24,2018-09-24 09:59:00,2018-09-24 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2018-12-24,2018-12-24 09:59:00,2018-12-24 10:00:00,False,False,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2019-03-18,2019-03-18 09:59:00,2019-03-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2019-06-24,2019-06-24 09:59:00,2019-06-24 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2019-09-23,2019-09-23 09:59:00,2019-09-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2019-12-23,2019-12-23 09:59:00,2019-12-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2020-03-23,2020-03-23 09:59:00,2020-03-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2020-06-22,2020-06-22 09:59:00,2020-06-22 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2020-09-21,2020-09-21 09:59:00,2020-09-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2020-12-21,2020-12-21 09:59:00,2020-12-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2021-03-22,2021-03-22 09:59:00,2021-03-22 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2021-06-21,2021-06-21 09:59:00,2021-06-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2021-09-20,2021-09-20 09:59:00,2021-09-20 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2021-12-20,2021-12-20 09:59:00,2021-12-20 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2022-03-21,2022-03-21 09:59:00,2022-03-21 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2022-06-20,2022-06-20 09:59:00,2022-06-20 10:00:00,False,False,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2022-09-19,2022-09-19 09:59:00,2022-09-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2022-12-19,2022-12-19 09:59:00,2022-12-19 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2023-03-20,2023-03-20 09:59:00,2023-03-20 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2023-06-19,2023-06-19 09:59:00,2023-06-19 10:00:00,False,False,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2023-09-18,2023-09-18 09:59:00,2023-09-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2023-12-18,2023-12-18 09:59:00,2023-12-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2024-03-18,2024-03-18 09:59:00,2024-03-18 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2024-06-24,2024-06-24 09:59:00,2024-06-24 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2024-09-23,2024-09-23 09:59:00,2024-09-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2024-12-23,2024-12-23 09:59:00,2024-12-23 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2025-03-24,2025-03-24 09:59:00,2025-03-24 10:00:00,True,True,False
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2025-06-23,2025-06-23 09:59:00,2025-06-23 10:00:00,True,True,True
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2025-09-22,2025-09-22 09:59:00,2025-09-22 10:00:00,True,True,True
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2025-12-22,2025-12-22 09:59:00,2025-12-22 10:00:00,True,True,True
monday_after_expiration_reversal_long_1000,monday_after_long,long,3,2026-03-23,2026-03-23 09:59:00,2026-03-23 10:00:00,True,True,True
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2011-03-14,2011-03-14 09:59:00,2011-03-14 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2011-06-13,2011-06-13 09:59:00,2011-06-13 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2011-09-12,2011-09-12 09:59:00,2011-09-12 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2011-12-12,2011-12-12 09:59:00,2011-12-12 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2012-03-12,2012-03-12 09:59:00,2012-03-12 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2012-06-11,2012-06-11 09:59:00,2012-06-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2012-09-17,2012-09-17 09:59:00,2012-09-17 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2012-12-17,2012-12-17 09:59:00,2012-12-17 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2013-03-11,2013-03-11 09:59:00,2013-03-11 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2013-06-17,2013-06-17 09:59:00,2013-06-17 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2013-09-16,2013-09-16 09:59:00,2013-09-16 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2013-12-16,2013-12-16 09:59:00,2013-12-16 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2014-03-17,2014-03-17 09:59:00,2014-03-17 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2014-06-16,2014-06-16 09:59:00,2014-06-16 10:00:00,False,False,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2014-09-15,2014-09-15 09:59:00,2014-09-15 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2014-12-15,2014-12-15 09:59:00,2014-12-15 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2015-03-16,2015-03-16 09:59:00,2015-03-16 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2015-06-15,2015-06-15 09:59:00,2015-06-15 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2015-09-14,2015-09-14 09:59:00,2015-09-14 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2015-12-14,2015-12-14 09:59:00,2015-12-14 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2016-03-14,2016-03-14 09:59:00,2016-03-14 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2016-06-13,2016-06-13 09:59:00,2016-06-13 10:00:00,True,True,False
monday_prior_roll_week_long_1000,monday_prior_long,long,-4,2016-09-12,2016-09-12 09:59:00,2016-09-12 10:00:00,True,True,False
