variant_id,setup_mode,direction,day_offset,target_date,signal_bar_timestamp,entry_bar_timestamp,signal_bar_present,entry_bar_present,in_latest_252_sessions
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2011-03-18,2011-03-18 11:59:00,2011-03-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2011-06-17,2011-06-17 11:59:00,2011-06-17 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2011-09-16,2011-09-16 11:59:00,2011-09-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2011-12-16,2011-12-16 11:59:00,2011-12-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2012-03-16,2012-03-16 11:59:00,2012-03-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2012-06-15,2012-06-15 11:59:00,2012-06-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2012-09-21,2012-09-21 11:59:00,2012-09-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2012-12-21,2012-12-21 11:59:00,2012-12-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2013-03-15,2013-03-15 11:59:00,2013-03-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2013-06-21,2013-06-21 11:59:00,2013-06-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2013-09-20,2013-09-20 11:59:00,2013-09-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2013-12-20,2013-12-20 11:59:00,2013-12-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2014-03-21,2014-03-21 11:59:00,2014-03-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2014-06-20,2014-06-20 11:59:00,2014-06-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2014-09-19,2014-09-19 11:59:00,2014-09-19 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2014-12-19,2014-12-19 11:59:00,2014-12-19 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2015-03-20,2015-03-20 11:59:00,2015-03-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2015-06-19,2015-06-19 11:59:00,2015-06-19 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2015-09-18,2015-09-18 11:59:00,2015-09-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2015-12-18,2015-12-18 11:59:00,2015-12-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2016-03-18,2016-03-18 11:59:00,2016-03-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2016-06-17,2016-06-17 11:59:00,2016-06-17 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2016-09-16,2016-09-16 11:59:00,2016-09-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2016-12-16,2016-12-16 11:59:00,2016-12-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2017-03-17,2017-03-17 11:59:00,2017-03-17 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2017-06-16,2017-06-16 11:59:00,2017-06-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2017-09-15,2017-09-15 11:59:00,2017-09-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2017-12-15,2017-12-15 11:59:00,2017-12-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2018-03-16,2018-03-16 11:59:00,2018-03-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2018-06-15,2018-06-15 11:59:00,2018-06-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2018-09-21,2018-09-21 11:59:00,2018-09-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2018-12-21,2018-12-21 11:59:00,2018-12-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2019-03-15,2019-03-15 11:59:00,2019-03-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2019-06-21,2019-06-21 11:59:00,2019-06-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2019-09-20,2019-09-20 11:59:00,2019-09-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2019-12-20,2019-12-20 11:59:00,2019-12-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2020-03-20,2020-03-20 11:59:00,2020-03-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2020-06-19,2020-06-19 11:59:00,2020-06-19 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2020-09-18,2020-09-18 11:59:00,2020-09-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2020-12-18,2020-12-18 11:59:00,2020-12-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2021-03-19,2021-03-19 11:59:00,2021-03-19 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2021-06-18,2021-06-18 11:59:00,2021-06-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2021-09-17,2021-09-17 11:59:00,2021-09-17 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2021-12-17,2021-12-17 11:59:00,2021-12-17 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2022-03-18,2022-03-18 11:59:00,2022-03-18 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2022-06-17,2022-06-17 11:59:00,2022-06-17 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2022-09-16,2022-09-16 11:59:00,2022-09-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2022-12-16,2022-12-16 11:59:00,2022-12-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2023-03-17,2023-03-17 11:59:00,2023-03-17 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2023-06-16,2023-06-16 11:59:00,2023-06-16 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2023-09-15,2023-09-15 11:59:00,2023-09-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2023-12-15,2023-12-15 11:59:00,2023-12-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2024-03-15,2024-03-15 11:59:00,2024-03-15 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2024-06-21,2024-06-21 11:59:00,2024-06-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2024-09-20,2024-09-20 11:59:00,2024-09-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2024-12-20,2024-12-20 11:59:00,2024-12-20 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2025-03-21,2025-03-21 11:59:00,2025-03-21 12:00:00,True,True,False
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2025-06-20,2025-06-20 11:59:00,2025-06-20 12:00:00,True,True,True
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2025-09-19,2025-09-19 11:59:00,2025-09-19 12:00:00,True,True,True
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2025-12-19,2025-12-19 11:59:00,2025-12-19 12:00:00,True,True,True
expiration_friday_midday_long_1200,expiration_friday_long,long,0,2026-03-20,2026-03-20 11:59:00,2026-03-20 12:00:00,True,True,True
expiration_friday_open_short_1000,expiration_friday_short,short,0,2011-03-18,2011-03-18 09:59:00,2011-03-18 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2011-06-17,2011-06-17 09:59:00,2011-06-17 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2011-09-16,2011-09-16 09:59:00,2011-09-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2011-12-16,2011-12-16 09:59:00,2011-12-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2012-03-16,2012-03-16 09:59:00,2012-03-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2012-06-15,2012-06-15 09:59:00,2012-06-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2012-09-21,2012-09-21 09:59:00,2012-09-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2012-12-21,2012-12-21 09:59:00,2012-12-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2013-03-15,2013-03-15 09:59:00,2013-03-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2013-06-21,2013-06-21 09:59:00,2013-06-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2013-09-20,2013-09-20 09:59:00,2013-09-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2013-12-20,2013-12-20 09:59:00,2013-12-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2014-03-21,2014-03-21 09:59:00,2014-03-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2014-06-20,2014-06-20 09:59:00,2014-06-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2014-09-19,2014-09-19 09:59:00,2014-09-19 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2014-12-19,2014-12-19 09:59:00,2014-12-19 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2015-03-20,2015-03-20 09:59:00,2015-03-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2015-06-19,2015-06-19 09:59:00,2015-06-19 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2015-09-18,2015-09-18 09:59:00,2015-09-18 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2015-12-18,2015-12-18 09:59:00,2015-12-18 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2016-03-18,2016-03-18 09:59:00,2016-03-18 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2016-06-17,2016-06-17 09:59:00,2016-06-17 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2016-09-16,2016-09-16 09:59:00,2016-09-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2016-12-16,2016-12-16 09:59:00,2016-12-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2017-03-17,2017-03-17 09:59:00,2017-03-17 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2017-06-16,2017-06-16 09:59:00,2017-06-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2017-09-15,2017-09-15 09:59:00,2017-09-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2017-12-15,2017-12-15 09:59:00,2017-12-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2018-03-16,2018-03-16 09:59:00,2018-03-16 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2018-06-15,2018-06-15 09:59:00,2018-06-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2018-09-21,2018-09-21 09:59:00,2018-09-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2018-12-21,2018-12-21 09:59:00,2018-12-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2019-03-15,2019-03-15 09:59:00,2019-03-15 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2019-06-21,2019-06-21 09:59:00,2019-06-21 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2019-09-20,2019-09-20 09:59:00,2019-09-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2019-12-20,2019-12-20 09:59:00,2019-12-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2020-03-20,2020-03-20 09:59:00,2020-03-20 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2020-06-19,2020-06-19 09:59:00,2020-06-19 10:00:00,True,True,False
expiration_friday_open_short_1000,expiration_friday_short,short,0,2020-09-18,2020-09-18 09:59:00,2020-09-18 10:00:00,True,True,False
