campaign_id,variant_id,entry_time,flatten_time,bar_open_time_consumed,direction,flow_column,return_column,return_confirmation,flow_threshold,min_return_ticks,signals,years_365,signals_per_year,status
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.005,0,505,7.104723,71.07948,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.005,2,501,7.104723,70.516474,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.005,4,495,7.104723,69.671965,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.0075,0,471,7.104723,66.293931,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.0075,2,467,7.104723,65.730925,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.0075,4,461,7.104723,64.886416,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.01,0,445,7.104723,62.634393,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.01,2,441,7.104723,62.071387,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_buy_nq_up_extension_short_1000,10:00:00,11:31:00,09:59:00,short,mes_minus_nq_imbalance_15,nq_trade_orderflow_return_ticks_15,same_sign,0.01,4,436,7.104723,61.36763,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.005,0,469,7.104723,66.012428,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.005,2,465,7.104723,65.449422,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.005,4,459,7.104723,64.604913,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.0075,0,449,7.104723,63.197399,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.0075,2,445,7.104723,62.634393,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.0075,4,439,7.104723,61.789884,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.01,0,421,7.104723,59.256358,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.01,2,417,7.104723,58.693353,PASS
nq_mes_flow_price_extension_reversion,morning15_mes_sell_nq_down_extension_long_1000,10:00:00,11:31:00,09:59:00,long,nq_minus_mes_imbalance_15,nq_trade_orderflow_return_ticks_15,opposite_sign,0.01,4,411,7.104723,57.848844,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.005,0,488,7.104723,68.686705,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.005,2,484,7.104723,68.123699,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.005,4,480,7.104723,67.560694,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.0075,0,455,7.104723,64.041908,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.0075,2,451,7.104723,63.478902,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.0075,4,448,7.104723,63.056647,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.01,0,426,7.104723,59.960116,PASS
nq_mes_flow_price_extension_reversion,late_morning30_mes_buy_nq_up_extension_short_1030,10:30:00,12:01:00,10:29:00,short,mes_minus_nq_imbalance_30,nq_trade_orderflow_return_ticks_30,same_sign,0.01,2,422,7.104723,59.39711,PASS
