campaign_id,variant_id,setup_mode,flow_mode,start_time,end_time,min_poc_distance_ticks,min_orderflow_imbalance,full_start_date,full_end_date,full_signals,full_signals_per_year,limited_start_date,limited_end_date,limited_signals,limited_signals_per_year,latest_252_start_date,latest_252_end_date,latest_252_signals,density_gate_pass
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,4,0.0,2011-01-03,2026-06-12,1442,93.38484042553192,2011-02-22,2012-09-07,172,111.38829787234043,2025-06-09,2026-06-12,51,True
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,4,0.02,2011-01-03,2026-06-12,1402,90.79441489361702,2011-02-22,2012-09-07,169,109.44547872340425,2025-06-09,2026-06-12,49,False
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,4,0.04,2011-01-03,2026-06-12,1332,86.26117021276596,2011-02-22,2012-09-07,166,107.50265957446808,2025-06-09,2026-06-12,42,False
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,8,0.0,2011-01-03,2026-06-12,1428,92.4781914893617,2011-02-22,2012-09-07,168,108.79787234042553,2025-06-09,2026-06-12,51,True
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,8,0.02,2011-01-03,2026-06-12,1389,89.95252659574469,2011-02-22,2012-09-07,166,107.50265957446808,2025-06-09,2026-06-12,49,False
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,8,0.04,2011-01-03,2026-06-12,1318,85.35452127659575,2011-02-22,2012-09-07,163,105.55984042553192,2025-06-09,2026-06-12,42,False
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,12,0.0,2011-01-03,2026-06-12,1406,91.05345744680851,2011-02-22,2012-09-07,165,106.85505319148936,2025-06-09,2026-06-12,50,True
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,12,0.02,2011-01-03,2026-06-12,1370,88.72207446808511,2011-02-22,2012-09-07,163,105.55984042553192,2025-06-09,2026-06-12,48,False
nq_prior_poc_orderflow_magnet,morning_above_poc_signed_magnet_short,above_poc_magnet_short,signed_volume,09:35:00,11:30:00,12,0.04,2011-01-03,2026-06-12,1297,83.99454787234043,2011-02-22,2012-09-07,162,104.9122340425532,2025-06-09,2026-06-12,41,False
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,4,0.0,2011-01-03,2026-06-12,1101,71.30146276595745,2011-02-22,2012-09-07,157,101.67420212765957,2025-06-09,2026-06-12,52,True
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,4,0.02,2011-01-03,2026-06-12,1065,68.97007978723404,2011-02-22,2012-09-07,154,99.7313829787234,2025-06-09,2026-06-12,44,False
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,4,0.04,2011-01-03,2026-06-12,1005,65.08444148936171,2011-02-22,2012-09-07,152,98.43617021276596,2025-06-09,2026-06-12,36,False
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,8,0.0,2011-01-03,2026-06-12,1082,70.07101063829788,2011-02-22,2012-09-07,155,100.37898936170212,2025-06-09,2026-06-12,51,True
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,8,0.02,2011-01-03,2026-06-12,1046,67.73962765957447,2011-02-22,2012-09-07,152,98.43617021276596,2025-06-09,2026-06-12,43,False
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,8,0.04,2011-01-03,2026-06-12,988,63.98351063829787,2011-02-22,2012-09-07,150,97.14095744680851,2025-06-09,2026-06-12,35,False
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,12,0.0,2011-01-03,2026-06-12,1068,69.16436170212766,2011-02-22,2012-09-07,153,99.08377659574468,2025-06-09,2026-06-12,50,True
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,12,0.02,2011-01-03,2026-06-12,1032,66.83297872340425,2011-02-22,2012-09-07,150,97.14095744680851,2025-06-09,2026-06-12,42,False
nq_prior_poc_orderflow_magnet,morning_below_poc_signed_magnet_long,below_poc_magnet_long,signed_volume,09:35:00,11:30:00,12,0.04,2011-01-03,2026-06-12,971,62.88257978723404,2011-02-22,2012-09-07,146,94.55053191489361,2025-06-09,2026-06-12,34,False
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,4,0.0,2011-01-03,2026-06-12,1973,127.77273936170214,2011-02-22,2012-09-07,290,187.80585106382978,2025-06-09,2026-06-12,59,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,4,0.02,2011-01-03,2026-06-12,1960,126.93085106382979,2011-02-22,2012-09-07,290,187.80585106382978,2025-06-09,2026-06-12,58,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,4,0.04,2011-01-03,2026-06-12,1957,126.73656914893617,2011-02-22,2012-09-07,290,187.80585106382978,2025-06-09,2026-06-12,58,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,8,0.0,2011-01-03,2026-06-12,1939,125.57087765957446,2011-02-22,2012-09-07,283,183.27260638297872,2025-06-09,2026-06-12,59,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,8,0.02,2011-01-03,2026-06-12,1925,124.66422872340426,2011-02-22,2012-09-07,283,183.27260638297872,2025-06-09,2026-06-12,58,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,8,0.04,2011-01-03,2026-06-12,1922,124.46994680851064,2011-02-22,2012-09-07,283,183.27260638297872,2025-06-09,2026-06-12,58,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,12,0.0,2011-01-03,2026-06-12,1909,123.6280585106383,2011-02-22,2012-09-07,271,175.50132978723403,2025-06-09,2026-06-12,58,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,12,0.02,2011-01-03,2026-06-12,1895,122.72140957446808,2011-02-22,2012-09-07,269,174.20611702127658,2025-06-09,2026-06-12,57,True
nq_prior_poc_orderflow_magnet,late_morning_large10_two_sided_magnet,two_sided_magnet,large10,10:30:00,12:30:00,12,0.04,2011-01-03,2026-06-12,1891,122.46236702127659,2011-02-22,2012-09-07,269,174.20611702127658,2025-06-09,2026-06-12,57,True
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,4,0.0,2011-01-03,2026-06-12,1785,115.59773936170212,2011-02-22,2012-09-07,258,167.08244680851064,2025-06-09,2026-06-12,58,True
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,4,0.02,2011-01-03,2026-06-12,1760,113.97872340425532,2011-02-22,2012-09-07,258,167.08244680851064,2025-06-09,2026-06-12,53,True
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,4,0.04,2011-01-03,2026-06-12,1721,111.4530585106383,2011-02-22,2012-09-07,256,165.7872340425532,2025-06-09,2026-06-12,47,False
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,8,0.0,2011-01-03,2026-06-12,1760,113.97872340425532,2011-02-22,2012-09-07,253,163.84441489361703,2025-06-09,2026-06-12,58,True
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,8,0.02,2011-01-03,2026-06-12,1734,112.29494680851064,2011-02-22,2012-09-07,253,163.84441489361703,2025-06-09,2026-06-12,52,True
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,8,0.04,2011-01-03,2026-06-12,1695,109.76928191489363,2011-02-22,2012-09-07,252,163.1968085106383,2025-06-09,2026-06-12,46,False
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,12,0.0,2011-01-03,2026-06-12,1726,111.77686170212766,2011-02-22,2012-09-07,246,159.31117021276594,2025-06-09,2026-06-12,57,True
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,12,0.02,2011-01-03,2026-06-12,1700,110.09308510638299,2011-02-22,2012-09-07,246,159.31117021276594,2025-06-09,2026-06-12,51,True
nq_prior_poc_orderflow_magnet,midday_signed_two_sided_magnet,two_sided_magnet,signed_volume,12:00:00,14:00:00,12,0.04,2011-01-03,2026-06-12,1662,107.63218085106384,2011-02-22,2012-09-07,245,158.66356382978722,2025-06-09,2026-06-12,45,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,4,0.0,2011-01-03,2026-06-12,1353,87.62114361702127,2011-02-22,2012-09-07,226,146.3590425531915,2025-06-09,2026-06-12,32,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,4,0.02,2011-01-03,2026-06-12,1341,86.84401595744681,2011-02-22,2012-09-07,225,145.71143617021278,2025-06-09,2026-06-12,30,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,4,0.04,2011-01-03,2026-06-12,1337,86.58497340425532,2011-02-22,2012-09-07,225,145.71143617021278,2025-06-09,2026-06-12,30,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,8,0.0,2011-01-03,2026-06-12,1320,85.48404255319149,2011-02-22,2012-09-07,219,141.82579787234042,2025-06-09,2026-06-12,32,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,8,0.02,2011-01-03,2026-06-12,1308,84.70691489361703,2011-02-22,2012-09-07,218,141.1781914893617,2025-06-09,2026-06-12,30,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,8,0.04,2011-01-03,2026-06-12,1305,84.5126329787234,2011-02-22,2012-09-07,218,141.1781914893617,2025-06-09,2026-06-12,30,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,12,0.0,2011-01-03,2026-06-12,1295,83.86502659574468,2011-02-22,2012-09-07,215,139.23537234042553,2025-06-09,2026-06-12,32,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,12,0.02,2011-01-03,2026-06-12,1283,83.08789893617022,2011-02-22,2012-09-07,214,138.5877659574468,2025-06-09,2026-06-12,30,False
nq_prior_poc_orderflow_magnet,afternoon_large20_two_sided_magnet,two_sided_magnet,large20,13:30:00,15:30:00,12,0.04,2011-01-03,2026-06-12,1281,82.95837765957447,2011-02-22,2012-09-07,214,138.5877659574468,2025-06-09,2026-06-12,30,False
