variant_id,period,start_date,end_date,signal_start,signal_end,lookback_minutes,flow_mode,fixed_flow_min,min_mes_return_ticks,min_lag_gap_ticks,signal_sessions,available_sessions,signals_per_year
late_day30_large20_two_sided_1500,full,2019-05-06,2026-06-09,14:00:00,15:30:00,30,large20,0.005,4,1.5,1331,1757,190.9003984063745
late_day30_large20_two_sided_1500,full,2019-05-06,2026-06-09,14:00:00,15:30:00,30,large20,0.005,6,0.5,1742,1757,249.84860557768923
late_day30_large20_two_sided_1500,full,2019-05-06,2026-06-09,14:00:00,15:30:00,30,large20,0.005,6,1.0,1742,1757,249.84860557768923
late_day30_large20_two_sided_1500,full,2019-05-06,2026-06-09,14:00:00,15:30:00,30,large20,0.005,6,1.5,1284,1757,184.1593625498008
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,2,0.5,178,178,251.99999999999997
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,2,1.0,178,178,251.99999999999997
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,2,1.5,124,178,175.5505617977528
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,4,0.5,177,178,250.58426966292134
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,4,1.0,177,178,250.58426966292134
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,4,1.5,120,178,169.88764044943818
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,6,0.5,175,178,247.75280898876403
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,6,1.0,175,178,247.75280898876403
late_day30_large20_two_sided_1500,limited_core,2021-07-13,2022-03-28,14:00:00,15:30:00,30,large20,0.005,6,1.5,113,178,159.97752808988764
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,2,0.5,1757,1757,252.0
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,2,1.0,1757,1757,252.0
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,2,1.5,1508,1757,216.28685258964143
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,4,0.5,1756,1757,251.85657370517927
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,4,1.0,1756,1757,251.85657370517927
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,4,1.5,1492,1757,213.99203187250995
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,6,0.5,1756,1757,251.85657370517927
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,6,1.0,1756,1757,251.85657370517927
late_morning30_signed_two_sided_1130,full,2019-05-06,2026-06-09,11:00:00,12:30:00,30,signed,0.01,6,1.5,1467,1757,210.40637450199202
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,2,0.5,178,178,251.99999999999997
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,2,1.0,178,178,251.99999999999997
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,2,1.5,138,178,195.3707865168539
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,4,0.5,177,178,250.58426966292134
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,4,1.0,177,178,250.58426966292134
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,4,1.5,135,178,191.12359550561797
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,6,0.5,177,178,250.58426966292134
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,6,1.0,177,178,250.58426966292134
late_morning30_signed_two_sided_1130,limited_core,2021-07-13,2022-03-28,11:00:00,12:30:00,30,signed,0.01,6,1.5,134,178,189.7078651685393
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,2,0.5,1757,1757,252.0
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,2,1.0,1757,1757,252.0
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,2,1.5,1536,1757,220.30278884462152
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,4,0.5,1757,1757,252.0
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,4,1.0,1757,1757,252.0
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,4,1.5,1501,1757,215.28286852589642
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,6,0.5,1753,1757,251.42629482071712
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,6,1.0,1753,1757,251.42629482071712
midday30_large10_two_sided_1230,full,2019-05-06,2026-06-09,12:00:00,14:00:00,30,large10,0.005,6,1.5,1447,1757,207.5378486055777
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,2,0.5,178,178,251.99999999999997
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,2,1.0,178,178,251.99999999999997
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,2,1.5,151,178,213.7752808988764
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,4,0.5,178,178,251.99999999999997
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,4,1.0,178,178,251.99999999999997
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,4,1.5,148,178,209.52808988764045
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,6,0.5,178,178,251.99999999999997
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,6,1.0,178,178,251.99999999999997
midday30_large10_two_sided_1230,limited_core,2021-07-13,2022-03-28,12:00:00,14:00:00,30,large10,0.005,6,1.5,145,178,205.28089887640448
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,2,0.5,1757,1757,252.0
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,2,1.0,1757,1757,252.0
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,2,1.5,1539,1757,220.73306772908367
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,3,0.5,1757,1757,252.0
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,3,1.0,1757,1757,252.0
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,3,1.5,1524,1757,218.5816733067729
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,4,0.5,1757,1757,252.0
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,4,1.0,1757,1757,252.0
morning15_signed_two_sided_1030,full,2019-05-06,2026-06-09,10:00:00,11:30:00,15,signed,0.01,4,1.5,1510,1757,216.57370517928285
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,2,0.5,178,178,251.99999999999997
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,2,1.0,178,178,251.99999999999997
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,2,1.5,142,178,201.03370786516854
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,3,0.5,178,178,251.99999999999997
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,3,1.0,178,178,251.99999999999997
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,3,1.5,141,178,199.61797752808988
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,4,0.5,178,178,251.99999999999997
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,4,1.0,178,178,251.99999999999997
morning15_signed_two_sided_1030,limited_core,2021-07-13,2022-03-28,10:00:00,11:30:00,15,signed,0.01,4,1.5,141,178,199.61797752808988
