campaign_id,variant_id,window,breakout_buffer_ticks,min_orderflow_imbalance,signals,span_years,signals_per_year,density_pass_50_per_year
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_two_sided_pivot_acceptance_1230,full_available_history,2,0.04,1748,15.43874058863792,113.22167050895548,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_two_sided_pivot_acceptance_1230,limited_core_window,2,0.04,167,1.541409993155373,108.3423623445826,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_two_sided_pivot_acceptance_1230,latest_252_sessions,2,0.04,107,1.0075290896646132,106.20040760869566,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,0,0.0,1026,15.43874058863792,66.4561979074304,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,0,0.0,89,1.541409993155373,57.73934280639431,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,0,0.0,58,1.0075290896646132,57.56657608695653,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,0,0.02,1040,15.43874058863792,67.3630076254655,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,0,0.02,94,1.541409993155373,60.98312611012433,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,0,0.02,59,1.0075290896646132,58.55910326086957,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,0,0.04,1055,15.43874058863792,68.33458946621741,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,0,0.04,95,1.541409993155373,61.631882770870334,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,0,0.04,67,1.0075290896646132,66.49932065217392,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,1,0.0,1029,15.43874058863792,66.65051427558078,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,1,0.0,90,1.541409993155373,58.388099467140314,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,1,0.0,58,1.0075290896646132,57.56657608695653,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,1,0.02,1041,15.43874058863792,67.4277797481823,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,1,0.02,94,1.541409993155373,60.98312611012433,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,1,0.02,59,1.0075290896646132,58.55910326086957,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,1,0.04,1056,15.43874058863792,68.39936158893421,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,1,0.04,95,1.541409993155373,61.631882770870334,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,1,0.04,66,1.0075290896646132,65.50679347826087,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,2,0.0,1028,15.43874058863792,66.58574215286399,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,2,0.0,90,1.541409993155373,58.388099467140314,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,2,0.0,58,1.0075290896646132,57.56657608695653,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,2,0.02,1040,15.43874058863792,67.3630076254655,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,2,0.02,94,1.541409993155373,60.98312611012433,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,2,0.02,59,1.0075290896646132,58.55910326086957,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,full_available_history,2,0.04,1055,15.43874058863792,68.33458946621741,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,limited_core_window,2,0.04,95,1.541409993155373,61.631882770870334,True
nq_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,latest_252_sessions,2,0.04,66,1.0075290896646132,65.50679347826087,True
