variant_id,setup_mode,direction,threshold_name,threshold,rank_column,window,start_date,end_date,signals,signals_per_year,density_pass
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.55,copper_return_1d_rank_252,full,2011-01-03,2026-06-12,1715,111.0841904593013,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.55,copper_return_1d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,111,96.53035714285714,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.55,copper_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,111,111.38118131868131,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.6,copper_return_1d_rank_252,full,2011-01-03,2026-06-12,1517,98.25931016137612,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.6,copper_return_1d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,99,86.09464285714286,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.6,copper_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,98,98.33653846153845,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.65,copper_return_1d_rank_252,full,2011-01-03,2026-06-12,1339,86.72987231778684,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.65,copper_return_1d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,88,76.52857142857144,True
copper_1d_strength_long_1000,copper_1d_strength_long,long,rank_min,0.65,copper_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,91,91.3125,True
copper_3d_strength_long_1030,copper_3d_strength_long,long,rank_min,0.55,copper_return_3d_rank_252,full,2011-01-03,2026-06-12,1711,110.82510196843411,True
copper_3d_strength_long_1030,copper_3d_strength_long,long,rank_min,0.55,copper_return_3d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,112,97.4,True
copper_3d_strength_long_1030,copper_3d_strength_long,long,rank_min,0.55,copper_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,111,111.38118131868131,True
copper_3d_strength_long_1030,copper_3d_strength_long,long,rank_min,0.6,copper_return_3d_rank_252,full,2011-01-03,2026-06-12,1518,98.32408228409292,True
