variant_id,rows,pass_rows,min_signals_per_year,max_signals_per_year,variant_pass
dax_1d_strength_long_1330,9,9,62.21291208791209,97.96225577264653,True
dax_1d_weakness_short_1330,9,9,71.50842347934031,103.35370879120879,True
europe_broad_weakness_short_1500,9,9,79.79706927175843,116.39835164835165,True
stoxx_1d_strength_long_1400,9,9,72.99818230182656,97.96225577264653,True
stoxx_1d_weakness_short_1400,9,9,71.63796772477389,108.37087912087911,True
