variant_id,rows,pass_rows,min_signals_per_year,max_signals_per_year,variant_pass
btc_1d_strength_long_1000,9,9,83.01136363636364,112.38461538461539,True
btc_1d_weakness_short_1000,9,9,73.39952153110048,119.40865384615384,True
btc_3d_strength_long_1030,9,9,83.88516746411483,114.39148351648352,True
btc_3d_weakness_short_1130,9,9,69.90430622009569,111.38118131868131,True
btc_volatility_riskoff_short_1330,9,9,66.4090909090909,128.43956043956044,True
