variant_id,declared_entry_rows,passing_entry_rows,min_full_signals_per_year,min_limited_core_signals_per_year,min_latest_252_signals,variant_density_gate_pass,verdict
breakeven_1d_up_long_1000,3,3,87.83320220298977,84.90566037735849,86,True,PASS
breakeven_5d_down_short_1130,3,3,87.10621557828482,83.54716981132074,87,True,PASS
real_yield_1d_down_long_1000,3,3,87.10621557828482,83.54716981132074,84,True,PASS
real_yield_1d_up_short_1000,3,3,87.89929189614476,81.50943396226414,86,True,PASS
real_yield_5d_up_short_1130,3,3,88.82454760031472,80.83018867924528,89,True,PASS
