campaign_id,variant_id,fixed_config_all_windows_pass_50_per_year,allpass_entry_combo_count,best_full_core_per_year,best_limited_core_per_year,best_wfa90_per_year,best_latest1y_per_year,fixed_full_core_per_year,fixed_limited_core_per_year,fixed_wfa90_per_year,fixed_latest1y_per_year
es_pivot_filtered_mes_participation_crowding_reversion,afternoon_trade_two_sided_reversal_window_1500,True,9,106.5312,124.1004,103.6859,119.0815,95.5399,114.2288,93.3486,99.0678
es_pivot_filtered_mes_participation_crowding_reversion,late_morning_trade_two_sided_reversal_window_1200,True,9,100.0492,139.6129,96.0113,116.0795,89.1988,129.7413,86.4571,95.0651
es_pivot_filtered_mes_participation_crowding_reversion,midday_notional_two_sided_reversal_window_1330,True,9,135.8414,153.7153,133.2881,152.1041,119.6363,142.4334,118.252,126.0863
es_pivot_filtered_mes_participation_crowding_reversion,morning_notional_down_reversal_long_window_1100,True,6,58.9022,63.4604,58.2646,70.0479,51.1519,53.5888,51.0598,57.039
es_pivot_filtered_mes_participation_crowding_reversion,morning_notional_two_sided_reversal_window_1130,True,9,125.2729,143.8436,123.4207,140.0959,110.0541,132.5618,108.8545,120.0822
