campaign_id,variant_id,entry.params.vr_threshold,entry.params.min_orderflow_imbalance,full_start,full_end,full_signals,full_signals_per_year,limited_start,limited_end,limited_signals,limited_signals_per_year
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3322,215.249335,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,317,205.655861
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2918,189.072113,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,286,185.544405
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2491,161.404604,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,220,142.726465
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2328,150.843002,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,210,136.238899
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2016,130.626929,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,185,120.019982
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4483,290.47645,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,419,271.829041
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4185,271.167509,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,404,262.097691
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3622,234.687866,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,361,234.201155
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,5589,362.139835,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,549,356.167407
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,5273,341.664582,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,526,341.246004
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4670,302.593135,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,492,319.188277
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,1.0,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,6322,409.634646,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,613,397.687833
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,1.0,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,6056,392.399148,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,599,388.60524
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,1.0,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,5445,352.80934,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,560,363.30373
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,0.95,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2286,148.121607,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,215,139.482682
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,0.95,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1774,114.946514,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,198,128.453819
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,0.95,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1263,81.836216,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,167,108.342362
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.05,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1686,109.244545,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,162,105.098579
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.05,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1301,84.29843,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,147,95.367229
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.05,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,919,59.5467,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,122,79.148313
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.15,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1193,77.300559,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,115,74.607016
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.15,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,901,58.380389,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,101,65.524423
es_variance_ratio_orderflow_regime,morning_high_vr_signed_continuation_1130,1.15,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,634,41.080096,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,83,53.846803
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.95,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1797,116.436801,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,173,112.234902
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.95,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1296,83.974454,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,153,99.259769
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,0.95,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,846,54.816658,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,132,85.635879
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,1.05,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2154,139.568654,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,207,134.292629
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,1.05,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1554,100.691591,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,183,118.722469
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,1.05,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1019,66.026211,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,158,102.503552
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,1.15,0.02,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2421,156.868946,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,240,155.701599
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,1.15,0.04,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1754,113.650612,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,217,140.780195
es_variance_ratio_orderflow_regime,morning_low_vr_signed_reversion_1130,1.15,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1164,75.421501,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,189,122.615009
