variant_id,rank_column,rank_min_threshold,window,window_start,window_end,sessions,signals,signals_per_year,density_pass
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.5,full,2011-01-03,2026-06-12,3813,1834,121.20849724626278,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.5,limited_core,2011-02-22,2012-09-07,371,129,87.62264150943396,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.5,latest_252,2025-06-09,2026-06-12,252,188,188.0,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.55,full,2011-01-03,2026-06-12,3813,1524,100.720692368214,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.55,limited_core,2011-02-22,2012-09-07,371,129,87.62264150943396,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.55,latest_252,2025-06-09,2026-06-12,252,188,188.0,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.6,full,2011-01-03,2026-06-12,3813,966,63.8426435877262,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.6,limited_core,2011-02-22,2012-09-07,371,100,67.92452830188678,True
high_corporate_profit_yoy_growth_long_1000,corporate_profits_growth_4q_rank_80q,0.6,latest_252,2025-06-09,2026-06-12,252,188,188.0,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.5,full,2011-01-03,2026-06-12,3813,1709,112.94728560188827,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.5,limited_core,2011-02-22,2012-09-07,371,129,87.62264150943396,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.5,latest_252,2025-06-09,2026-06-12,252,188,188.0,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.55,full,2011-01-03,2026-06-12,3813,1218,80.49724626278521,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.55,limited_core,2011-02-22,2012-09-07,371,129,87.62264150943396,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.55,latest_252,2025-06-09,2026-06-12,252,188,188.0,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.6,full,2011-01-03,2026-06-12,3813,1094,72.30212431156569,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.6,limited_core,2011-02-22,2012-09-07,371,100,67.92452830188678,True
high_after_tax_profit_yoy_growth_long_1030,after_tax_profits_growth_4q_rank_80q,0.6,latest_252,2025-06-09,2026-06-12,252,188,188.0,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.5,full,2011-01-03,2026-06-12,3813,3686,243.6066089693155,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.5,limited_core,2011-02-22,2012-09-07,371,371,251.99999999999997,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.5,latest_252,2025-06-09,2026-06-12,252,252,252.0,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.55,full,2011-01-03,2026-06-12,3813,3686,243.6066089693155,True
high_after_tax_profit_margin_long_1130,after_tax_profit_gdp_share_rank_80q,0.55,limited_core,2011-02-22,2012-09-07,371,371,251.99999999999997,True
