variant_id,entry_rows,pass_rows,min_full_signals_per_year,median_full_signals_per_year,max_full_signals_per_year,min_limited_core_signals_per_year,median_limited_core_signals_per_year,max_limited_core_signals_per_year,min_latest252_signals,max_latest252_signals,variant_density_pass
afternoon_large20_two_sided_rejection,9,0,47.54273807412662,50.52225571909913,54.14949459123958,53.19804618117229,59.685612788632326,68.76820603907638,44,45,False
late_morning_signed_two_sided_rejection,9,9,85.69351835431814,93.66048944848377,98.32408228409292,71.36323268206039,79.79706927175843,83.68960923623446,76,90,True
midday_large10_two_sided_rejection,9,9,72.86863805639297,76.30156056038304,79.66971094165632,63.57815275310835,73.95825932504441,77.85079928952042,69,71,True
morning_signed_vah_rejection_short,6,6,67.68686823904947,76.23678843766626,82.06627948217769,57.09058614564831,63.25377442273535,66.17317939609237,69,88,True
morning_signed_val_rejection_long,9,9,53.8904061003724,62.50509842170597,68.65845007980138,50.60301953818828,58.388099467140314,64.22690941385434,57,73,True
