variant_id,declared_entry_rows,passing_entry_rows,min_full_signals_per_year,min_limited_signals_per_year,min_latest_252_signals,variant_pass_density
iwm_1d_strength_long_1000,3,3,87.89929189614476,80.69662921348313,91,True
iwm_1d_weakness_short_1000,3,3,90.14634146341463,84.94382022471909,80,True
iwm_5d_strength_long_1030,3,3,85.5200629425649,80.69662921348313,97,True
iwm_5d_weakness_short_1130,3,3,90.54287962234461,76.44943820224718,78,True
iwm_attention_strength_long_1330,9,9,64.96616837136114,58.04494382022472,72,True
