variant_id,rank_column,direction_mode,rank_min_threshold,rank_max_threshold,window,window_start,window_end,sessions,signals,signals_per_year,density_pass
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.55,0.44999999999999996,full,2011-01-03,2026-06-12,3813,1859,122.86073957513769,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.55,0.44999999999999996,limited_core,2011-02-22,2012-09-07,371,241,163.69811320754715,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.55,0.44999999999999996,latest_252,2025-06-09,2026-06-12,252,62,62.0,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.6,0.4,full,2011-01-03,2026-06-12,3813,1796,118.69708890637293,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.6,0.4,limited_core,2011-02-22,2012-09-07,371,241,163.69811320754715,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.6,0.4,latest_252,2025-06-09,2026-06-12,252,62,62.0,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.65,0.35,full,2011-01-03,2026-06-12,3813,1548,102.3068450039339,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.65,0.35,limited_core,2011-02-22,2012-09-07,371,241,163.69811320754715,True
productivity_1q_weakness_short_1030,productivity_change_1q_rank_80q,low_short,0.65,0.35,latest_252,2025-06-09,2026-06-12,252,62,62.0,True
unit_labor_cost_4q_pressure_short_1130,unit_labor_cost_change_4q_rank_80q,high_short,0.55,0.44999999999999996,full,2011-01-03,2026-06-12,3813,2292,151.47757671125098,True
unit_labor_cost_4q_pressure_short_1130,unit_labor_cost_change_4q_rank_80q,high_short,0.55,0.44999999999999996,limited_core,2011-02-22,2012-09-07,371,180,122.26415094339622,True
unit_labor_cost_4q_pressure_short_1130,unit_labor_cost_change_4q_rank_80q,high_short,0.55,0.44999999999999996,latest_252,2025-06-09,2026-06-12,252,137,137.0,True
