campaign_id,variant_id,entry_combos,combos_passing_all_windows,min_full_signals_per_year,min_limited_core_signals_per_year,min_latest252_signals,max_latest252_signals,density_gate_pass
nq_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,9,9,234.539856,236.147425,233,249,True
nq_rolling_stat_envelope_orderflow_reversion,all_day_1m_signed_30bar_reversion_1530,9,9,246.976104,240.688721,252,252,True
nq_rolling_stat_envelope_orderflow_reversion,late_morning_5m_large10_12bar_reversion_1230,9,9,242.636372,237.444938,247,252,True
nq_rolling_stat_envelope_orderflow_reversion,midday_5m_signed_18bar_reversion_1400,9,9,245.745434,240.688721,249,252,True
nq_rolling_stat_envelope_orderflow_reversion,morning_5m_signed_6bar_reversion_1130,9,9,245.097712,240.688721,248,252,True
