variant_id,full,latest1y,limited_core,wfa90,entry_combo_count,pass
low_absret5_trade_morning_1030,48.21130837514473,63.21634615384615,63.46042471042471,45.46295512277731,9,False
low_downside20_trade_morning_1030,46.378714781937475,64.21978021978022,64.87065637065638,43.452688399661305,9,False
low_range10_trade_morning_1030,47.92937089926669,65.22321428571428,60.63996138996139,44.999047417442846,9,False
low_vol20_trade_morning_1030,46.660652257815514,61.20947802197802,66.28088803088804,44.225867908552075,9,False
vol_downshift_trade_morning_1030,53.14521420301042,56.19230769230769,80.38320463320463,51.493755292125314,9,True
