campaign_id,variant_id,scope,period_start,period_end,timeframe,rows,years,signals,signals_per_year,passed_density,entry.params.band_z,entry.params.min_orderflow_imbalance,lookback_bars,orderflow_mode,start_time,end_time
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.0,0.0,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.0,0.05,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.0,0.1,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.25,0.0,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.25,0.05,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.25,0.1,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.5,0.0,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.5,0.05,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,limited_core_grid_test,2011-02-22,2012-09-06,5m,29172,1.54141,374,242.634991,True,1.5,0.1,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,full_configured_data,2011-01-03,2026-06-09,5m,297726,15.433265,3817,247.322911,True,1.0,0.0,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,full_configured_data,2011-01-03,2026-06-09,5m,297726,15.433265,3817,247.322911,True,1.0,0.05,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,full_configured_data,2011-01-03,2026-06-09,5m,297726,15.433265,3817,247.322911,True,1.0,0.1,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,full_configured_data,2011-01-03,2026-06-09,5m,297726,15.433265,3815,247.193321,True,1.25,0.0,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,full_configured_data,2011-01-03,2026-06-09,5m,297726,15.433265,3815,247.193321,True,1.25,0.05,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,full_configured_data,2011-01-03,2026-06-09,5m,297726,15.433265,3815,247.193321,True,1.25,0.1,24,large20,11:30:00,15:00:00
es_rolling_stat_envelope_orderflow_reversion,afternoon_5m_large20_24bar_reversion_1500,full_configured_data,2011-01-03,2026-06-09,5m,297726,15.433265,3812,246.998936,True,1.5,0.0,24,large20,11:30:00,15:00:00
