campaign_id,variant_id,scope,period_start,period_end,rows,years,signals,signals_per_year,passed_density,entry.params.min_sweep_ticks,entry.params.min_orderflow_imbalance,orderflow_mode,allow_long,allow_short,start_time,end_time
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,332,21.511974,False,1,0.05,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,292,18.92017,False,1,0.1,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,313,20.280867,False,2,0.0,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,268,17.365088,False,2,0.05,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,235,15.226849,False,2,0.1,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,199,12.894226,False,4,0.0,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,169,10.950373,False,4,0.05,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,afternoon_large20_two_sided_trend_absorption_1500,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,149,9.65447,False,4,0.1,large20,True,True,11:00:00,15:00:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,27,17.51643,False,1,0.0,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,23,14.921403,False,1,0.02,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,19,12.326377,False,1,0.05,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,18,11.67762,False,2,0.0,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,15,9.73135,False,2,0.02,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,13,8.433837,False,2,0.05,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,10,6.487567,False,3,0.0,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,7,4.541297,False,3,0.02,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,6,3.89254,False,3,0.05,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,306,19.827302,False,1,0.0,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,246,15.939596,False,1,0.02,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,164,10.626397,False,1,0.05,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,230,14.902874,False,2,0.0,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,178,11.533528,False,2,0.02,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,112,7.257052,False,2,0.05,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,167,10.820782,False,3,0.0,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,124,8.034593,False,3,0.02,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,late_morning_signed_two_sided_trend_absorption_1230,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,69,4.470862,False,3,0.05,signed,True,True,10:00:00,12:30:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,30,19.4627,False,1,0.0,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,22,14.272647,False,1,0.05,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,13,8.433837,False,1,0.1,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,23,14.921403,False,2,0.0,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,15,9.73135,False,2,0.05,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,8,5.190053,False,2,0.1,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,10,6.487567,False,4,0.0,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,6,3.89254,False,4,0.05,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,3,1.94627,False,4,0.1,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,411,26.630788,False,1,0.0,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,346,22.419106,False,1,0.05,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,263,17.041112,False,1,0.1,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,315,20.410458,False,2,0.0,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,258,16.717137,False,2,0.05,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,194,12.57025,False,2,0.1,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,185,11.987094,False,4,0.0,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,142,9.200905,False,4,0.05,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,midday_large10_two_sided_trend_absorption_1400,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,113,7.321847,False,4,0.1,large10,True,True,10:30:00,14:00:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,14,9.082593,False,1,0.0,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,11,7.136323,False,1,0.02,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,9,5.83881,False,1,0.05,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,8,5.190053,False,2,0.0,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,6,3.89254,False,2,0.02,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,6,3.89254,False,2,0.05,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,5,3.243783,False,3,0.0,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,3,1.94627,False,3,0.02,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,3,1.94627,False,3,0.05,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,183,11.857504,False,1,0.0,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,145,9.39529,False,1,0.02,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,96,6.22033,False,1,0.05,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,144,9.330495,False,2,0.0,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,107,6.933076,False,2,0.02,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,67,4.341272,False,2,0.05,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,95,6.155535,False,3,0.0,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,70,4.535657,False,3,0.02,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdh_signed_trend_absorption_short_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,39,2.527009,False,3,0.05,signed,False,True,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,17,11.028863,False,1,0.0,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,16,10.380107,False,1,0.02,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,13,8.433837,False,1,0.05,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,11,7.136323,False,2,0.0,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,10,6.487567,False,2,0.02,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,7,4.541297,False,2,0.05,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,6,3.89254,False,3,0.0,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,5,3.243783,False,3,0.02,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,limited_core_grid_test,2011-02-22,2012-09-06,29172,1.54141,3,1.94627,False,3,0.05,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,126,8.164183,False,1,0.0,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,98,6.34992,False,1,0.02,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,63,4.082092,False,1,0.05,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,107,6.933076,False,2,0.0,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,81,5.248403,False,2,0.02,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,52,3.369345,False,2,0.05,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,82,5.313199,False,3,0.0,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,57,3.693321,False,3,0.02,signed,True,False,10:00:00,11:30:00
es_trend_orderflow_prior_day_stop_reclaim,morning_pdl_signed_trend_absorption_long_1130,full_configured_data,2011-01-03,2026-06-09,297726,15.433265,34,2.203034,False,3,0.05,signed,True,False,10:00:00,11:30:00
