variant_id,entry_rows,rows_passing_density,min_signals_per_year,full_min_signals,latest_252_min_signals,limited_core_min_signals,density_gate_pass
nikkei_1d_strength_long_1000,9,9,75.6066089693155,1144,92,114,True
nikkei_1d_volatility_short_1130,9,9,76.86231313926042,1163,98,114,True
nikkei_1d_weakness_short_1000,9,9,75.01180173092054,1135,78,112,True
nikkei_5d_strength_long_1030,9,9,76.75471698113208,1173,95,113,True
nikkei_5d_weakness_short_1030,9,9,65.0,1139,65,120,True
