variant_id,period,start_date,end_date,min_sweep_ticks,min_orderflow_imbalance,signals,years,signals_per_year
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,1,0.0,3624,15.433264887063656,234.81745609366683
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,1,0.0,337,1.541409993155373,218.6309946714032
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,1,0.02,3606,15.433264887063656,233.65114422565193
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,1,0.02,336,1.541409993155373,217.9822380106572
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,1,0.04,3592,15.433264887063656,232.74401277275146
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,1,0.04,334,1.541409993155373,216.6847246891652
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,2,0.0,2429,15.433264887063656,157.3873070782331
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,2,0.0,135,1.541409993155373,87.58214920071048
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,2,0.02,2383,15.433264887063656,154.40673230441723
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,2,0.02,131,1.541409993155373,84.98712255772647
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,2,0.04,2354,15.433264887063656,152.52767429483768
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,2,0.04,127,1.541409993155373,82.39209591474246
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,1,0.0,3338,15.433264887063656,216.28605641298563
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,1,0.0,309,1.541409993155373,200.4658081705151
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,1,0.02,3292,15.433264887063656,213.30548163916976
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,1,0.02,300,1.541409993155373,194.62699822380105
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,1,0.04,3238,15.433264887063656,209.80654603512505
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,1,0.04,291,1.541409993155373,188.78818827708702
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,2,0.0,2262,15.433264887063656,146.56652474720596
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,2,0.0,120,1.541409993155373,77.85079928952042
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,2,0.02,2206,15.433264887063656,142.93799893560404
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,2,0.02,108,1.541409993155373,70.06571936056838
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,2,0.04,2148,15.433264887063656,139.1798829164449
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,2,0.04,97,1.541409993155373,62.929396092362346
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,1,0.0,3325,15.433264887063656,215.44372006386374
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,1,0.0,289,1.541409993155373,187.490674955595
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,1,0.02,3285,15.433264887063656,212.85191591271953
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,1,0.02,281,1.541409993155373,182.300621669627
