campaign_id,source_campaign_id,variant_id,screen_label,pivot_timeframes_minutes,min_aligned_timeframes,pivot_left_bars,pivot_right_bars,min_pivot_move_ticks,carry_pivots_across_sessions,breakout_buffer_ticks,min_orderflow_imbalance,total_signals,long_signals,short_signals,full_signals,full_years,full_signals_per_year,limited_core_signals,limited_core_years,limited_core_signals_per_year,wfa90_signals,wfa90_years,wfa90_signals_per_year,latest1y_signals,latest1y_years,latest1y_signals_per_year,density_pass_all_windows
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,0,0.02,423,278,145,423,15.433264887063656,27.408328898350184,56,1.541409993155373,36.330373001776195,389,13.88911704312115,28.007539917208753,25,0.999315537303217,25.017123287671232,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,0,0.06,379,256,123,379,15.433264887063656,24.557344332091535,55,1.541409993155373,35.68161634103019,355,13.88911704312115,25.55958013010053,18,0.999315537303217,18.012328767123286,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,0,0.1,296,212,84,296,15.433264887063656,19.17935071846727,47,1.541409993155373,30.491563055062166,284,13.88911704312115,20.447664104080427,10,0.999315537303217,10.006849315068493,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,2,0.02,375,248,127,375,15.433264887063656,24.298163916977114,46,1.541409993155373,29.842806394316163,342,13.88911704312115,24.623595505617978,25,0.999315537303217,25.017123287671232,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,2,0.06,335,228,107,335,15.433264887063656,21.70635976583289,46,1.541409993155373,29.842806394316163,310,13.88911704312115,22.319633353045536,19,0.999315537303217,19.013013698630136,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,2,0.1,257,185,72,257,15.433264887063656,16.65234167110165,42,1.541409993155373,27.24777975133215,246,13.88911704312115,17.71170904790065,9,0.999315537303217,9.006164383561643,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,4,0.02,350,232,118,350,15.433264887063656,22.678286322511973,43,1.541409993155373,27.896536412078152,316,13.88911704312115,22.75162625665287,26,0.999315537303217,26.017808219178082,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,4,0.06,310,210,100,310,15.433264887063656,20.08648217136775,42,1.541409993155373,27.24777975133215,285,13.88911704312115,20.519662921348313,19,0.999315537303217,19.013013698630136,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or15_signed_flow_breakout_1030,strict,"5,15",2,1,1,0,True,4,0.1,233,165,68,233,15.433264887063656,15.097259180415113,37,1.541409993155373,24.00399644760213,223,13.88911704312115,16.05573625073921,8,0.999315537303217,8.005479452054795,False
es_pivot_filtered_opening_range_orderflow_breakout,es_opening_range_orderflow_breakout,or30_signed_flow_breakout_1100,strict,"5,15",2,1,1,0,True,0,0.02,427,285,142,427,15.433264887063656,27.667509313464606,49,1.541409993155373,31.789076376554174,390,13.88911704312115,28.079538734476643,26,0.999315537303217,26.017808219178082,False
