setup,macro,threshold,entry_time,flow_column,ret_bps,flow_threshold,all_windows_ge_50,min_window_tpy,full_tpy,full_count,limited_10pct_tpy,limited_10pct_count,wfa90_tpy,wfa90_count,latest1y_tpy,latest1y_count
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,0,0,True,57.39,60.08,927,90.66,140,57.39,797,81.06,81
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,0,50,True,56.89,59.36,916,90.02,139,56.89,790,77.05,77
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,0,100,True,56.67,58.91,909,90.02,139,56.67,787,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,1,0,True,56.1,58.84,908,89.37,138,56.1,779,80.05,80
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,1,50,True,55.59,58.13,897,88.72,137,55.59,772,76.05,76
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,1,100,True,55.45,57.74,891,88.72,137,55.45,770,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,2,0,True,54.66,57.29,884,85.48,132,54.66,759,77.05,77
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,2,50,True,54.23,56.64,874,85.48,132,54.23,753,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large10_signed_volume,2,100,True,54.08,56.32,869,85.48,132,54.08,751,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,0,0,True,68.48,69.99,1080,91.96,142,68.48,951,76.05,76
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,0,50,True,68.12,69.54,1073,91.96,142,68.12,946,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,0,100,True,67.69,69.02,1065,91.31,141,67.69,940,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,1,0,True,67.04,68.63,1059,90.02,139,67.04,931,75.05,75
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,1,50,True,66.83,68.31,1054,90.02,139,66.83,928,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,1,100,True,66.4,67.79,1046,89.37,138,66.4,922,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,2,0,True,65.24,66.82,1031,85.48,132,65.24,906,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,2,50,True,65.03,66.49,1026,85.48,132,65.03,903,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,large20_signed_volume,2,100,True,64.6,65.97,1018,84.84,131,64.6,897,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,0,0,True,58.62,60.66,936,91.96,142,58.62,814,76.05,76
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,0,50,True,58.26,60.21,929,91.96,142,58.26,809,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,0,100,True,57.9,59.75,922,91.31,141,57.9,804,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,1,0,True,57.25,59.36,916,90.02,139,57.25,795,75.05,75
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,1,50,True,57.03,59.04,911,90.02,139,57.03,792,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,1,100,True,56.67,58.59,904,89.37,138,56.67,787,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,2,0,True,55.52,57.61,889,85.48,132,55.52,771,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,2,50,True,55.31,57.29,884,85.48,132,55.31,768,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,large20_signed_volume,2,100,True,54.95,56.84,877,84.84,131,54.95,763,69.05,69
disinflation,import_all_mom3_rank_120m,0.45,11:00:00,large20_signed_volume,0,0,True,50.34,51.26,791,88.07,136,50.34,699,66.05,66
disinflation,import_all_mom3_rank_120m,0.45,11:00:00,large20_signed_volume,0,50,True,50.19,51.0,787,88.07,136,50.19,697,64.04,64
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,signed_volume,0,0,True,68.92,70.57,1089,91.31,141,68.92,957,83.06,83
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,signed_volume,1,0,True,67.69,69.41,1071,89.37,138,67.69,940,82.06,82
disinflation,import_all_mom3_rank_120m,0.65,11:00:00,signed_volume,2,0,True,66.25,67.92,1048,85.48,132,66.25,920,80.05,80
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,signed_volume,0,0,True,59.7,61.89,955,91.31,141,59.7,829,83.06,83
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,signed_volume,1,0,True,58.55,60.79,938,89.37,138,58.55,813,82.06,82
disinflation,import_all_mom3_rank_120m,0.55,11:00:00,signed_volume,2,0,True,57.18,59.36,916,85.48,132,57.18,794,80.05,80
disinflation,import_all_mom3_rank_120m,0.45,11:00:00,signed_volume,0,0,True,52.14,53.14,820,87.43,135,52.14,724,72.05,72
disinflation,import_all_mom3_rank_120m,0.45,11:00:00,signed_volume,1,0,True,51.2,52.23,806,85.48,132,51.2,711,71.05,71
disinflation,import_all_mom3_rank_120m,0.45,11:00:00,signed_volume,2,0,True,50.19,51.2,790,81.6,126,50.19,697,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,0,0,True,69.56,71.42,1102,101.03,156,69.56,966,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,0,50,True,69.42,71.22,1099,101.03,156,69.42,964,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,0,100,True,69.06,70.7,1091,101.03,156,69.06,959,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,1,0,True,68.7,70.38,1086,100.38,155,68.7,954,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,1,50,True,68.56,70.19,1083,100.38,155,68.56,952,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,1,100,True,68.2,69.67,1075,100.38,155,68.2,947,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,2,0,True,67.33,69.02,1065,97.79,151,67.33,935,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,2,50,True,67.19,68.82,1062,97.79,151,67.19,933,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large10_signed_volume,2,100,True,66.83,68.31,1054,97.79,151,66.83,928,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,0,0,True,60.42,62.86,970,101.03,156,60.42,839,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,0,50,True,60.35,62.73,968,101.03,156,60.35,838,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,0,100,True,59.99,62.21,960,101.03,156,59.99,833,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,1,0,True,59.77,62.02,957,100.38,155,59.77,830,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,1,50,True,59.7,61.89,955,100.38,155,59.7,829,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,1,100,True,59.34,61.37,947,100.38,155,59.34,824,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,2,0,True,58.69,60.92,940,97.79,151,58.69,815,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,2,50,True,58.62,60.79,938,97.79,151,58.62,814,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large10_signed_volume,2,100,True,58.26,60.27,930,97.79,151,58.26,809,69.05,69
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,0,0,True,52.71,53.92,832,96.49,149,52.71,732,65.04,65
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,0,50,True,52.64,53.79,830,96.49,149,52.64,731,65.04,65
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,0,100,True,52.35,53.34,823,96.49,149,52.35,727,62.04,62
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,1,0,True,52.07,53.08,819,95.85,148,52.07,723,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,1,50,True,51.99,52.95,817,95.85,148,51.99,722,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,1,100,True,51.71,52.49,810,95.85,148,51.71,718,60.04,60
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,2,0,True,51.13,52.17,805,93.26,144,51.13,710,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,2,50,True,51.06,52.04,803,93.26,144,51.06,709,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large10_signed_volume,2,100,True,50.77,51.59,796,93.26,144,50.77,705,60.04,60
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,0,0,True,71.36,73.04,1127,102.32,158,71.36,991,75.05,75
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,0,50,True,70.93,72.52,1119,102.32,158,70.93,985,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,0,100,True,70.43,71.94,1110,101.67,157,70.43,978,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,1,0,True,70.21,71.74,1107,101.67,157,70.21,975,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,1,50,True,69.85,71.29,1100,101.67,157,69.85,970,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,1,100,True,69.35,70.7,1091,101.03,156,69.35,963,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,2,0,True,68.92,70.44,1087,99.08,153,68.92,957,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,2,50,True,68.56,69.99,1080,99.08,153,68.56,952,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,large20_signed_volume,2,100,True,68.05,69.41,1071,98.44,152,68.05,945,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,0,0,True,62.0,64.29,992,102.32,158,62.0,861,75.05,75
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,0,50,True,61.64,63.83,985,102.32,158,61.64,856,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,0,100,True,61.21,63.32,977,101.67,157,61.21,850,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,1,0,True,61.07,63.19,975,101.67,157,61.07,848,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,1,50,True,60.78,62.8,969,101.67,157,60.78,844,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,1,100,True,60.35,62.28,961,101.03,156,60.35,838,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,2,0,True,59.99,62.08,958,99.08,153,59.99,833,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,2,50,True,59.7,61.7,952,99.08,153,59.7,829,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,large20_signed_volume,2,100,True,59.27,61.18,944,98.44,152,59.27,823,70.05,70
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,0,0,True,54.01,55.15,851,97.14,150,54.01,750,66.05,66
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,0,50,True,53.65,54.7,844,97.14,150,53.65,745,65.04,65
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,0,100,True,53.36,54.31,838,96.49,149,53.36,741,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,1,0,True,53.07,54.05,834,96.49,149,53.07,737,64.04,64
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,1,50,True,52.79,53.66,828,96.49,149,52.79,733,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,1,100,True,52.5,53.27,822,95.85,148,52.5,729,61.04,61
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,2,0,True,52.07,53.08,819,93.9,145,52.07,723,64.04,64
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,2,50,True,51.78,52.69,813,93.9,145,51.78,719,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,large20_signed_volume,2,100,True,51.49,52.3,807,93.26,144,51.49,715,61.04,61
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,signed_volume,0,0,True,71.29,72.32,1116,96.49,149,71.29,990,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,signed_volume,1,0,True,70.5,71.48,1103,95.85,148,70.5,979,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,12:00:00,signed_volume,2,0,True,68.99,70.12,1082,93.26,144,68.99,958,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,signed_volume,0,0,True,62.65,64.29,992,96.49,149,62.65,870,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,signed_volume,1,0,True,62.0,63.58,981,95.85,148,62.0,861,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,12:00:00,signed_volume,2,0,True,60.71,62.41,963,93.26,144,60.71,843,72.05,72
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,signed_volume,0,0,True,54.87,55.41,855,91.96,142,54.87,762,61.04,61
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,signed_volume,1,0,True,54.23,54.7,844,91.31,141,54.23,753,61.04,61
disinflation,import_all_mom3_rank_120m,0.45,12:00:00,signed_volume,2,0,True,53.15,53.72,829,88.72,137,53.15,738,61.04,61
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,0,0,True,68.77,70.7,1091,97.79,151,68.77,955,76.05,76
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,0,50,True,68.41,70.25,1084,97.79,151,68.41,950,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,0,100,True,68.05,69.8,1077,97.14,150,68.05,945,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,1,0,True,67.69,69.6,1074,97.79,151,67.69,940,75.05,75
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,1,50,True,67.33,69.15,1067,97.79,151,67.33,935,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,1,100,True,66.97,68.69,1060,97.14,150,66.97,930,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,2,0,True,66.68,68.63,1059,95.2,147,66.68,926,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,2,50,True,66.32,68.18,1052,95.2,147,66.32,921,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large10_signed_volume,2,100,True,65.96,67.72,1045,94.55,146,65.96,916,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,0,0,True,59.99,62.47,964,97.79,151,59.99,833,76.05,76
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,0,50,True,59.63,62.02,957,97.79,151,59.63,828,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,0,100,True,59.34,61.63,951,97.14,150,59.34,824,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,1,0,True,59.12,61.57,950,97.79,151,59.12,821,75.05,75
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,1,50,True,58.76,61.11,943,97.79,151,58.76,816,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,1,100,True,58.47,60.72,937,97.14,150,58.47,812,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,2,0,True,58.26,60.72,937,95.2,147,58.26,809,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,2,50,True,57.9,60.27,930,95.2,147,57.9,804,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large10_signed_volume,2,100,True,57.61,59.88,924,94.55,146,57.61,800,70.05,70
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large10_signed_volume,0,0,True,51.92,53.34,823,93.9,145,51.92,721,66.05,66
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large10_signed_volume,0,50,True,51.56,52.88,816,93.9,145,51.56,716,64.04,64
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large10_signed_volume,0,100,True,51.27,52.49,810,93.26,144,51.27,712,62.04,62
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large10_signed_volume,1,0,True,51.13,52.56,811,93.9,145,51.13,710,65.04,65
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large10_signed_volume,1,50,True,50.77,52.1,804,93.9,145,50.77,705,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large10_signed_volume,1,100,True,50.48,51.72,798,93.26,144,50.48,701,61.04,61
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large10_signed_volume,2,0,True,50.34,51.78,799,91.31,141,50.34,699,64.04,64
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,0,0,True,70.5,72.13,1113,95.2,147,70.5,979,75.05,75
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,0,50,True,70.36,71.74,1107,95.2,147,70.36,977,73.05,73
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,0,100,True,70.0,71.35,1101,95.2,147,70.0,972,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,1,0,True,69.42,71.03,1096,95.2,147,69.42,964,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,1,50,True,69.28,70.64,1090,95.2,147,69.28,962,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,1,100,True,68.92,70.25,1084,95.2,147,68.92,957,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,2,0,True,68.41,70.12,1082,92.61,143,68.41,950,74.05,74
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,2,50,True,68.27,69.73,1076,92.61,143,68.27,948,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,large20_signed_volume,2,100,True,67.91,69.34,1070,92.61,143,67.91,943,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,0,0,True,61.86,63.96,987,95.2,147,61.86,859,75.05,75
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,0,50,True,61.72,63.58,981,95.2,147,61.72,857,73.05,73
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,0,100,True,61.36,63.19,975,95.2,147,61.36,852,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,1,0,True,60.92,62.99,972,95.2,147,60.92,846,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,1,50,True,60.78,62.6,966,95.2,147,60.78,844,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,1,100,True,60.42,62.21,960,95.2,147,60.42,839,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,2,0,True,60.06,62.21,960,92.61,143,60.06,834,74.05,74
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,2,50,True,59.91,61.83,954,92.61,143,59.91,832,72.05,72
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,large20_signed_volume,2,100,True,59.55,61.44,948,92.61,143,59.55,827,71.05,71
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,0,0,True,53.22,54.37,839,91.31,141,53.22,739,65.04,65
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,0,50,True,53.07,54.05,834,91.31,141,53.07,737,64.04,64
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,0,100,True,52.79,53.72,829,91.31,141,52.79,733,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,1,0,True,52.35,53.53,826,91.31,141,52.35,727,64.04,64
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,1,50,True,52.21,53.21,821,91.31,141,52.21,725,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,1,100,True,51.92,52.88,816,91.31,141,51.92,721,62.04,62
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,2,0,True,51.56,52.82,815,88.72,137,51.56,716,64.04,64
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,2,50,True,51.42,52.49,810,88.72,137,51.42,714,63.04,63
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,large20_signed_volume,2,100,True,51.13,52.17,805,88.72,137,51.13,710,62.04,62
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,signed_volume,0,0,True,69.35,70.32,1085,96.49,149,69.35,963,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,signed_volume,1,0,True,68.27,69.28,1069,96.49,149,68.27,948,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,13:30:00,signed_volume,2,0,True,67.4,68.44,1056,94.55,146,67.4,936,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,signed_volume,0,0,True,61.0,62.54,965,96.49,149,61.0,847,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,signed_volume,1,0,True,60.13,61.7,952,96.49,149,60.13,835,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,13:30:00,signed_volume,2,0,True,59.41,60.98,941,94.55,146,59.41,825,69.05,69
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,signed_volume,0,0,True,53.36,54.05,834,92.61,143,53.36,741,61.04,61
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,signed_volume,1,0,True,52.57,53.27,822,92.61,143,52.57,730,60.04,60
disinflation,import_all_mom3_rank_120m,0.45,13:30:00,signed_volume,2,0,True,51.92,52.62,812,90.66,140,51.92,721,59.04,59
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,0,0,True,69.42,70.96,1095,99.08,153,69.42,964,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,0,50,True,69.35,70.83,1093,99.08,153,69.35,963,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,0,100,True,69.2,70.64,1090,99.08,153,69.2,961,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,1,0,True,68.27,69.86,1078,96.49,149,68.27,948,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,1,50,True,68.2,69.73,1076,96.49,149,68.2,947,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,1,100,True,68.05,69.54,1073,96.49,149,68.05,945,70.05,70
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,2,0,True,67.48,69.02,1065,93.26,144,67.48,937,69.05,69
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,2,50,True,67.4,68.89,1063,93.26,144,67.4,936,68.05,68
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large10_signed_volume,2,100,True,67.26,68.69,1060,93.26,144,67.26,934,68.05,68
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,0,0,True,60.49,62.6,966,99.08,153,60.49,840,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,0,50,True,60.42,62.47,964,99.08,153,60.42,839,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,0,100,True,60.27,62.28,961,99.08,153,60.27,837,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,1,0,True,59.48,61.63,951,96.49,149,59.48,826,71.05,71
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,1,50,True,59.41,61.5,949,96.49,149,59.41,825,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,1,100,True,59.27,61.31,946,96.49,149,59.27,823,70.05,70
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,2,0,True,58.83,60.92,940,93.26,144,58.83,817,69.05,69
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,2,50,True,58.76,60.79,938,93.26,144,58.76,816,68.05,68
disinflation,import_all_mom3_rank_120m,0.55,14:30:00,large10_signed_volume,2,100,True,58.62,60.59,935,93.26,144,58.62,814,68.05,68
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,0,0,True,52.35,53.21,821,95.2,147,52.35,727,61.04,61
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,0,50,True,52.28,53.08,819,95.2,147,52.28,726,60.04,60
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,0,100,True,52.14,52.88,816,95.2,147,52.14,724,60.04,60
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,1,0,True,51.56,52.49,810,92.61,143,51.56,716,61.04,61
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,1,50,True,51.49,52.36,808,92.61,143,51.49,715,60.04,60
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,1,100,True,51.35,52.17,805,92.61,143,51.35,713,60.04,60
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,2,0,True,50.99,51.85,800,90.02,139,50.99,708,59.04,59
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,2,50,True,50.91,51.72,798,90.02,139,50.91,707,58.04,58
disinflation,import_all_mom3_rank_120m,0.45,14:30:00,large10_signed_volume,2,100,True,50.77,51.52,795,90.02,139,50.77,705,58.04,58
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large20_signed_volume,0,0,True,71.58,72.78,1123,99.08,153,71.58,994,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large20_signed_volume,0,50,True,71.05,72.32,1116,98.44,152,71.15,988,71.05,71
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large20_signed_volume,1,0,True,70.5,71.74,1107,96.49,149,70.5,979,72.05,72
disinflation,import_all_mom3_rank_120m,0.65,14:30:00,large20_signed_volume,1,50,True,70.07,71.29,1100,95.85,148,70.07,973,71.05,71
