campaign_id,variant_id,run_id,terminal_stage,stage_status,stage_passed,total_combinations_tested,profitable_combo_rate,benchmark_pass_combos,top_net_profit,top_profit_factor,top_expectancy_r,top_mar,top_max_drawdown,top_trades,top_trades_per_year,top_win_rate,top_failure_reason,top_parameters,config_path,report_path
es_opening_gap_orderflow_continuation,early_large10_gap_hold_continuation_1000,run1,limited_core_grid_test,failed,False,81,0.0,0,-2745.0,0.7817531305903399,-0.030373807849620533,-0.3797361927512198,4903.75,79,52.93471517112664,0.5822784810126582,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.04, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 0.5}",campaigns/es_opening_gap_orderflow_continuation/variants/early_large10_gap_hold_continuation_1000/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/early_large10_gap_hold_continuation_1000/ES/run1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,early_large10_gap_hold_continuation_1000,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-1123.125,0.8613425925925926,-0.00465127169418993,-0.38995518094918646,1936.875,84,56.28680629873108,0.7619047619047619,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.03, 'sl.params.stop_offset_ticks': 2, 'tp.params.target_r_multiple': 0.25}",campaigns/es_opening_gap_orderflow_continuation/rescue_attempts/parameter_space_rescue_1/early_large10_gap_hold_continuation_1000/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/early_large10_gap_hold_continuation_1000/ES/rescue1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,early_signed_gap_hold_continuation_1000,run1,limited_core_grid_test,failed,False,81,0.0,0,-3051.25,0.8183239059243823,-0.04544801341345192,-0.32013411755616733,6342.5,104,67.95391046704474,0.5769230769230769,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.01, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 0.5}",campaigns/es_opening_gap_orderflow_continuation/variants/early_signed_gap_hold_continuation_1000/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/early_signed_gap_hold_continuation_1000/ES/run1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,early_signed_gap_hold_continuation_1000,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-1773.75,0.8141697223677318,-0.028275668012947924,-0.48541571266864414,2395.0,91,59.4618877535174,0.7362637362637363,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 10, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_offset_ticks': 2, 'tp.params.target_r_multiple': 0.25}",campaigns/es_opening_gap_orderflow_continuation/rescue_attempts/parameter_space_rescue_1/early_signed_gap_hold_continuation_1000/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/early_signed_gap_hold_continuation_1000/ES/rescue1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,late_morning_large10_gap_hold_continuation_1100,run1,limited_core_grid_test,failed,False,81,0.0,0,-407.5,0.9660416666666667,-0.01396339313243411,-0.10920811104166402,2437.5,79,51.32806680543288,0.4936708860759494,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.04, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 1.0}",campaigns/es_opening_gap_orderflow_continuation/variants/late_morning_large10_gap_hold_continuation_1100/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/late_morning_large10_gap_hold_continuation_1100/ES/run1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,late_morning_large10_gap_hold_continuation_1100,rescue1,limited_core_grid_test,failed,False,81,0.06172839506172839,0,686.25,1.057068607068607,0.02675339946377236,0.21198320098486362,2115.0,79,51.32806680543288,0.4936708860759494,max_best_day_concentration,"{'entry.params.min_opening_gap_ticks': 8, 'entry.params.min_orderflow_imbalance': 0.04, 'sl.params.stop_offset_ticks': 0, 'tp.params.target_r_multiple': 1.5}",campaigns/es_opening_gap_orderflow_continuation/rescue_attempts/parameter_space_rescue_1/late_morning_large10_gap_hold_continuation_1100/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/late_morning_large10_gap_hold_continuation_1100/ES/rescue1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,midday_signed_gap_hold_continuation_1200,run1,limited_core_grid_test,failed,False,81,0.0,0,-1200.0,0.8775510204081632,-0.045552943457009026,-0.22326632350089362,3545.0,75,48.73278934591793,0.4666666666666667,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,"{'entry.params.min_opening_gap_ticks': 4, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 1.0}",campaigns/es_opening_gap_orderflow_continuation/variants/midday_signed_gap_hold_continuation_1200/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/midday_signed_gap_hold_continuation_1200/ES/run1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,midday_signed_gap_hold_continuation_1200,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-997.5,0.900523560209424,-0.03033856725221807,-0.17280987081442506,3816.25,82,53.281183018203606,0.47560975609756095,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 2, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 0.75}",campaigns/es_opening_gap_orderflow_continuation/rescue_attempts/parameter_space_rescue_1/midday_signed_gap_hold_continuation_1200/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/midday_signed_gap_hold_continuation_1200/ES/rescue1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,morning_signed_gap_hold_continuation_1030,run1,limited_core_grid_test,failed,False,81,0.0,0,-5841.25,0.6917139464309275,-0.06960278272727038,-0.5139309230727286,7493.75,107,69.51771674212057,0.4672897196261682,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 6, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_offset_ticks': 8, 'tp.params.target_r_multiple': 0.5}",campaigns/es_opening_gap_orderflow_continuation/variants/morning_signed_gap_hold_continuation_1030/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/morning_signed_gap_hold_continuation_1030/ES/run1/campaign_test_summary.json
es_opening_gap_orderflow_continuation,morning_signed_gap_hold_continuation_1030,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-2748.125,0.7907386255473063,-0.035820695828958665,-0.3355925348127218,5411.875,104,67.5886594052922,0.625,min_total_net_profit,"{'entry.params.min_opening_gap_ticks': 6, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_offset_ticks': 12, 'tp.params.target_r_multiple': 0.25}",campaigns/es_opening_gap_orderflow_continuation/rescue_attempts/parameter_space_rescue_1/morning_signed_gap_hold_continuation_1030/config.yaml,backtest-campaigns/es_opening_gap_orderflow_continuation/morning_signed_gap_hold_continuation_1030/ES/rescue1/campaign_test_summary.json
