point,timestamp,trade_id,net_pnl,cumulative_net_pnl,equity,peak_equity,drawdown,drawdown_pct
0,2025-06-17 10:30:00-04:00,,0.0,0.0,150000.0,150000.0,0.0,0.0
1,2025-06-17 12:00:00-04:00,1,-242.5,-242.5,149757.5,150000.0,242.5,0.0016166666666666666
2,2025-06-24 11:38:00-04:00,2,-792.5,-1035.0,148965.0,150000.0,1035.0,0.0069
3,2025-06-25 12:00:00-04:00,3,345.0,-690.0,149310.0,150000.0,690.0,0.0046
4,2025-07-07 11:46:00-04:00,4,770.0,80.0,150080.0,150080.0,0.0,0.0
5,2025-07-09 10:36:00-04:00,5,-817.5,-737.5,149262.5,150080.0,817.5,0.005447094882729211
6,2025-07-14 11:39:00-04:00,6,770.0,32.5,150032.5,150080.0,47.5,0.00031649786780383796
7,2025-07-16 11:17:00-04:00,7,770.0,802.5,150802.5,150802.5,0.0,0.0
8,2025-07-17 11:40:00-04:00,8,782.5,1585.0,151585.0,151585.0,0.0,0.0
9,2025-07-28 12:00:00-04:00,9,-217.5,1367.5,151367.5,151585.0,217.5,0.0014348385394333213
10,2025-07-30 12:00:00-04:00,10,57.5,1425.0,151425.0,151585.0,160.0,0.001055513408318765
11,2025-08-01 10:51:00-04:00,11,770.0,2195.0,152195.0,152195.0,0.0,0.0
12,2025-08-06 10:45:00-04:00,12,782.5,2977.5,152977.5,152977.5,0.0,0.0
13,2025-08-18 12:00:00-04:00,13,-155.0,2822.5,152822.5,152977.5,155.0,0.0010132208984981452
14,2025-09-04 11:28:00-04:00,14,-830.0,1992.5,151992.5,152977.5,985.0,0.006438855387230148
15,2025-10-01 11:45:00-04:00,15,-867.5,1125.0,151125.0,152977.5,1852.5,0.012109623964308477
16,2025-10-02 11:37:00-04:00,16,832.5,1957.5,151957.5,152977.5,1020.0,0.006667647203020052
17,2025-10-13 11:20:00-04:00,17,820.0,2777.5,152777.5,152977.5,200.0,0.0013073818045137356
18,2025-10-16 10:43:00-04:00,18,-867.5,1910.0,151910.0,152977.5,1067.5,0.006978150381592064
19,2025-10-17 10:35:00-04:00,19,-855.0,1055.0,151055.0,152977.5,1922.5,0.012567207595888284
20,2025-10-23 12:00:00-04:00,20,-480.0,575.0,150575.0,152977.5,2402.5,0.01570492392672125
21,2025-11-06 10:36:00-05:00,21,832.5,1407.5,151407.5,152977.5,1570.0,0.010262947165432825
22,2025-11-07 10:44:00-05:00,22,-867.5,540.0,150540.0,152977.5,2437.5,0.015933715742511154
23,2025-11-13 10:37:00-05:00,23,-880.0,-340.0,149660.0,152977.5,3317.5,0.02168619568237159
24,2025-11-17 10:40:00-05:00,24,832.5,492.5,150492.5,152977.5,2485.0,0.016244218921083166
