wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.term_spread_rank_min,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,26,0.65,0.0075,2.0,318,318,318,0,0,0,0,0,0,0,318,87.84946569777061,4822.5,1.1239876590821443,0.03950655385126681,3240.0,0.02085747392815759,0.008780173653820889,0.4209605479581904,0.46855345911949686,0,0,True,-767.5,0.19854847071021253,7,False,min_profit_factor;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,17,0.6,0.0075,2.0,364,364,364,0,0,0,0,0,0,0,364,100.557250043989,4717.5,1.1066764656000905,0.035103241525980156,3332.5,0.021384111909650925,0.00859112639749715,0.40175277953066946,0.45879120879120877,0,0,True,-767.5,0.3036565977742448,7,False,min_profit_factor
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,27,0.65,0.0075,2.5,318,318,318,0,0,0,0,0,0,0,318,87.84946569777061,4491.25,1.1154711402493893,0.03717706803121495,3240.0,0.020902045852250275,0.008183458748626249,0.39151472571022194,0.46855345911949686,0,0,True,-767.5,0.2535485666573894,7,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,18,0.6,0.0075,2.5,364,364,364,0,0,0,0,0,0,0,364,100.557250043989,4548.75,1.1028605347956357,0.03368390482339222,3332.5,0.021429662318036766,0.008287105822420093,0.3867119182482433,0.45879120879120877,0,0,True,-767.5,0.35064578180818906,7,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,24,0.65,0.006,2.5,318,318,318,0,0,0,0,0,0,0,318,87.84946569777061,4485.0,1.1147645854657113,0.0468474140759182,3562.5,0.022898923348867107,0.008172191080150215,0.35688101818789325,0.46226415094339623,0,0,True,-617.5,0.21348940914158304,7,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,12,0.6,0.0045,2.5,364,364,364,0,0,0,0,0,0,0,364,100.5574084948542,3517.5,1.0835709194583036,0.048605794246262386,2992.5,0.019291360790349484,0.006423973296104446,0.33299741609301314,0.4423076923076923,0,0,True,-480.0,0.30597014925373134,7,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,25,0.65,0.0075,1.5,318,318,318,0,0,0,0,0,0,0,318,87.84946569777061,3822.5,1.0982774135492994,0.03127825787686748,3240.0,0.021019852082522383,0.006975942620619957,0.33187401096986424,0.46855345911949686,0,0,True,-767.5,0.2701111837802485,7,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,21,0.65,0.0045,2.5,318,318,318,0,0,0,0,0,0,0,318,87.84960412462537,3372.5,1.0904458598726114,0.05160698109291986,2950.0,0.019086130206227254,0.006161278016217464,0.32281441809546163,0.449685534591195,0,0,True,-480.0,0.30985915492957744,7,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,15,0.6,0.006,2.5,364,364,364,0,0,0,0,0,0,0,364,100.557250043989,4492.5,1.1014509117597244,0.042474645316708096,4157.5,0.02662248263055102,0.008185712242732013,0.3074736626304858,0.4532967032967033,0,0,True,-617.5,0.3160823594880356,7,False,min_profit_factor;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,066f1f40e10599683f2fa2b91ef847c296371585ba58561b5cdd09a98340f2ac,d7f1808b99b680d76a641f922dafc74a55ee132d055566b14931828e393ab3b1,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,23,0.65,0.006,2.0,318,318,318,0,0,0,0,0,0,0,318,87.84946569777061,3672.5,1.0939738996929376,0.03788835393761277,3425.0,0.022222222222222223,0.006704576387879024,0.3017059374545561,0.46226415094339623,0,0,True,-617.5,0.30156569094622193,7,False,min_profit_factor;min_mar;min_positive_month_rate
