campaign_id,variant_id,symbol,terminal_stage,decision,density_declared_entry_rows,density_passing_entry_rows,min_signals_per_year,min_limited_core_signals_per_year,min_latest_252_signals,staged_pnl_run,failure_reason
nq_move_treasury_volatility_state,high_move_riskoff_short_1000,NQ,pre_pnl_density_screen,FAIL,9,8,20.658643617021276,12.085477941176473,4,False,variant failed pre-PnL density screen; no PnL inspected
nq_move_treasury_volatility_state,high_move_riskoff_short_1430,NQ,pre_pnl_density_screen,FAIL,9,8,20.658643617021276,12.085477941176473,4,False,variant failed pre-PnL density screen; no PnL inspected
nq_move_treasury_volatility_state,low_move_carry_long_1000,NQ,pre_pnl_density_screen,FAIL,9,9,18.456781914893615,24.170955882352946,32,False,campaign failed because not all variants passed density; no PnL inspected
nq_move_treasury_volatility_state,move_crush_morning_strength_long_1130,NQ,pre_pnl_density_screen,FAIL,9,9,29.077526595744683,22.828125,33,False,campaign failed because not all variants passed density; no PnL inspected
nq_move_treasury_volatility_state,move_spike_morning_weakness_short_1130,NQ,pre_pnl_density_screen,FAIL,9,9,25.515691489361704,18.799632352941178,26,False,campaign failed because not all variants passed density; no PnL inspected
