campaign_id,variant_id,run_id,decision,terminal_stage,stage_status,total_combinations_tested,profitable_iterations,percentage_profitable_iterations,number_passing_benchmark,percentage_passing_benchmark,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_total_trades,top_trades_per_year,top_best_day_concentration,top_failure_reason,fixed_config_trades,fixed_config_net_profit,fixed_config_profit_factor,fixed_config_mar,fixed_config_expectancy_r,fixed_config_apex_rule_violations,core_summary_path,stage_result_path,fixed_config_trade_log,fixed_config_equity_curve
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,rescue1,FAIL,limited_core_grid_test,failed,81,3,0.037037037037037035,0,0.0,0,142.5,1.0333528379169106,0.0891339807957748,59,56.11366077531491,2.210526315789474,preferred_min_total_trades;max_best_day_concentration,104,-5485.625,0.5973114332905121,-0.7027648535740417,-0.21863551341589263,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,afternoon_15m_two_sided_dislocation_fade_1530,run1,FAIL,limited_core_grid_test,failed,81,3,0.037037037037037035,0,0.0,0,142.5,1.0333528379169106,0.0891339807957748,59,56.11366077531491,2.210526315789474,preferred_min_total_trades;max_best_day_concentration,104,-3426.25,0.6767688679245283,-0.6478939047678793,-0.17077297702297692,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/afternoon_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,rescue1,FAIL,limited_core_grid_test,failed,81,0,0.0,0,0.0,0,-3920.0,0.5726355955301172,-0.6461016821548968,89,70.20235665341418,0.0,min_total_net_profit;max_consecutive_losses,180,-11912.5,0.525398406374502,-0.6860620946751491,-0.2810885601804074,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,full_session_15m_two_sided_dislocation_fade_1530,run1,FAIL,limited_core_grid_test,failed,81,0,0.0,0,0.0,0,-1712.5,0.491839762611276,-0.7674642242885666,50,46.69687693105383,0.0,min_total_net_profit;min_trades_per_year;max_consecutive_losses;preferred_min_total_trades,179,-8138.75,0.6028909490119542,-0.6583117244671557,-0.25708221015483573,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/full_session_15m_two_sided_dislocation_fade_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,rescue1,FAIL,limited_core_grid_test,failed,81,15,0.18518518518518517,0,0.0,0,940.0,1.3782696177062375,1.2162860939238567,32,30.997742031729427,0.46808510638297873,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,60,-746.875,0.8759858862598588,-0.3523539982233828,-0.033921281963077615,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/rescue1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,lunch_15m_two_sided_dislocation_fade_1330,run1,FAIL,limited_core_grid_test,failed,81,21,0.25925925925925924,0,0.0,0,940.0,1.3782696177062375,1.2162860939238567,32,30.997742031729427,0.46808510638297873,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,60,-1006.25,0.8162100456621004,-0.37502245097663806,-0.06925629925629916,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/run1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/lunch_15m_two_sided_dislocation_fade_1330/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,rescue1,FAIL,limited_core_grid_test,failed,81,0,0.0,0,0.0,0,-470.0,0.9261296660117878,-0.17261893934657066,49,39.40757232177398,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,102,-4081.875,0.681787175989086,-0.5538523456138026,-0.16383235698820295,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/rescue1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,midday_15m_two_sided_dislocation_fade_1400,run1,FAIL,limited_core_grid_test,failed,81,2,0.024691358024691357,0,0.0,0,27.5,1.0140306122448979,0.021888394413555834,27,26.865712301996446,11.454545454545455,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration,112,-4916.25,0.6049618320610687,-0.6425975454081847,-0.24369559012416145,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/run1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/midday_15m_two_sided_dislocation_fade_1400/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,morning_15m_two_sided_dislocation_fade_1130,rescue1,FAIL,limited_core_grid_test,failed,81,0,0.0,0,0.0,0,-2890.0,0.7652315190901706,-0.4984578239671616,88,69.41127599109198,0.0,min_total_net_profit,95,-5565.625,0.5679701144964099,-0.6363551596586026,-0.24828399688591973,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/rescue1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_intraday_invariance_dislocation_reversion,morning_15m_two_sided_dislocation_fade_1130,run1,FAIL,limited_core_grid_test,failed,81,0,0.0,0,0.0,0,-1697.5,0.3787740164684355,-0.8646096226555304,37,35.28460827153554,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,95,-4518.75,0.5777855641205326,-0.5951077330405885,-0.28062025693604636,0,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/run1/limited_core_grid_test/stage_result.json,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_intraday_invariance_dislocation_reversion/morning_15m_two_sided_dislocation_fade_1130/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
