trade_id,strategy_name,session_date,contract_symbol,direction,entry_timestamp,exit_timestamp,entry_trigger_price,entry_price,exit_price,initial_stop_price,stop_price,target_price,exit_reason,risk_points,gross_pnl,gross_pnl_before_slippage,net_pnl,r_multiple,commission,slippage_cost,total_transaction_cost,cost_accounting_error,net_liq_after,contracts,entry_event_index,exit_event_index,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,aoi_side,aoi_lineage_id,aoi_box_low,aoi_box_high,aoi_width_points,aoi_additional_category_count,aoi_categories,aoi_confluences,trigger_kind,trigger_value,aoi_eligible_timestamp,aoi_eligible_event_index,aoi_tap_timestamp,aoi_tap_event_index,bubble_qualified_timestamp,bubble_qualified_event_index,order_armed_timestamp,order_armed_event_index,entry_profile_poc,entry_profile_vah,entry_profile_val,midpoint_activated,midpoint_activated_at,source_quality_label,fill_model,managed_bracket_inverted_at_activation,managed_target_already_reached_at_activation
69,yush_range_exact_databento,2025-10-03,ESZ5,long,2025-10-03 10:09:52.895250105-04:00,2025-10-03 10:12:01.324071429-04:00,6776.25,6776.25,6777.5,6774.75,6777.5,6782.25,managed_stop,1.5,62.5,62.5,57.5,0.8333333333333334,5.0,0.0,5.0,0.0,50542.5,1,51558,53820,3.25,0.0,fixed_contracts,VAL,3,6775.25,6775.75,0.5,1,market,ORH,delta_4tick_3m,-301,2025-10-03 09:34:57.582599185-04:00,9641,2025-10-03 10:07:38.332232431-04:00,48366,2025-10-03 10:09:35.061074979-04:00,51158,2025-10-03 10:09:35.061074979-04:00,51158,6778.5,6784.5,6775.25,True,2025-10-03 10:11:49.096307283-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
70,yush_range_exact_databento,2025-10-03,ESZ5,short,2025-10-03 10:25:55.920747745-04:00,2025-10-03 10:26:39.234690143-04:00,6784.0,6784.0,6788.0,6788.0,6788.0,,initial_stop,4.0,-200.0,-200.0,-205.0,-1.0,5.0,0.0,5.0,0.0,50337.5,1,66244,67129,0.0,4.0,fixed_contracts,VAH,30,6784.5,6787.5,3.0,1,market,ONH,delta_4tick_3m,368,2025-10-03 10:16:17.625748899-04:00,58040,2025-10-03 10:25:54.828430633-04:00,66227,2025-10-03 10:25:55.000955991-04:00,66228,2025-10-03 10:25:55.000955991-04:00,66228,6778.5,6784.5,6776.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
71,yush_range_exact_databento,2025-10-06,ESZ5,short,2025-10-06 09:32:07.517763383-04:00,2025-10-06 09:32:43.282713547-04:00,6784.5,6784.5,6783.25,6787.25,6783.25,6783.25,managed_stop,2.75,62.5,62.5,57.5,0.45454545454545453,5.0,0.0,5.0,0.0,50395.0,1,6320,7352,1.25,0.75,fixed_contracts,VAH,3,6785.0,6786.75,1.75,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",delta_4tick_3m,525,2025-10-06 09:30:57.225272671-04:00,3819,2025-10-06 09:31:58.985892111-04:00,5994,2025-10-06 09:31:59.325903271-04:00,6007,2025-10-06 09:31:59.325903271-04:00,6007,6785.0,6786.75,6784.0,True,2025-10-06 09:32:43.273789071-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
72,yush_range_exact_databento,2025-10-06,ESZ5,long,2025-10-06 09:32:54.393173607-04:00,2025-10-06 09:33:35.497392363-04:00,6785.5,6785.5,6782.5,6782.5,6782.5,,initial_stop,3.0,-150.0,-150.0,-155.0,-1.0,5.0,0.0,5.0,0.0,50240.0,1,7631,8684,0.0,3.0,fixed_contracts,VAL,1,6783.0,6785.0,2.0,3,"market,delta_profile,big_trade","ORL,DELTA_1T,BIG_TRADE",delta_4tick_3m,537,2025-10-06 09:30:32.129248199-04:00,2927,2025-10-06 09:32:06.129441823-04:00,6230,2025-10-06 09:32:06.181912229-04:00,6231,2025-10-06 09:32:06.181912229-04:00,6231,6785.0,6786.0,6783.25,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
73,yush_range_exact_databento,2025-10-06,ESZ5,short,2025-10-06 10:44:19.580680045-04:00,2025-10-06 10:45:56.822654477-04:00,6777.0,6777.0,6775.75,6781.0,6775.75,6771.5,managed_stop,4.0,62.5,62.5,57.5,0.3125,5.0,0.0,5.0,0.0,50297.5,1,92353,93401,1.25,1.5,fixed_contracts,VAH,23,6777.5,6780.5,3.0,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",delta_4tick_3m,327,2025-10-06 10:38:52.659949211-04:00,86321,2025-10-06 10:43:34.503686263-04:00,91901,2025-10-06 10:44:07.647520031-04:00,92248,2025-10-06 10:44:07.647520031-04:00,92248,6777.5,6780.5,6771.5,True,2025-10-06 10:45:56.822654477-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
74,yush_range_exact_databento,2025-10-08,ESZ5,short,2025-10-08 09:30:31.436004879-04:00,2025-10-08 09:30:53.343353683-04:00,6773.0,6773.0,6771.75,6777.0,6771.75,6772.75,managed_stop,4.0,62.5,62.5,57.5,0.3125,5.0,0.0,5.0,0.0,50355.0,1,2215,3100,1.25,1.25,fixed_contracts,VAH,3,6773.5,6776.5,3.0,1,market,ONH,delta_4tick_3m,511,2025-10-08 09:30:04.301115451-04:00,734,2025-10-08 09:30:31.351665065-04:00,2210,2025-10-08 09:30:31.366014109-04:00,2211,2025-10-08 09:30:31.366014109-04:00,2211,6773.0,6773.5,6772.75,True,2025-10-08 09:30:53.343353683-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
75,yush_range_exact_databento,2025-10-08,ESZ5,long,2025-10-08 09:31:59.948449169-04:00,2025-10-08 09:33:01.325604259-04:00,6773.0,6773.0,6774.25,6771.75,6774.25,6773.75,managed_stop,1.25,62.5,62.5,57.5,1.0,5.0,0.0,5.0,0.0,50412.5,1,5570,7207,1.25,1.0,fixed_contracts,VAL,4,6772.25,6772.5,0.25,1,market,ORL,delta_4tick_3m,-565,2025-10-08 09:30:32.105375359-04:00,2240,2025-10-08 09:31:49.157439435-04:00,5263,2025-10-08 09:31:58.014466979-04:00,5506,2025-10-08 09:31:58.014466979-04:00,5506,6773.0,6774.0,6772.5,True,2025-10-08 09:33:01.087345941-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
76,yush_range_exact_databento,2025-10-09,ESZ5,long,2025-10-09 09:30:06.107663365-04:00,2025-10-09 09:31:09.713398573-04:00,6805.5,6805.5,6806.75,6802.75,6806.75,6805.75,managed_stop,2.75,62.5,62.5,57.5,0.45454545454545453,5.0,0.0,5.0,0.0,50470.0,1,1020,3721,1.25,2.5,fixed_contracts,VAL,1,6803.25,6805.0,1.75,1,market,PDH,delta_4tick_3m,462,2025-10-09 09:30:00.004031639-04:00,12,2025-10-09 09:30:05.413706403-04:00,978,2025-10-09 09:30:06.107246993-04:00,1019,2025-10-09 09:30:06.107246993-04:00,1019,6805.25,6805.75,6805.0,True,2025-10-09 09:31:09.713398573-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
77,yush_range_exact_databento,2025-10-09,ESZ5,long,2025-10-09 09:38:35.637459267-04:00,2025-10-09 09:41:24.076156447-04:00,6805.5,6805.5,6802.0,6802.0,6802.0,,initial_stop,3.5,-175.0,-175.0,-180.0,-1.0,5.0,0.0,5.0,0.0,50290.0,1,13563,16305,0.5,3.5,fixed_contracts,VAL,4,6802.5,6805.0,2.5,2,"market,delta_profile","ORL,DELTA_4T",delta_4tick_3m,421,2025-10-09 09:35:38.154840745-04:00,10428,2025-10-09 09:38:16.519056585-04:00,13170,2025-10-09 09:38:16.519059099-04:00,13171,2025-10-09 09:38:16.519059099-04:00,13171,6805.25,6805.75,6802.5,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
78,yush_range_exact_databento,2025-10-10,ESZ5,long,2025-10-10 10:20:00.713427275-04:00,2025-10-10 10:21:36.791849411-04:00,6790.5,6790.5,6791.75,6786.5,6791.75,6799.0,managed_stop,4.0,62.5,62.5,57.5,0.3125,5.0,0.0,5.0,0.0,50347.5,1,78955,81074,2.75,1.5,fixed_contracts,VAL,41,6787.0,6790.0,3.0,2,"market,big_trade","ORH,BIG_TRADE",delta_4tick_3m,301,2025-10-10 10:06:46.231799403-04:00,61337,2025-10-10 10:16:04.395883277-04:00,72870,2025-10-10 10:19:06.197599843-04:00,77896,2025-10-10 10:19:06.197599843-04:00,77896,6792.5,6799.25,6787.0,True,2025-10-10 10:21:25.064513477-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
79,yush_range_exact_databento,2025-10-10,ESZ5,short,2025-10-10 10:30:52.800911115-04:00,2025-10-10 10:31:24.114951761-04:00,6794.5,6794.5,6793.25,6798.5,6793.25,6787.5,managed_stop,4.0,62.5,62.5,57.5,0.3125,5.0,0.0,5.0,0.0,50405.0,1,90965,91450,2.25,0.0,fixed_contracts,VAH,42,6795.0,6798.0,3.0,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",delta_4tick_3m,306,2025-10-10 10:18:21.762555313-04:00,77002,2025-10-10 10:30:43.790989911-04:00,90710,2025-10-10 10:30:48.334747363-04:00,90855,2025-10-10 10:30:48.334747363-04:00,90855,6792.5,6798.0,6787.5,True,2025-10-10 10:31:16.274267681-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
80,yush_range_exact_databento,2025-10-13,ESZ5,short,2025-10-13 09:45:15.249713195-04:00,2025-10-13 09:45:50.326245925-04:00,6672.25,6672.25,6671.0,6675.0,6671.0,6663.5,managed_stop,2.75,62.5,62.5,57.5,0.45454545454545453,5.0,0.0,5.0,0.0,50462.5,1,48698,51903,4.75,1.0,fixed_contracts,VAH,11,6672.75,6674.5,1.75,2,"market,delta_profile","ORH,DELTA_4T",big_trade_100ms,206,2025-10-13 09:40:20.591200985-04:00,35243,2025-10-13 09:44:42.127168451-04:00,47088,2025-10-13 09:45:15.249713195-04:00,48682,2025-10-13 09:45:15.249713195-04:00,48682,6670.75,6674.5,6663.5,True,2025-10-13 09:45:20.134069665-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
81,yush_range_exact_databento,2025-10-14,ESZ5,long,2025-10-14 09:51:13.435632839-04:00,2025-10-14 09:55:24.891446193-04:00,6603.5,6603.5,6628.0,6601.5,6604.75,6628.0,target,2.0,1225.0,1225.0,1220.0,12.25,5.0,0.0,5.0,0.0,51682.5,1,77100,88380,24.5,0.5,fixed_contracts,VAL,8,6602.0,6603.0,1.0,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",big_trade_100ms,274,2025-10-14 09:42:43.039871679-04:00,46621,2025-10-14 09:51:13.327750603-04:00,76983,2025-10-14 09:51:13.338578889-04:00,77050,2025-10-14 09:51:13.338578889-04:00,77050,6609.75,6628.5,6603.0,True,2025-10-14 09:52:26.297148579-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
82,yush_range_exact_databento,2025-10-15,ESZ5,short,2025-10-15 09:32:11.413619885-04:00,2025-10-15 09:32:24.904043143-04:00,6731.5,6731.5,6733.0,6733.0,6733.0,,initial_stop,1.5,-75.0,-75.0,-80.0,-1.0,5.0,0.0,5.0,0.0,51602.5,1,7338,7704,0.5,1.5,fixed_contracts,VAH,4,6732.0,6732.5,0.5,1,market,ORH,delta_4tick_3m,302,2025-10-15 09:31:21.365955495-04:00,5035,2025-10-15 09:32:08.246371389-04:00,7215,2025-10-15 09:32:11.376440339-04:00,7329,2025-10-15 09:32:11.376440339-04:00,7329,6729.0,6732.0,6728.25,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
83,yush_range_exact_databento,2025-10-16,ESZ5,long,2025-10-16 09:38:17.240968013-04:00,2025-10-16 09:38:26.437585671-04:00,6732.5,6732.5,6733.75,6729.5,6733.75,6733.5,managed_stop,3.0,62.5,62.5,57.5,0.4166666666666667,5.0,0.0,5.0,0.0,51660.0,1,17152,17433,1.25,0.25,fixed_contracts,VAL,1,6730.0,6732.0,2.0,3,"market,delta_profile,big_trade","ORL,DELTA_1T,BIG_TRADE",big_trade_100ms,254,2025-10-16 09:30:32.005904607-04:00,2399,2025-10-16 09:37:44.242541045-04:00,16212,2025-10-16 09:37:53.669678415-04:00,16485,2025-10-16 09:37:53.669678415-04:00,16485,6732.0,6733.5,6730.0,True,2025-10-16 09:38:26.437585671-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
84,yush_range_exact_databento,2025-10-16,ESZ5,long,2025-10-16 10:08:53.647837455-04:00,2025-10-16 10:09:30.821699183-04:00,6727.75,6727.75,6725.25,6725.25,6725.25,,initial_stop,2.5,-125.0,-125.0,-130.0,-1.0,5.0,0.0,5.0,0.0,51530.0,1,75794,77007,1.5,2.5,fixed_contracts,VAL,20,6725.75,6727.25,1.5,1,delta_profile,DELTA_4T,delta_4tick_3m,-448,2025-10-16 10:08:38.384865873-04:00,75351,2025-10-16 10:08:38.385086835-04:00,75352,2025-10-16 10:08:39.766676349-04:00,75448,2025-10-16 10:08:39.766676349-04:00,75448,6730.75,6734.25,6727.25,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
85,yush_range_exact_databento,2025-10-17,ESZ5,short,2025-10-17 10:05:50.119882847-04:00,2025-10-17 10:06:04.308976899-04:00,6671.5,6671.5,6675.5,6675.5,6675.5,,initial_stop,4.0,-200.0,-200.0,-205.0,-1.0,5.0,0.0,5.0,0.0,51325.0,1,109156,109686,0.5,4.0,fixed_contracts,VAH,58,6672.0,6675.0,3.0,3,"market,delta_profile,big_trade","ONH,DELTA_1T,BIG_TRADE",delta_4tick_3m,368,2025-10-17 09:55:06.813485069-04:00,77883,2025-10-17 10:05:12.787964543-04:00,107795,2025-10-17 10:05:25.391640089-04:00,108318,2025-10-17 10:05:25.391640089-04:00,108318,6658.0,6674.0,6650.5,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
86,yush_range_exact_databento,2025-10-21,ESZ5,short,2025-10-21 09:30:53.932624605-04:00,2025-10-21 09:30:57.142927947-04:00,6773.75,6773.75,6772.5,6775.25,6772.5,6773.25,managed_stop,1.5,62.5,62.5,57.5,0.8333333333333334,5.0,0.0,5.0,0.0,51382.5,1,2767,2891,1.25,0.5,fixed_contracts,VAH,8,6774.25,6774.75,0.5,1,market,ORH,delta_4tick_3m,647,2025-10-21 09:30:52.892930799-04:00,2747,2025-10-21 09:30:52.909145367-04:00,2748,2025-10-21 09:30:52.941672691-04:00,2749,2025-10-21 09:30:52.941672691-04:00,2749,6773.25,6774.25,6773.25,True,2025-10-21 09:30:57.142927947-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
87,yush_range_exact_databento,2025-10-21,ESZ5,short,2025-10-21 10:17:26.068769995-04:00,2025-10-21 10:19:45.048320277-04:00,6771.25,6771.25,6774.5,6774.5,6774.5,,initial_stop,3.25,-162.5,-162.5,-167.5,-1.0,5.0,0.0,5.0,0.0,51215.0,1,67689,71051,1.75,3.25,fixed_contracts,VAH,23,6771.75,6774.0,2.25,2,"market,delta_profile","PDC,DELTA_4T",delta_4tick_3m,404,2025-10-21 10:17:23.709165731-04:00,67368,2025-10-21 10:17:25.973865041-04:00,67569,2025-10-21 10:17:25.974587735-04:00,67570,2025-10-21 10:17:25.974587735-04:00,67570,6768.5,6774.0,6764.25,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
88,yush_range_exact_databento,2025-10-22,ESZ5,short,2025-10-22 09:55:16.755098639-04:00,2025-10-22 09:55:22.526641993-04:00,6773.25,6773.25,6772.0,6776.25,6772.0,6768.5,managed_stop,3.0,62.5,62.5,57.5,0.4166666666666667,5.0,0.0,5.0,0.0,51272.5,1,42692,42838,1.25,0.25,fixed_contracts,VAH,7,6773.75,6775.75,2.0,1,market,ORL,delta_4tick_3m,310,2025-10-22 09:43:19.550567315-04:00,27121,2025-10-22 09:53:34.399701773-04:00,40869,2025-10-22 09:54:56.413714141-04:00,42149,2025-10-22 09:54:56.413714141-04:00,42149,6771.0,6775.75,6768.5,True,2025-10-22 09:55:22.526641993-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
89,yush_range_exact_databento,2025-10-23,ESZ5,short,2025-10-23 10:47:08.208974667-04:00,2025-10-23 10:48:09.170320793-04:00,6759.0,6759.0,6760.5,6760.5,6760.5,,initial_stop,1.5,-75.0,-75.0,-80.0,-1.0,5.0,0.0,5.0,0.0,51192.5,1,118315,119178,0.0,1.5,fixed_contracts,VAH,12,6759.5,6760.0,0.5,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",delta_4tick_3m,328,2025-10-23 10:13:12.706847255-04:00,69715,2025-10-23 10:47:05.760215397-04:00,118256,2025-10-23 10:47:07.080460193-04:00,118294,2025-10-23 10:47:07.080460193-04:00,118294,6755.0,6760.0,6746.0,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
90,yush_range_exact_databento,2025-10-24,ESZ5,long,2025-10-24 09:49:55.315738797-04:00,2025-10-24 09:50:10.629221711-04:00,6826.5,6826.5,6824.25,6824.25,6824.25,,initial_stop,2.25,-112.5,-112.5,-117.5,-1.0,5.0,0.0,5.0,0.0,51075.0,1,42567,43169,0.25,2.25,fixed_contracts,VAL,10,6824.75,6826.0,1.25,2,"delta_profile,big_trade","DELTA_1T,BIG_TRADE",delta_4tick_3m,-369,2025-10-24 09:46:26.016870323-04:00,35637,2025-10-24 09:49:24.635399275-04:00,41638,2025-10-24 09:49:54.899000203-04:00,42544,2025-10-24 09:49:54.899000203-04:00,42544,6826.0,6833.75,6824.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
91,yush_range_exact_databento,2025-10-27,ESZ5,long,2025-10-27 09:39:33.017465077-04:00,2025-10-27 09:41:24.903705977-04:00,6884.5,6884.5,6881.25,6881.25,6881.25,,initial_stop,3.25,-162.5,-162.5,-167.5,-1.0,5.0,0.0,5.0,0.0,50907.5,1,17414,19628,0.0,3.25,fixed_contracts,VAL,7,6881.75,6884.0,2.25,2,"market,delta_profile","ORL,DELTA_4T",delta_4tick_3m,383,2025-10-27 09:31:54.362035087-04:00,5611,2025-10-27 09:39:29.410100629-04:00,17360,2025-10-27 09:39:29.410134851-04:00,17361,2025-10-27 09:39:29.410134851-04:00,17361,6884.0,6886.75,6881.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
92,yush_range_exact_databento,2025-10-27,ESZ5,short,2025-10-27 09:53:38.337653781-04:00,2025-10-27 09:58:23.995570419-04:00,6884.25,6884.25,6887.5,6887.5,6887.5,,initial_stop,3.25,-162.5,-162.5,-167.5,-1.0,5.0,0.0,5.0,0.0,50740.0,1,32759,36827,1.0,3.25,fixed_contracts,VAH,6,6884.75,6887.0,2.25,3,"market,delta_profile,big_trade","ORH,DELTA_4T,BIG_TRADE",delta_4tick_3m,315,2025-10-27 09:30:32.021913751-04:00,2773,2025-10-27 09:52:27.488758827-04:00,31683,2025-10-27 09:53:28.437215609-04:00,32627,2025-10-27 09:53:28.437215609-04:00,32627,6884.0,6885.25,6880.5,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
93,yush_range_exact_databento,2025-10-28,ESZ5,short,2025-10-28 09:31:52.490687815-04:00,2025-10-28 09:32:10.951305239-04:00,6926.25,6926.25,6925.0,6927.75,6925.0,6924.25,managed_stop,1.5,62.5,62.5,57.5,0.8333333333333334,5.0,0.0,5.0,0.0,50797.5,1,5951,6455,1.25,0.25,fixed_contracts,VAH,2,6926.75,6927.25,0.5,1,market,ORH,delta_4tick_3m,340,2025-10-28 09:30:00.017821367-04:00,59,2025-10-28 09:31:34.692497939-04:00,5438,2025-10-28 09:31:39.157325021-04:00,5580,2025-10-28 09:31:39.157325021-04:00,5580,6925.5,6926.75,6924.25,True,2025-10-28 09:32:10.853146187-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
94,yush_range_exact_databento,2025-10-29,ESZ5,long,2025-10-29 09:31:10.116661365-04:00,2025-10-29 09:31:36.017987259-04:00,6938.5,6938.5,6939.75,6936.75,6939.75,6939.75,managed_stop,1.75,62.5,62.5,57.5,0.7142857142857143,5.0,0.0,5.0,0.0,50855.0,1,3612,4620,1.25,0.5,fixed_contracts,VAL,3,6937.25,6938.0,0.75,1,market,ORL,delta_4tick_3m,325,2025-10-29 09:30:32.005986119-04:00,2168,2025-10-29 09:31:10.007813603-04:00,3606,2025-10-29 09:31:10.065464823-04:00,3607,2025-10-29 09:31:10.065464823-04:00,3607,6940.25,6940.75,6937.25,True,2025-10-29 09:31:36.017987259-04:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
95,yush_range_exact_databento,2025-10-29,ESZ5,long,2025-10-29 10:14:58.799101183-04:00,2025-10-29 10:18:03.986290647-04:00,6943.0,6943.0,6941.0,6941.0,6941.0,,initial_stop,2.0,-100.0,-100.0,-105.0,-1.0,5.0,0.0,5.0,0.0,50750.0,1,50875,53065,0.75,2.0,fixed_contracts,VAL,8,6941.5,6942.5,1.0,2,"market,delta_profile","ORH,DELTA_4T",delta_4tick_3m,-301,2025-10-29 09:39:54.959681401-04:00,15135,2025-10-29 10:14:49.602025933-04:00,50720,2025-10-29 10:14:53.737144441-04:00,50814,2025-10-29 10:14:53.737144441-04:00,50814,6943.25,6948.0,6941.5,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
96,yush_range_exact_databento,2025-10-31,ESZ5,long,2025-10-31 09:31:15.089202971-04:00,2025-10-31 09:31:30.674805113-04:00,6899.25,6899.25,6897.5,6897.5,6897.5,,initial_stop,1.75,-87.5,-87.5,-92.5,-1.0,5.0,0.0,5.0,0.0,50657.5,1,4574,5357,0.25,1.75,fixed_contracts,VAL,1,6898.0,6898.75,0.75,1,market,ORL,delta_4tick_3m,-305,2025-10-31 09:30:32.007073121-04:00,2868,2025-10-31 09:31:12.624196425-04:00,4487,2025-10-31 09:31:14.906560045-04:00,4571,2025-10-31 09:31:14.906560045-04:00,4571,6899.75,6900.75,6898.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
97,yush_range_exact_databento,2025-11-05,ESZ5,long,2025-11-05 09:30:22.572724673-05:00,2025-11-05 09:30:25.690079813-05:00,6797.5,6797.5,6798.5,6794.25,6798.75,6798.5,target,3.25,50.0,50.0,45.0,0.3076923076923077,5.0,0.0,5.0,0.0,50702.5,1,2494,2611,1.5,0.25,fixed_contracts,VAL,1,6794.75,6797.0,2.25,1,market,PDL,delta_4tick_3m,-322,2025-11-05 09:30:00.204780953-05:00,217,2025-11-05 09:30:22.484615951-05:00,2488,2025-11-05 09:30:22.485443857-05:00,2489,2025-11-05 09:30:22.485443857-05:00,2489,6797.75,6798.5,6797.0,True,2025-11-05 09:30:25.690079813-05:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
98,yush_range_exact_databento,2025-11-05,ESZ5,short,2025-11-05 09:32:39.131592593-05:00,2025-11-05 09:32:45.021299677-05:00,6798.75,6798.75,6797.5,6800.0,6797.5,6797.0,managed_stop,1.25,62.5,62.5,57.5,1.0,5.0,0.0,5.0,0.0,50760.0,1,8150,8377,1.25,1.0,fixed_contracts,VAH,3,6799.25,6799.5,0.25,1,market,ORH,delta_4tick_3m,317,2025-11-05 09:30:32.008799705-05:00,2882,2025-11-05 09:32:33.591398195-05:00,8020,2025-11-05 09:32:35.610707869-05:00,8068,2025-11-05 09:32:35.610707869-05:00,8068,6797.75,6799.25,6797.0,True,2025-11-05 09:32:45.021299677-05:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
99,yush_range_exact_databento,2025-11-06,ESZ5,long,2025-11-06 09:30:36.055684275-05:00,2025-11-06 09:31:12.574826801-05:00,6813.5,6813.5,6814.75,6810.75,6814.75,6813.75,managed_stop,2.75,62.5,62.5,57.5,0.45454545454545453,5.0,0.0,5.0,0.0,50817.5,1,3177,4887,1.25,2.5,fixed_contracts,VAL,1,6811.25,6813.0,1.75,2,"market,delta_profile","ORL,DELTA_4T",delta_4tick_3m,303,2025-11-06 09:30:32.010255631-05:00,3011,2025-11-06 09:30:35.871310151-05:00,3162,2025-11-06 09:30:36.015895623-05:00,3164,2025-11-06 09:30:36.015895623-05:00,3164,6812.75,6814.0,6812.25,True,2025-11-06 09:31:12.547385681-05:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,True,True
100,yush_range_exact_databento,2025-11-07,ESZ5,short,2025-11-07 10:20:40.082970733-05:00,2025-11-07 10:21:47.800684095-05:00,6710.25,6710.25,6713.5,6713.5,6713.5,,initial_stop,3.25,-162.5,-162.5,-167.5,-1.0,5.0,0.0,5.0,0.0,50650.0,1,136183,138722,4.0,3.25,fixed_contracts,VAH,25,6710.75,6713.0,2.25,3,"market,delta_profile,big_trade","ONL,DELTA_1T,BIG_TRADE",delta_4tick_3m,380,2025-11-07 10:15:07.993913171-05:00,122696,2025-11-07 10:20:39.458354647-05:00,136051,2025-11-07 10:20:39.462028311-05:00,136064,2025-11-07 10:20:39.462028311-05:00,136064,6710.0,6710.75,6694.75,False,,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,,
101,yush_range_exact_databento,2025-11-10,ESZ5,long,2025-11-10 09:32:33.838393357-05:00,2025-11-10 09:32:49.402228723-05:00,6820.0,6820.0,6821.25,6816.75,6821.25,6823.75,managed_stop,3.25,62.5,62.5,57.5,0.38461538461538464,5.0,0.0,5.0,0.0,50707.5,1,10247,10773,1.25,1.5,fixed_contracts,VAL,3,6817.25,6819.5,2.25,1,market,ORH,delta_4tick_3m,534,2025-11-10 09:32:24.103457099-05:00,9776,2025-11-10 09:32:27.851465411-05:00,9959,2025-11-10 09:32:32.337329439-05:00,10179,2025-11-10 09:32:32.337329439-05:00,10179,6819.75,6823.75,6817.25,True,2025-11-10 09:32:49.401908289-05:00,Direct Databento GLBX trades messages; active outright; not MBO.,user_directed_exact_trigger_price_zero_slippage,False,False
