time_bucket,trades,net_profit,average_trade,win_rate
09:30,178,-2115.0,-11.882022471910112,0.5898876404494382
09:45,35,1075.0,30.714285714285715,0.5714285714285714
10:00,30,162.5,5.416666666666667,0.4666666666666667
10:15,14,-1557.5,-111.25,0.14285714285714285
10:30,15,-412.5,-27.5,0.3333333333333333
10:45,9,242.5,26.944444444444443,0.6666666666666666
