session_date,net_pnl,gross_pnl,trades,wins,losses
2025-07-14,-67.5,-62.5,1,0,1
2025-07-15,57.5,62.5,1,1,0
2025-07-17,2.5,12.5,2,1,1
2025-07-18,115.0,125.0,2,2,0
2025-07-21,-67.5,-62.5,1,0,1
2025-07-24,57.5,62.5,1,1,0
2025-07-25,115.0,125.0,2,2,0
2025-07-28,-40.0,-25.0,3,2,1
2025-07-29,-22.5,-12.5,2,1,1
2025-07-30,57.5,62.5,1,1,0
2025-08-01,-142.5,-137.5,1,0,1
2025-08-04,-142.5,-137.5,1,0,1
2025-08-06,-92.5,-87.5,1,0,1
2025-08-07,57.5,62.5,1,1,0
2025-08-11,-185.0,-175.0,2,0,2
2025-08-12,57.5,62.5,1,1,0
2025-08-13,57.5,62.5,1,1,0
2025-08-14,-117.5,-112.5,1,0,1
2025-08-18,-167.5,-162.5,1,0,1
2025-08-20,-92.5,-87.5,1,0,1
2025-08-21,-142.5,-137.5,1,0,1
2025-08-25,115.0,125.0,2,2,0
2025-08-26,115.0,125.0,2,2,0
2025-09-02,-72.5,-62.5,2,1,1
2025-09-03,115.0,125.0,2,2,0
2025-09-04,115.0,125.0,2,2,0
2025-09-05,-117.5,-112.5,1,0,1
2025-09-08,115.0,125.0,2,2,0
2025-09-09,-110.0,-100.0,2,1,1
2025-09-10,-60.0,-50.0,2,1,1
2025-09-11,-222.5,-212.5,2,0,2
2025-09-12,90.0,100.0,2,2,0
2025-09-15,57.5,62.5,1,1,0
2025-09-16,-80.0,-75.0,1,0,1
2025-09-17,115.0,125.0,2,2,0
2025-09-18,115.0,125.0,2,2,0
2025-09-19,57.5,62.5,1,1,0
2025-09-23,-47.5,-37.5,2,1,1
2025-09-24,115.0,125.0,2,2,0
2025-09-26,-172.5,-162.5,2,0,2
2025-09-29,115.0,125.0,2,2,0
2025-09-30,427.5,437.5,2,2,0
2025-10-02,57.5,62.5,1,1,0
2025-10-03,197.5,212.5,3,2,1
2025-10-06,-40.0,-25.0,3,2,1
2025-10-08,115.0,125.0,2,2,0
2025-10-09,-122.5,-112.5,2,1,1
2025-10-10,115.0,125.0,2,2,0
2025-10-13,57.5,62.5,1,1,0
2025-10-14,1220.0,1225.0,1,1,0
2025-10-15,-80.0,-75.0,1,0,1
2025-10-16,-72.5,-62.5,2,1,1
2025-10-17,-205.0,-200.0,1,0,1
2025-10-21,-110.0,-100.0,2,1,1
2025-10-22,57.5,62.5,1,1,0
2025-10-23,-80.0,-75.0,1,0,1
2025-10-24,-117.5,-112.5,1,0,1
2025-10-27,-335.0,-325.0,2,0,2
2025-10-28,57.5,62.5,1,1,0
2025-10-29,-47.5,-37.5,2,1,1
2025-10-31,-92.5,-87.5,1,0,1
2025-11-05,102.5,112.5,2,2,0
2025-11-06,57.5,62.5,1,1,0
2025-11-07,-167.5,-162.5,1,0,1
2025-11-10,57.5,62.5,1,1,0
2025-11-11,-47.5,-37.5,2,1,1
2025-11-12,-147.5,-137.5,2,1,1
2025-11-17,-55.0,-50.0,1,0,1
2025-11-19,-110.0,-100.0,2,1,1
2025-11-20,185.0,200.0,3,2,1
2025-11-21,172.5,187.5,3,3,0
2025-11-24,-490.0,-475.0,3,0,3
2025-11-25,-92.5,-87.5,1,0,1
2025-11-26,-247.5,-237.5,2,0,2
2025-12-01,57.5,62.5,1,1,0
2025-12-04,115.0,125.0,2,2,0
2025-12-05,-92.5,-87.5,1,0,1
2025-12-08,-117.5,-112.5,1,0,1
2025-12-09,327.5,337.5,2,2,0
2025-12-10,-155.0,-150.0,1,0,1
2025-12-11,-260.0,-250.0,2,0,2
2025-12-16,57.5,62.5,1,1,0
2025-12-19,320.0,325.0,1,1,0
2025-12-22,-215.0,-200.0,3,1,2
2025-12-23,-130.0,-125.0,1,0,1
2025-12-24,-105.0,-100.0,1,0,1
2025-12-26,-155.0,-150.0,1,0,1
2025-12-29,-117.5,-112.5,1,0,1
2025-12-31,-92.5,-87.5,1,0,1
2026-01-02,57.5,62.5,1,1,0
2026-01-05,-47.5,-37.5,2,1,1
2026-01-06,-147.5,-137.5,2,1,1
2026-01-07,-105.0,-100.0,1,0,1
2026-01-08,-110.0,-100.0,2,1,1
2026-01-09,-47.5,-37.5,2,1,1
2026-01-13,-47.5,-37.5,2,1,1
2026-01-14,-192.5,-187.5,1,0,1
2026-01-15,-40.0,-25.0,3,2,1
2026-01-16,57.5,62.5,1,1,0
2026-01-20,-180.0,-175.0,1,0,1
2026-01-22,-177.5,-162.5,3,1,2
2026-01-27,57.5,62.5,1,1,0
2026-01-28,57.5,62.5,1,1,0
2026-01-30,385.0,400.0,3,1,2
2026-02-02,-92.5,-87.5,1,0,1
2026-02-03,57.5,62.5,1,1,0
2026-02-04,-92.5,-87.5,1,0,1
2026-02-05,57.5,62.5,1,1,0
2026-02-06,-142.5,-137.5,1,0,1
2026-02-10,-122.5,-112.5,2,1,1
2026-02-12,-35.0,-25.0,2,1,1
2026-02-13,-130.0,-125.0,1,0,1
2026-02-17,57.5,62.5,1,1,0
2026-02-18,-92.5,-87.5,1,0,1
2026-02-20,57.5,62.5,1,1,0
2026-02-23,-67.5,-62.5,1,0,1
2026-02-24,-297.5,-287.5,2,0,2
2026-02-25,-22.5,-12.5,2,1,1
2026-02-26,115.0,125.0,2,2,0
2026-02-27,-155.0,-150.0,1,0,1
2026-03-02,-105.0,-100.0,1,0,1
2026-03-05,-117.5,-112.5,1,0,1
2026-03-09,-205.0,-200.0,1,0,1
2026-03-10,-190.0,-175.0,3,1,2
2026-03-11,57.5,62.5,1,1,0
2026-03-12,-122.5,-112.5,2,1,1
2026-03-13,57.5,62.5,1,1,0
2026-03-17,-197.5,-187.5,2,0,2
2026-03-18,265.0,275.0,2,1,1
2026-03-19,-92.5,-87.5,1,0,1
2026-03-24,57.5,62.5,1,1,0
2026-03-26,-155.0,-150.0,1,0,1
2026-03-27,57.5,62.5,1,1,0
2026-03-31,57.5,62.5,1,1,0
2026-04-01,90.0,100.0,2,2,0
2026-04-02,57.5,62.5,1,1,0
2026-04-06,-55.0,-50.0,1,0,1
2026-04-08,57.5,62.5,1,1,0
2026-04-09,115.0,125.0,2,2,0
2026-04-10,172.5,187.5,3,3,0
2026-04-14,57.5,62.5,1,1,0
2026-04-15,-15.0,0.0,3,2,1
2026-04-16,57.5,62.5,1,1,0
2026-04-17,57.5,62.5,1,1,0
2026-04-20,172.5,187.5,3,3,0
2026-04-21,115.0,125.0,2,2,0
2026-04-22,115.0,125.0,2,2,0
2026-04-23,-67.5,-62.5,1,0,1
2026-04-24,365.0,375.0,2,2,0
2026-04-27,-117.5,-112.5,1,0,1
2026-04-28,57.5,62.5,1,1,0
2026-05-04,57.5,62.5,1,1,0
2026-05-05,-135.0,-125.0,2,1,1
2026-05-06,372.5,387.5,3,2,1
2026-05-07,-55.0,-50.0,1,0,1
2026-05-08,-60.0,-50.0,2,1,1
2026-05-11,-192.5,-187.5,1,0,1
2026-05-12,-117.5,-112.5,1,0,1
2026-05-13,-260.0,-250.0,2,0,2
2026-05-18,-110.0,-100.0,2,1,1
2026-05-19,-172.5,-162.5,2,0,2
2026-05-20,547.5,562.5,3,2,1
2026-05-21,57.5,62.5,1,1,0
2026-05-26,-222.5,-212.5,2,0,2
2026-05-27,-22.5,-12.5,2,1,1
2026-05-28,-92.5,-87.5,1,0,1
2026-06-01,-40.0,-25.0,3,2,1
2026-06-02,57.5,62.5,1,1,0
2026-06-03,-142.5,-137.5,1,0,1
2026-06-04,-197.5,-187.5,2,0,2
2026-06-05,-92.5,-87.5,1,0,1
2026-06-08,-205.0,-200.0,1,0,1
2026-06-09,57.5,62.5,1,1,0
2026-06-10,57.5,62.5,1,1,0
2026-06-22,370.0,375.0,1,1,0
2026-06-24,-360.0,-350.0,2,0,2
2026-06-25,115.0,125.0,2,2,0
2026-06-30,-92.5,-87.5,1,0,1
2026-07-01,-35.0,-25.0,2,1,1
2026-07-08,-92.5,-87.5,1,0,1
2026-07-10,-130.0,-125.0,1,0,1
