previous_rth_available,overnight_available,events,neutral_side_events,aoi_eligible_events,taps,delta_bubbles,big_trade_bubbles,orders_armed,fill_gate_rejections,target_guard_exits,news_resets,news_flatten_trades,session_date,contract_symbol,source_events,trades,input_was_canonically_sorted,canonical_event_order
True,True,112870,0,13,65,3867,999,5,0,0,0,0,2026-04-10,ESM6,112870,3,True,utc_timestamp_ns_then_source_ordinal
True,True,119318,0,28,102,10958,25677,6,1,0,0,0,2026-04-13,ESM6,119318,0,True,utc_timestamp_ns_then_source_ordinal
True,True,102726,0,43,84,10150,14218,1,0,0,0,0,2026-04-14,ESM6,102726,1,True,utc_timestamp_ns_then_source_ordinal
True,True,109731,0,24,48,927,0,4,0,0,0,0,2026-04-15,ESM6,109731,3,True,utc_timestamp_ns_then_source_ordinal
True,True,109630,0,15,52,7751,0,8,4,0,0,0,2026-04-16,ESM6,109630,1,True,utc_timestamp_ns_then_source_ordinal
True,True,148606,0,17,82,19052,23440,2,0,0,0,0,2026-04-17,ESM6,148606,1,True,utc_timestamp_ns_then_source_ordinal
True,True,124134,0,5,34,2369,1437,6,2,0,0,0,2026-04-20,ESM6,124134,3,True,utc_timestamp_ns_then_source_ordinal
True,True,112817,0,17,39,3207,2601,8,0,0,0,0,2026-04-21,ESM6,112817,2,True,utc_timestamp_ns_then_source_ordinal
True,True,104788,0,33,57,3080,13688,6,0,0,0,0,2026-04-22,ESM6,104788,2,True,utc_timestamp_ns_then_source_ordinal
True,True,102150,0,22,30,7338,15270,6,0,0,0,0,2026-04-23,ESM6,102150,1,True,utc_timestamp_ns_then_source_ordinal
True,True,120502,0,28,93,1699,0,9,0,0,0,0,2026-04-24,ESM6,120502,2,True,utc_timestamp_ns_then_source_ordinal
True,True,106455,0,10,141,7519,3044,10,0,0,0,0,2026-04-27,ESM6,106455,1,True,utc_timestamp_ns_then_source_ordinal
True,True,140004,0,8,94,6261,31177,9,0,0,0,0,2026-04-28,ESM6,140004,1,True,utc_timestamp_ns_then_source_ordinal
True,True,92972,0,12,102,5585,3693,6,1,0,0,0,2026-04-29,ESM6,92972,0,True,utc_timestamp_ns_then_source_ordinal
True,True,152874,0,40,70,2869,7317,0,0,0,0,0,2026-04-30,ESM6,152874,0,True,utc_timestamp_ns_then_source_ordinal
True,True,129540,0,41,76,11147,4974,0,0,0,0,0,2026-05-01,ESM6,129540,0,True,utc_timestamp_ns_then_source_ordinal
True,True,93753,0,3,56,8116,106142,7,0,0,0,0,2026-05-04,ESM6,93753,1,True,utc_timestamp_ns_then_source_ordinal
True,True,112029,0,12,80,5160,1873,7,0,0,0,0,2026-05-05,ESM6,112029,2,True,utc_timestamp_ns_then_source_ordinal
True,True,130047,0,20,45,1337,1797,3,0,0,0,0,2026-05-06,ESM6,130047,3,True,utc_timestamp_ns_then_source_ordinal
True,True,107931,0,25,60,6055,50,13,0,0,0,0,2026-05-07,ESM6,107931,1,True,utc_timestamp_ns_then_source_ordinal
True,True,101823,0,37,64,4642,8351,5,0,0,0,0,2026-05-08,ESM6,101823,2,True,utc_timestamp_ns_then_source_ordinal
True,True,104123,0,19,40,10925,16888,4,0,0,0,0,2026-05-11,ESM6,104123,1,True,utc_timestamp_ns_then_source_ordinal
True,True,145417,0,13,68,11599,12506,9,0,0,0,0,2026-05-12,ESM6,145417,1,True,utc_timestamp_ns_then_source_ordinal
True,True,118254,0,20,111,4479,1583,11,0,0,0,0,2026-05-13,ESM6,118254,2,True,utc_timestamp_ns_then_source_ordinal
True,True,109265,0,25,70,13298,11870,2,1,0,0,0,2026-05-14,ESM6,109265,0,True,utc_timestamp_ns_then_source_ordinal
True,True,181807,0,39,78,5916,4976,0,0,0,0,0,2026-05-15,ESM6,181807,0,True,utc_timestamp_ns_then_source_ordinal
True,True,195546,0,22,95,2139,11,2,0,0,0,0,2026-05-18,ESM6,195546,2,True,utc_timestamp_ns_then_source_ordinal
True,True,209201,0,38,128,13004,22535,18,0,0,0,0,2026-05-19,ESM6,209201,2,True,utc_timestamp_ns_then_source_ordinal
True,True,179854,0,20,50,1986,3324,6,1,0,0,0,2026-05-20,ESM6,179854,3,True,utc_timestamp_ns_then_source_ordinal
True,True,167181,0,23,105,3813,9457,6,1,0,0,0,2026-05-21,ESM6,167181,1,True,utc_timestamp_ns_then_source_ordinal
True,True,115992,0,24,57,1561,4183,0,0,0,0,0,2026-05-22,ESM6,115992,0,True,utc_timestamp_ns_then_source_ordinal
True,True,8783,0,5,8,0,0,0,0,0,0,0,2026-05-25,ESM6,8783,0,True,utc_timestamp_ns_then_source_ordinal
True,True,102108,0,25,32,3615,9240,6,0,0,0,0,2026-05-26,ESM6,102108,2,True,utc_timestamp_ns_then_source_ordinal
True,True,142602,0,27,69,6536,6303,4,0,0,0,0,2026-05-27,ESM6,142602,2,True,utc_timestamp_ns_then_source_ordinal
True,True,131108,0,17,82,3181,0,3,0,0,0,0,2026-05-28,ESM6,131108,1,True,utc_timestamp_ns_then_source_ordinal
True,True,138756,0,13,107,17819,15277,6,0,0,0,0,2026-05-29,ESM6,138756,0,True,utc_timestamp_ns_then_source_ordinal
True,True,113470,0,10,60,4279,0,8,0,0,0,0,2026-06-01,ESM6,113470,3,True,utc_timestamp_ns_then_source_ordinal
True,True,98176,0,9,63,12436,11468,9,1,0,0,0,2026-06-02,ESM6,98176,1,True,utc_timestamp_ns_then_source_ordinal
True,True,124129,0,32,58,10401,11306,7,2,0,0,0,2026-06-03,ESM6,124129,1,True,utc_timestamp_ns_then_source_ordinal
True,True,116660,0,20,55,1393,1145,8,0,0,0,0,2026-06-04,ESM6,116660,2,True,utc_timestamp_ns_then_source_ordinal
True,True,173783,0,41,75,5881,47,2,0,0,0,0,2026-06-05,ESM6,173783,1,True,utc_timestamp_ns_then_source_ordinal
True,True,167387,0,28,112,365,4221,2,0,0,0,0,2026-06-08,ESM6,167387,1,True,utc_timestamp_ns_then_source_ordinal
True,True,217463,0,20,59,11099,10266,5,1,0,0,0,2026-06-09,ESM6,217463,1,True,utc_timestamp_ns_then_source_ordinal
True,True,177103,0,29,154,5052,20110,1,0,0,0,0,2026-06-10,ESM6,177103,1,True,utc_timestamp_ns_then_source_ordinal
True,True,193154,0,22,40,446,0,0,0,0,0,0,2026-06-11,ESM6,193154,0,True,utc_timestamp_ns_then_source_ordinal
True,True,173703,0,15,110,1073,15393,0,0,0,0,0,2026-06-12,ESM6,173703,0,True,utc_timestamp_ns_then_source_ordinal
True,True,73746,0,42,58,729,0,1,0,0,0,0,2026-06-15,ESM6,73746,0,True,utc_timestamp_ns_then_source_ordinal
False,True,127928,0,10,103,3272,32944,2,0,0,0,0,2026-06-16,ESU6,127928,0,True,utc_timestamp_ns_then_source_ordinal
True,True,141001,0,14,140,422,0,2,0,0,0,0,2026-06-17,ESU6,141001,0,True,utc_timestamp_ns_then_source_ordinal
True,True,164059,0,67,77,4701,352,0,0,0,0,0,2026-06-18,ESU6,164059,0,True,utc_timestamp_ns_then_source_ordinal
True,True,11898,0,5,68,0,0,0,0,0,0,0,2026-06-19,ESU6,11898,0,True,utc_timestamp_ns_then_source_ordinal
True,True,158033,0,26,80,1423,785,1,0,0,0,0,2026-06-22,ESU6,158033,1,True,utc_timestamp_ns_then_source_ordinal
True,True,185315,0,44,73,1957,5547,0,0,0,0,0,2026-06-23,ESU6,185315,0,True,utc_timestamp_ns_then_source_ordinal
True,True,175626,0,36,137,1317,8403,4,0,0,0,0,2026-06-24,ESU6,175626,2,True,utc_timestamp_ns_then_source_ordinal
True,True,251875,0,33,78,617,3263,4,0,0,0,0,2026-06-25,ESU6,251875,2,True,utc_timestamp_ns_then_source_ordinal
True,True,152017,0,38,74,1079,9167,0,0,0,0,0,2026-06-26,ESU6,152017,0,True,utc_timestamp_ns_then_source_ordinal
True,True,215092,0,51,92,2881,25066,0,0,0,0,0,2026-06-29,ESU6,215092,0,True,utc_timestamp_ns_then_source_ordinal
True,True,119195,0,51,80,1858,0,6,0,0,0,0,2026-06-30,ESU6,119195,1,True,utc_timestamp_ns_then_source_ordinal
True,True,138263,0,21,60,3697,6479,2,0,0,0,0,2026-07-01,ESU6,138263,2,True,utc_timestamp_ns_then_source_ordinal
True,True,193542,0,41,67,4087,43889,0,0,0,0,0,2026-07-02,ESU6,193542,0,True,utc_timestamp_ns_then_source_ordinal
True,True,10147,0,6,13,0,0,0,0,0,0,0,2026-07-03,ESU6,10147,0,True,utc_timestamp_ns_then_source_ordinal
True,True,107467,0,19,89,2227,0,0,0,0,0,0,2026-07-06,ESU6,107467,0,True,utc_timestamp_ns_then_source_ordinal
True,True,150050,0,26,84,12292,23944,1,0,0,0,0,2026-07-07,ESU6,150050,0,True,utc_timestamp_ns_then_source_ordinal
True,True,147729,0,17,117,319,1840,4,0,0,0,0,2026-07-08,ESU6,147729,1,True,utc_timestamp_ns_then_source_ordinal
True,True,131992,0,46,54,1317,1,0,0,0,0,0,2026-07-09,ESU6,131992,0,True,utc_timestamp_ns_then_source_ordinal
True,True,124065,0,42,115,945,15786,2,0,0,0,0,2026-07-10,ESU6,124065,1,True,utc_timestamp_ns_then_source_ordinal
