variant_id,terminal_stage,core_profitable_combos,core_combos,benchmark_pass_combos,top_net_profit,top_profit_factor,top_mar,top_trades,monkey_percentage_profitable,monkey_median_net_profit,monkey_net_beat_rate,monkey_dd_beat_rate,wfa_early_exit,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_mar,criteria_failures,report_path
five_day_yen_appreciation_short_1330,limited_core_grid_test,0,27,0,-422.5,0.9578973592426507,-0.1889286664049251,106,,,,,,,,,summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_usdjpy_safe_haven_spillover/five_day_yen_appreciation_short_1330/NQ/run1/variant_test_summary.json
strong_yen_short_1130,walk_forward_analysis,27,27,21,5175.0,1.3201360965047944,2.577490978298795,133,0.188375,-2595.0,0.966125,0.902625,True,-200.0,0.0,-289.2994568157961,summary.early_exit=True;stitched_oos_metrics.profit_factor=0.0;stitched_oos_metrics.mar=-289.2994568157961,backtest-campaigns/nq_usdjpy_safe_haven_spillover/strong_yen_short_1130/NQ/run1/variant_test_summary.json
weak_yen_long_1200,limited_monkey_test,18,18,2,860.0,1.1264705882352941,0.492199803412648,85,0.345125,-980.0,0.773125,0.96575,,,,,summary.core_beats_monkey_net_profit_rate=0.773125,backtest-campaigns/nq_usdjpy_safe_haven_spillover/weak_yen_long_1200/NQ/run1/variant_test_summary.json
yen_appreciation_short_1000,limited_core_grid_test,2,18,0,362.5,1.0268022181146026,0.10757956896630277,101,,,,,,,,,summary.percentage_profitable_iterations=0.1111111111111111,backtest-campaigns/nq_usdjpy_safe_haven_spillover/yen_appreciation_short_1000/NQ/run1/variant_test_summary.json
yen_depreciation_long_1030,limited_core_grid_test,0,18,0,-825.0,0.8902195608782435,-0.35094969531088044,115,,,,,,,,,summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_usdjpy_safe_haven_spillover/yen_depreciation_long_1030/NQ/run1/variant_test_summary.json
