campaign_id,variant_id,run_id,run_type,decision,terminal_stage,stage_status,config_path,report_path,total_combinations_tested,profitable_combinations,profitable_combo_rate,benchmark_pass_combos,benchmark_pass_rate,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_expectancy_r,top_total_trades,top_trades_per_year,top_max_drawdown,top_max_drawdown_pct,top_mar,top_win_rate,top_best_day_concentration,top_consecutive_losses,top_failure_reason,monkey_core_beats_net_profit_rate,monkey_core_beats_max_dd_rate,monkey_median_net_profit
es_usdjpy_safe_haven_spillover,five_day_yen_appreciation_short_1330,run1,original,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/variants/five_day_yen_appreciation_short_1330/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/five_day_yen_appreciation_short_1330/ES/run1/campaign_test_summary.json,27,0,0.0,0,0.0,0,-2835.0,0.7818811309867282,-0.07666636682757148,112,80.98979163945583,3705.0,0.02459302036142779,-0.5571937697490158,0.4017857142857143,0.0,6,min_total_net_profit,,,
es_usdjpy_safe_haven_spillover,strong_yen_short_1130,run1,original,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/variants/strong_yen_short_1130/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/strong_yen_short_1130/ES/run1/campaign_test_summary.json,27,0,0.0,0,0.0,0,-4857.5,0.8240514352983791,-0.08897219771962493,179,225.3653842471131,5640.0,0.03740487125495333,-1.085394075321917,0.36312849162011174,0.0,7,min_total_net_profit,,,
es_usdjpy_safe_haven_spillover,weak_yen_long_1200,run1,original,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/variants/weak_yen_long_1200/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/weak_yen_long_1200/ES/run1/campaign_test_summary.json,27,7,0.25925925925925924,0,0.0,0,1207.5,1.215625,0.08176330711541982,71,51.33948420145262,1165.0,0.00768976897689769,0.7561240936272008,0.5774647887323944,0.2236024844720497,3,preferred_min_total_trades,,,
es_usdjpy_safe_haven_spillover,yen_appreciation_short_1000,run1,original,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/variants/yen_appreciation_short_1000/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/yen_appreciation_short_1000/ES/run1/campaign_test_summary.json,27,0,0.0,0,0.0,0,-1160.0,0.9125518281191104,-0.022862873324816464,107,75.88382346992435,4180.0,0.027700922811842475,-0.1982109384373153,0.5046728971962616,0.0,8,min_total_net_profit,,,
es_usdjpy_safe_haven_spillover,yen_depreciation_long_1030,run1,original,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/variants/yen_depreciation_long_1030/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/yen_depreciation_long_1030/ES/run1/campaign_test_summary.json,27,0,0.0,0,0.0,0,-4262.5,0.5427728613569321,-0.2636096413874191,135,96.30340932672003,4380.0,0.0292,-0.697084067643016,0.42962962962962964,0.0,10,min_total_net_profit;max_consecutive_losses,,,
es_usdjpy_safe_haven_spillover,five_day_yen_appreciation_short_1330,rescue1,rescue,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/rescue_attempts/parameter_space_rescue_1/five_day_yen_appreciation_short_1330/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/five_day_yen_appreciation_short_1330/ES/rescue1/campaign_test_summary.json,27,0,0.0,0,0.0,0,-945.0,0.8885613207547169,-0.014440702013385072,69,50.093848564112825,3282.5,0.02159894719526238,-0.21194294323310178,0.4057971014492754,0.0,9,min_total_net_profit;max_consecutive_losses;preferred_min_total_trades,,,
es_usdjpy_safe_haven_spillover,strong_yen_short_1130,rescue1,rescue,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/rescue_attempts/parameter_space_rescue_1/strong_yen_short_1130/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/strong_yen_short_1130/ES/rescue1/campaign_test_summary.json,27,15,0.5555555555555556,8,0.2962962962962963,0,4290.0,1.1819338422391859,0.06953437273139615,137,175.43738511169272,5396.25,0.03379282812389921,1.0881036076931498,0.48175182481751827,0.18822843822843824,6,,,,
es_usdjpy_safe_haven_spillover,weak_yen_long_1200,rescue1,rescue,FAIL,limited_monkey_test,failed,campaigns/es_usdjpy_safe_haven_spillover/rescue_attempts/parameter_space_rescue_1/weak_yen_long_1200/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/weak_yen_long_1200/ES/rescue1/campaign_test_summary.json,27,27,1.0,0,0.0,0,1607.5,1.3466307277628031,0.115710613928718,61,44.1085709336424,1250.0,0.008241848811525402,0.9388285453611745,0.5901639344262295,0.16796267496111975,3,min_trades_per_year;preferred_min_total_trades,0.8333333333333334,0.99,-1423.75
es_usdjpy_safe_haven_spillover,yen_appreciation_short_1000,rescue1,rescue,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/rescue_attempts/parameter_space_rescue_1/yen_appreciation_short_1000/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/yen_appreciation_short_1000/ES/rescue1/campaign_test_summary.json,27,4,0.14814814814814814,2,0.07407407407407407,0,1070.0,1.0738950276243093,0.041159218037348344,101,71.59728015850017,3565.0,0.023224755700325735,0.21750373895153213,0.49504950495049505,0.3808411214953271,8,,,,
es_usdjpy_safe_haven_spillover,yen_depreciation_long_1030,rescue1,rescue,FAIL,limited_core_grid_test,failed,campaigns/es_usdjpy_safe_haven_spillover/rescue_attempts/parameter_space_rescue_1/yen_depreciation_long_1030/config.yaml,backtest-campaigns/es_usdjpy_safe_haven_spillover/yen_depreciation_long_1030/ES/rescue1/campaign_test_summary.json,27,0,0.0,0,0.0,0,-2272.5,0.585876993166287,-0.22144792876500188,82,59.99390723133741,2330.0,0.015533333333333333,-0.7150376837905084,0.45121951219512196,0.0,7,min_total_net_profit,,,
