variant,terminal_stage,stage_status,profitable_iterations,total_combinations,profitable_rate,top_net_profit,top_profit_factor,top_total_trades,top_trades_per_year,top_max_drawdown,top_mar,report_path
short_5d_continuation_two_sided_1000,limited_core_grid_test,failed,0,27,0.0,-2925.0,0.9399568921276814,366,240.34579585109904,6252.5,-0.30953141052175914,backtest-campaigns/nq_daily_time_series_momentum/short_5d_continuation_two_sided_1000/NQ/run1/campaign_test_summary.json
sixty_day_trend_two_sided_1030,limited_core_grid_test,failed,0,27,0.0,-1975.0,0.9319786464611676,264,241.53254998825852,4502.5,-0.40724923799569795,backtest-campaigns/nq_daily_time_series_momentum/sixty_day_trend_two_sided_1030/NQ/run1/campaign_test_summary.json
twenty_day_long_only_1000,limited_core_grid_test,failed,0,27,0.0,-1305.0,0.9710096634455182,339,241.71906159550454,6252.5,-0.15124141923800796,backtest-campaigns/nq_daily_time_series_momentum/twenty_day_long_only_1000/NQ/run1/campaign_test_summary.json
twenty_day_trend_two_sided_1000,limited_core_grid_test,failed,0,27,0.0,-1305.0,0.9710096634455182,339,241.71906159550454,6252.5,-0.15124141923800796,backtest-campaigns/nq_daily_time_series_momentum/twenty_day_trend_two_sided_1000/NQ/run1/campaign_test_summary.json
vol_norm_20d_trend_two_sided_1130,limited_core_grid_test,failed,6,27,0.2222222222222222,1002.5,1.0299701046337817,339,241.74855771512244,2582.5,0.28065537097892584,backtest-campaigns/nq_daily_time_series_momentum/vol_norm_20d_trend_two_sided_1130/NQ/run1/campaign_test_summary.json
