campaign_id,variant_id,run_id,terminal_stage,stage_status,stage_passed,total_combinations_tested,profitable_combo_rate,benchmark_pass_combos,top_net_profit,top_profit_factor,top_expectancy_r,top_mar,top_max_drawdown,top_trades,top_trades_per_year,top_win_rate,top_entry_rejections,top_failure_reason,top_parameters,config_path,report_path
es_prior_session_flip_retest_orderflow,afternoon_large10_aligned_two_sided_flip,run1,limited_core_grid_test,failed,False,81,0.0,0,-4367.5,0.7509267179925863,-0.12468350347718057,-0.5390532059656232,5366.25,141,92.29952394287315,0.3829787234042553,1,min_total_net_profit;max_consecutive_losses,"{'entry.params.retest_window_bars': 8, 'entry.params.min_orderflow_imbalance': 0.005, 'sl.params.stop_offset_ticks': 12, 'tp.params.target_r_multiple': 1.5}",campaigns/es_prior_session_flip_retest_orderflow/variants/afternoon_large10_aligned_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/afternoon_large10_aligned_two_sided_flip/ES/run1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,afternoon_large10_aligned_two_sided_flip,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-38.75,0.9977064220183486,0.006782299980507082,-0.007198985156628898,3607.5,139,90.98917839163146,0.4316546762589928,1,min_total_net_profit;max_consecutive_losses,"{'entry.params.retest_window_bars': 4, 'entry.params.min_orderflow_imbalance': 0.015, 'sl.params.stop_offset_ticks': 18, 'tp.params.target_r_multiple': 1.5}",campaigns/es_prior_session_flip_retest_orderflow/rescue_attempts/parameter_space_rescue_1/afternoon_large10_aligned_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/afternoon_large10_aligned_two_sided_flip/ES/rescue1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,late_morning_large10_absorbed_two_sided_flip,run1,limited_core_grid_test,failed,False,81,0.0,0,-3755.625,0.8314729638770474,-0.05619890431600459,-0.5383509816803348,4603.125,178,116.28045160408878,0.42696629213483145,1,min_total_net_profit,"{'entry.params.retest_window_bars': 8, 'entry.params.min_orderflow_imbalance': 0.005, 'sl.params.stop_offset_ticks': 12, 'tp.params.target_r_multiple': 1.25}",campaigns/es_prior_session_flip_retest_orderflow/variants/late_morning_large10_absorbed_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/late_morning_large10_absorbed_two_sided_flip/ES/run1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,late_morning_large10_absorbed_two_sided_flip,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-1744.375,0.9245920242083648,-0.012421155237374738,-0.270795595085516,4288.125,177,115.62719064002087,0.4406779661016949,1,min_total_net_profit,"{'entry.params.retest_window_bars': 12, 'entry.params.min_orderflow_imbalance': 0.015, 'sl.params.stop_offset_ticks': 14, 'tp.params.target_r_multiple': 1.25}",campaigns/es_prior_session_flip_retest_orderflow/rescue_attempts/parameter_space_rescue_1/late_morning_large10_absorbed_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/late_morning_large10_absorbed_two_sided_flip/ES/rescue1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,midday_signed_aligned_two_sided_flip,run1,limited_core_grid_test,failed,False,81,0.0,0,-2553.75,0.8539044622425629,-0.07042297780155386,-0.42328325724025256,3991.25,167,109.1054220234768,0.5449101796407185,0,min_total_net_profit,"{'entry.params.retest_window_bars': 8, 'entry.params.min_orderflow_imbalance': 0.003, 'sl.params.stop_offset_ticks': 12, 'tp.params.target_r_multiple': 0.75}",campaigns/es_prior_session_flip_retest_orderflow/variants/midday_signed_aligned_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/midday_signed_aligned_two_sided_flip/ES/run1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,midday_signed_aligned_two_sided_flip,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-1857.5,0.8941444650235076,-0.08481624330860554,-0.3182900332635062,3872.5,164,107.15143384202582,0.4695121951219512,0,min_total_net_profit,"{'entry.params.retest_window_bars': 8, 'entry.params.min_orderflow_imbalance': 0.01, 'sl.params.stop_offset_ticks': 10, 'tp.params.target_r_multiple': 1.0}",campaigns/es_prior_session_flip_retest_orderflow/rescue_attempts/parameter_space_rescue_1/midday_signed_aligned_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/midday_signed_aligned_two_sided_flip/ES/rescue1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,morning_signed_absorbed_two_sided_flip,run1,limited_core_grid_test,failed,False,81,0.0,0,-2491.25,0.6303783382789317,-0.1834008311949488,-0.6468869559855535,2663.75,102,70.28741000831953,0.5294117647058824,51,min_total_net_profit,"{'entry.params.retest_window_bars': 4, 'entry.params.min_orderflow_imbalance': 0.003, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 0.75}",campaigns/es_prior_session_flip_retest_orderflow/variants/morning_signed_absorbed_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/morning_signed_absorbed_two_sided_flip/ES/run1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,morning_signed_absorbed_two_sided_flip,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-1682.5,0.568313021167415,-0.15398201648201648,-0.610861958564213,1902.5,74,50.99282686878083,0.6351351351351351,81,min_total_net_profit;preferred_min_total_trades,"{'entry.params.retest_window_bars': 6, 'entry.params.min_orderflow_imbalance': 0.01, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 0.5}",campaigns/es_prior_session_flip_retest_orderflow/rescue_attempts/parameter_space_rescue_1/morning_signed_absorbed_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/morning_signed_absorbed_two_sided_flip/ES/rescue1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,morning_signed_aligned_two_sided_flip,run1,limited_core_grid_test,failed,False,81,0.0,0,-4677.5,0.6296516231195566,-0.21395373756489705,-0.670636773486872,4830.0,153,105.43456841884596,0.5032679738562091,8,min_total_net_profit,"{'entry.params.retest_window_bars': 4, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_offset_ticks': 4, 'tp.params.target_r_multiple': 0.75}",campaigns/es_prior_session_flip_retest_orderflow/variants/morning_signed_aligned_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/morning_signed_aligned_two_sided_flip/ES/run1/campaign_test_summary.json
es_prior_session_flip_retest_orderflow,morning_signed_aligned_two_sided_flip,rescue1,limited_core_grid_test,failed,False,81,0.0,0,-2893.75,0.7029004106776181,-0.18570486991106788,-0.6648244326987288,3010.0,145,99.9253156396912,0.5310344827586206,13,min_total_net_profit,"{'entry.params.retest_window_bars': 2, 'entry.params.min_orderflow_imbalance': 0.01, 'sl.params.stop_offset_ticks': 2, 'tp.params.target_r_multiple': 0.75}",campaigns/es_prior_session_flip_retest_orderflow/rescue_attempts/parameter_space_rescue_1/morning_signed_aligned_two_sided_flip/config.yaml,backtest-campaigns/es_prior_session_flip_retest_orderflow/morning_signed_aligned_two_sided_flip/ES/rescue1/campaign_test_summary.json
