variant_id,setup_mode,direction,threshold_name,threshold,rank_column,window,start_date,end_date,signals,signals_per_year,density_pass
soxx_3d_leadership_long_1130,soxx_3d_leadership_long,long,rank_min,0.55,soxx_qqq_relative_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,133,133.45673076923077,True
soxx_3d_leadership_long_1130,soxx_3d_leadership_long,long,rank_min,0.6,soxx_qqq_relative_return_3d_rank_252,full,2011-01-03,2026-06-12,1552,100.52633445646391,True
soxx_3d_leadership_long_1130,soxx_3d_leadership_long,long,rank_min,0.6,soxx_qqq_relative_return_3d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,98,85.22500000000001,True
soxx_3d_leadership_long_1130,soxx_3d_leadership_long,long,rank_min,0.6,soxx_qqq_relative_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,122,122.41895604395604,True
soxx_3d_leadership_long_1130,soxx_3d_leadership_long,long,rank_min,0.65,soxx_qqq_relative_return_3d_rank_252,full,2011-01-03,2026-06-12,1384,89.64461784004256,True
soxx_3d_leadership_long_1130,soxx_3d_leadership_long,long,rank_min,0.65,soxx_qqq_relative_return_3d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,87,75.65892857142858,True
soxx_3d_leadership_long_1130,soxx_3d_leadership_long,long,rank_min,0.65,soxx_qqq_relative_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,112,112.38461538461539,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.35,soxx_qqq_relative_return_3d_rank_252,full,2011-01-03,2026-06-12,1303,84.39807589998226,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.35,soxx_qqq_relative_return_3d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,114,99.13928571428572,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.35,soxx_qqq_relative_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,64,64.21978021978022,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.4,soxx_qqq_relative_return_3d_rank_252,full,2011-01-03,2026-06-12,1504,97.4172725660578,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.4,soxx_qqq_relative_return_3d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,132,114.79285714285714,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.4,soxx_qqq_relative_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,76,76.26098901098901,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.45,soxx_qqq_relative_return_3d_rank_252,full,2011-01-03,2026-06-12,1687,109.27057102323107,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.45,soxx_qqq_relative_return_3d_rank_252,limited_core_proxy,2011-02-10,2012-04-05,140,121.75,True
soxx_3d_nonleadership_short_1330,soxx_3d_nonleadership_short,short,rank_max,0.45,soxx_qqq_relative_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,90,90.30906593406593,True
