variant,rows,pass_rows,min_full_per_year,min_limited_per_year,min_latest_252,max_full_per_year,verdict
asia_high_failed_sweep_short_1130,9,9,100.7204838285564,101.20754716981132,91,100.7204838285564,PASS
asia_high_fvg_reject_short_1200,9,9,76.93189587168025,71.32075471698113,67,76.93189587168025,PASS
asia_low_failed_sweep_long_1130,9,9,93.82908230344465,92.37735849056604,83,93.82908230344465,PASS
asia_low_fvg_reject_long_1200,9,9,72.88982382329739,76.0754716981132,52,72.88982382329739,PASS
london_two_sided_fvg_reject_1200,9,9,124.17775440441756,120.22641509433961,108,124.17775440441756,PASS
