variant_id,rows,pass_rows,min_signals_per_year,max_signals_per_year,variant_pass
copper_1d_strength_long_1000,9,9,76.52857142857144,111.38118131868131,True
copper_1d_weakness_short_1000,9,9,87.24804929952118,120.01071428571429,True
copper_3d_strength_long_1030,9,9,77.39821428571429,111.38118131868131,True
copper_gold_ratio_strength_long_1130,9,9,84.35535714285714,118.40521978021978,True
copper_gold_ratio_weakness_short_1330,9,9,79.27129120879121,115.66250000000001,True
