factor_family,feature,op,threshold,entry,exit,direction,filter,early_n,early_net,early_pf,early_avg,early_win_rate,early_mar,wfa_n,wfa_net,wfa_pf,wfa_avg,wfa_win_rate,wfa_mar,core_n,core_net,core_pf,core_avg,core_win_rate,core_mar,incubation_n,incubation_net,incubation_pf,incubation_avg,incubation_win_rate,incubation_mar,full_n,full_net,full_pf,full_avg,full_win_rate,full_mar,pass_like,near_like,loose_like,score
BAB,bab_usa_rank126,<=,0.1904761904761904,09:35:00,15:59:00,long,no_filter_long,179,4867.5,1.151023890784983,27.192737430167597,0.5195530726256983,0.8668744434550312,492,84352.5,1.4872557655927332,171.4481707317073,0.5813008130081301,4.050054015124235,85,17437.5,1.3157394414014758,205.14705882352945,0.611764705882353,0.8372344256391789,109,22292.5,1.2734605004906772,204.5183486238532,0.5504587155963303,1.5804679191775963,780,111512.5,1.3887247596887065,142.9647435897436,0.5628205128205128,5.3540991477613735,False,False,True,5
BAB,bab_usa_rank126,<=,0.1904761904761904,09:35:00,15:30:00,long,no_filter_long,179,2705.0,1.089075491891002,15.111731843575418,0.5195530726256983,0.4817453250222618,492,73802.5,1.4472539959094008,150.005081300813,0.5833333333333334,3.617326308050484,85,23537.5,1.439378383423558,276.9117647058824,0.6,1.1536576399950986,109,17830.0,1.222416266450446,163.57798165137615,0.5596330275229358,1.1770919293612807,780,94337.5,1.3423669455079932,120.94551282051282,0.5653846153846154,4.623820610219336,False,False,True,5
BAB,bab_usa_z63,<=,-0.8405315045178559,09:35:00,15:59:00,long,no_filter_long,191,6007.5,1.1937434491655246,31.452879581151834,0.5340314136125655,1.033548387096774,467,74065.0,1.469419444796552,158.59743040685223,0.569593147751606,5.8537838371863264,84,19867.5,1.4018304090610303,236.5178571428571,0.6309523809523809,1.5702430349733254,106,9857.5,1.111020385178511,92.99528301886792,0.5471698113207547,0.3866065300519659,764,89930.0,1.323981590726914,117.70942408376963,0.5575916230366492,2.8839894171410245,False,False,False,4
BAB,bab_usa_rank126,<=,0.1904761904761904,10:00:00,15:59:00,long,no_filter_long,179,3205.0,1.1037972633794837,17.905027932960895,0.5083798882681564,0.5888837850252642,492,78327.5,1.4666934787142134,159.2022357723577,0.5589430894308943,3.8670698592940016,85,11550.0,1.215324384787472,135.88235294117646,0.5529411764705883,0.5702295729449519,109,7842.5,1.1001468522538629,71.94954128440367,0.5688073394495413,0.4385572487068362,780,89375.0,1.3226272234204803,114.58333333333331,0.5487179487179488,4.1310376704414145,False,False,False,4
BAB,bab_usa_z63,<=,-0.8405315045178559,09:35:00,15:30:00,long,no_filter_long,191,4332.5,1.1489727499355282,22.68324607329843,0.5340314136125655,0.7346333192030522,467,69365.0,1.4613798493439978,148.53319057815847,0.569593147751606,6.198838248436104,84,29730.0,1.63131071826724,353.92857142857144,0.6309523809523809,2.6568364611260056,106,8357.5,1.096545948131462,78.84433962264151,0.5471698113207547,0.3636858137510879,764,82055.0,1.3084890409413887,107.401832460733,0.5575916230366492,2.757687783565787,False,False,False,4
BAB,bab_usa_z126,<=,-0.8277497344513584,09:35:00,15:59:00,long,no_filter_long,186,3070.0,1.0893220832121036,16.50537634408602,0.521505376344086,0.5327548806941431,474,66230.0,1.3893534780499992,139.72573839662448,0.5611814345991561,3.568426724137931,80,15600.0,1.2811570694782373,195.0,0.6,0.8405172413793104,104,23842.5,1.312483617300131,229.25480769230768,0.5673076923076923,1.6338872708583176,764,93142.5,1.331736548273068,121.9142670157068,0.5523560209424084,5.018453663793103,False,False,False,4
BAB,bab_usa_z63,<=,-0.8405315045178559,11:00:00,15:30:00,long,no_filter_long,191,1807.5,1.0689227836034318,9.463350785340314,0.5287958115183246,0.3258224425416854,467,56115.0,1.48691917219836,120.16059957173448,0.563169164882227,5.27892756349953,84,20692.5,1.5847403744259978,246.33928571428572,0.6428571428571429,2.0843616217577434,106,-22667.5,0.7223481136697697,-213.8443396226415,0.5,-0.6998842145889618,764,35255.0,1.1580162251804045,46.14528795811518,0.5458115183246073,1.0707668944570994,False,False,False,3
BAB,bab_usa_z63,<=,-0.8405315045178559,11:00:00,15:59:00,long,no_filter_long,191,3482.5,1.1252134831460674,18.232984293193716,0.5287958115183246,0.6509345794392524,467,60815.0,1.452425234340128,130.22483940042827,0.5524625267665952,4.202833448514167,84,10830.0,1.2575811630396003,128.92857142857142,0.5952380952380952,0.9508340649692713,106,-21167.5,0.740363680966545,-199.6933962264151,0.5,-0.5727524859636068,764,43130.0,1.1769363308171972,56.452879581151834,0.5392670157068062,1.167016167219103,False,False,False,3
BAB,bab_usa_rank126,<=,0.1904761904761904,10:00:00,15:30:00,long,no_filter_long,179,1042.5,1.0357878475798146,5.824022346368715,0.4916201117318435,0.204311611954924,492,67777.5,1.4374505849132715,137.7591463414634,0.573170731707317,3.4409188983373524,85,17650.0,1.3413926499032882,207.64705882352945,0.5882352941176471,0.8960527985784998,109,3380.0,1.0435595077002384,31.009174311926607,0.5504587155963303,0.203798613204703,780,72200.0,1.275927960636316,92.56410256410255,0.5512820512820513,3.373437682513725,False,False,False,3
BAB,bab_usa_z63,<=,-0.8405315045178559,10:00:00,15:30:00,long,no_filter_long,191,2307.5,1.0815947666195191,12.081151832460732,0.4973821989528796,0.4275127373784159,467,60352.5,1.415086229130487,129.23447537473234,0.556745182012848,4.454880974349511,84,24155.0,1.501687522716652,287.5595238095238,0.6190476190476191,1.7829857907362985,106,-6805.0,0.92017127104229,-64.19811320754717,0.5377358490566038,-0.2593368902439024,764,55855.0,1.2157209203526151,73.1086387434555,0.5392670157068062,1.697591368437049,False,False,False,3
BAB,bab_usa_z63,<=,-0.8405315045178559,10:00:00,15:59:00,long,no_filter_long,191,3982.5,1.1323199601295788,20.850785340314136,0.518324607329843,0.6536725482150184,467,65052.5,1.413629210446836,139.29871520342613,0.5460385438972163,4.352065562803144,84,14292.5,1.278429844640335,170.14880952380952,0.5952380952380952,0.9561799632045492,106,-5305.0,0.9385533097816644,-50.04716981132076,0.5566037735849056,-0.1747796721851577,764,63730.0,1.2328419283535192,83.41623036649214,0.5405759162303665,1.749022298456261,False,False,False,3
BAB,bab_usa_z63,<=,-0.8405315045178559,10:30:00,15:30:00,long,no_filter_long,191,2095.0,1.0763971191539794,10.968586387434556,0.4921465968586387,0.3087693441414886,467,53677.5,1.4103627537173655,114.94111349036405,0.5588865096359743,3.993861607142857,84,20980.0,1.5234530938123751,249.76190476190476,0.6309523809523809,1.5610119047619049,106,-12905.0,0.8402698270260235,-121.74528301886792,0.5188679245283019,-0.4650031528691108,764,42867.5,1.1793469165760186,56.10929319371728,0.5366492146596858,1.5292071702488184,False,False,False,3
BAB,bab_usa_z63,<=,-0.8405315045178559,10:30:00,15:59:00,long,no_filter_long,191,3770.0,1.1267013947235758,19.73821989528796,0.5235602094240838,0.5641601197156753,467,58377.5,1.403187374818703,125.00535331905782,0.5438972162740899,3.917295755745681,84,11117.5,1.2511719853148828,132.35119047619048,0.5833333333333334,0.7460157691662472,106,-11405.0,0.8619708934676712,-107.59433962264151,0.5471698113207547,-0.3563227368585487,764,50742.5,1.1973091990784397,66.41688481675392,0.5392670157068062,1.577446180150773,False,False,False,3
BAB,bab_usa_z126,<=,-0.8277497344513584,09:35:00,15:30:00,long,no_filter_long,186,1320.0,1.041025641025641,7.096774193548387,0.5161290322580645,0.2059282371294852,474,53255.0,1.321612440552578,112.35232067510547,0.5675105485232067,2.785667582058323,80,20412.5,1.3750401910798769,255.15625,0.5875,1.0677389826075585,104,20567.5,1.2757037533512063,197.76442307692307,0.5673076923076923,1.4812747569319409,764,75142.5,1.2758915048877877,98.35405759162305,0.5549738219895288,3.8818287485470746,False,False,False,3
BAB,bab_usa_rank63,<=,0.1904761904761904,09:35:00,12:00:00,long,no_filter_long,186,770.0,1.0366143604374702,4.139784946236559,0.4838709677419355,0.1763022323983972,477,32865.0,1.2522691946038265,68.8993710691824,0.5534591194968553,2.120322580645161,85,20275.0,1.5557459055711642,238.52941176470588,0.6,2.104307213284899,109,15242.5,1.251433048785517,139.8394495412844,0.5688073394495413,1.0922608384091723,772,48877.5,1.2306303968291417,63.31282383419689,0.538860103626943,1.6825301204819276,False,False,False,3
BAB,bab_usa_1d,>=,0.0040877999341412,10:30:00,15:30:00,long,no_filter_long,128,22.5,1.0011677695601402,0.17578125,0.484375,0.0040890504316219,559,18217.5,1.0879021459848732,32.589445438282645,0.5402504472271914,0.7536456717344089,133,14610.0,1.237377635159836,109.84962406015038,0.5714285714285714,1.0404130318675449,77,10815.0,1.217594688395956,140.45454545454547,0.5714285714285714,1.2321275989746512,764,29055.0,1.1051888457465584,38.03010471204188,0.5340314136125655,1.2019857275829973,False,False,False,3
BAB,bab_usa_pos_pressure,>=,0.0040877999341412,10:30:00,15:30:00,long,no_filter_long,128,22.5,1.0011677695601402,0.17578125,0.484375,0.0040890504316219,559,18217.5,1.0879021459848732,32.589445438282645,0.5402504472271914,0.7536456717344089,133,14610.0,1.237377635159836,109.84962406015038,0.5714285714285714,1.0404130318675449,77,10815.0,1.217594688395956,140.45454545454547,0.5714285714285714,1.2321275989746512,764,29055.0,1.1051888457465584,38.03010471204188,0.5340314136125655,1.2019857275829973,False,False,False,3
BAB,bab_usa_neg_stress,<=,0.0,11:00:00,15:30:00,long,prior_down_long,297,765.0,1.0176950211068063,2.5757575757575757,0.5488215488215489,0.1417979610750695,644,12367.5,1.0552632460873357,19.20419254658385,0.5559006211180124,0.6201579541180895,137,15177.5,1.2132869589657111,110.78467153284672,0.583941605839416,1.393389947211384,79,40017.5,1.8808121939140483,506.5506329113924,0.569620253164557,5.088048315321043,1020,53150.0,1.1701031340262276,52.1078431372549,0.5549019607843138,2.665162341732481,False,False,False,3
BAB,bab_usa_sum63,>=,0.0477232309100558,10:00:00,15:30:00,long,no_filter_long,259,1755.0,1.0437165275874951,6.776061776061776,0.5598455598455598,0.4006849315068493,428,422.5,1.002766093261535,0.9871495327102804,0.530373831775701,0.0144518556524713,76,17420.0,1.6460226219173002,229.21052631578948,0.5657894736842105,2.813080339119903,102,23652.5,1.3256686516815257,231.88725490196077,0.5784313725490197,1.6214224507283632,789,25830.0,1.097282639398904,32.73764258555133,0.5462610899873257,0.883530015392509,False,False,False,3
BAB,bab_usa_mean63,>=,0.0007575116017469,10:00:00,15:30:00,long,no_filter_long,259,1755.0,1.0437165275874951,6.776061776061776,0.5598455598455598,0.4006849315068493,428,422.5,1.002766093261535,0.9871495327102804,0.530373831775701,0.0144518556524713,76,17420.0,1.6460226219173002,229.21052631578948,0.5657894736842105,2.813080339119903,102,23652.5,1.3256686516815257,231.88725490196077,0.5784313725490197,1.6214224507283632,789,25830.0,1.097282639398904,32.73764258555133,0.5462610899873257,0.883530015392509,False,False,False,3
BAB,bab_usa_sum63,>=,0.0477232309100558,09:35:00,15:30:00,long,no_filter_long,259,3430.0,1.07760619944567,13.243243243243244,0.5482625482625483,0.5978213507625272,428,-2277.5,0.9862226456754836,-5.321261682242991,0.5233644859813084,-0.0819244604316546,76,17245.0,1.5822079675894665,226.9078947368421,0.618421052631579,1.8483386923901393,102,32390.0,1.3914554189201438,317.54901960784315,0.5980392156862745,2.1745552198724405,789,33542.5,1.11477429233783,42.51267427122941,0.541191381495564,1.2065647482014388,False,False,False,3
BAB,bab_usa_mean63,>=,0.0007575116017469,09:35:00,15:30:00,long,no_filter_long,259,3430.0,1.07760619944567,13.243243243243244,0.5482625482625483,0.5978213507625272,428,-2277.5,0.9862226456754836,-5.321261682242991,0.5233644859813084,-0.0819244604316546,76,17245.0,1.5822079675894665,226.9078947368421,0.618421052631579,1.8483386923901393,102,32390.0,1.3914554189201438,317.54901960784315,0.5980392156862745,2.1745552198724405,789,33542.5,1.11477429233783,42.51267427122941,0.541191381495564,1.2065647482014388,False,False,False,3
