variant_id,setup_mode,direction,threshold_name,threshold,rank_column,window,start_date,end_date,signals,signals_per_year,density_pass
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.55,btc_return_1d_rank_252,full,2015-01-15,2026-06-12,1280,112.22275564090255,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.55,btc_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,127,110.97308612440192,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.55,btc_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,112,112.38461538461539,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.6,btc_return_1d_rank_252,full,2015-01-15,2026-06-12,1159,101.61419827172348,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.6,btc_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,112,97.86602870813397,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.6,btc_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,106,106.36401098901098,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.65,btc_return_1d_rank_252,full,2015-01-15,2026-06-12,1036,90.8302928468555,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.65,btc_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,95,83.01136363636364,True
btc_1d_strength_long_1000,btc_1d_strength_long,long,rank_min,0.65,btc_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,93,93.31936813186813,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.55,btc_return_3d_rank_252,full,2015-01-15,2026-06-12,1303,114.23925828132502,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.55,btc_return_3d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,125,109.22547846889952,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.55,btc_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,114,114.39148351648352,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.6,btc_return_3d_rank_252,full,2015-01-15,2026-06-12,1155,101.26350216034567,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.6,btc_return_3d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,109,95.24461722488039,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.6,btc_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,101,101.34684065934066,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.65,btc_return_3d_rank_252,full,2015-01-15,2026-06-12,1014,88.90146423427748,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.65,btc_return_3d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,96,83.88516746411483,True
btc_3d_strength_long_1030,btc_3d_strength_long,long,rank_min,0.65,btc_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,90,90.30906593406593,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.35,btc_return_1d_rank_252,full,2015-01-15,2026-06-12,1004,88.02472395583294,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.35,btc_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,84,73.39952153110048,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.35,btc_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,93,93.31936813186813,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.4,btc_return_1d_rank_252,full,2015-01-15,2026-06-12,1147,100.56210993759002,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.4,btc_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,97,84.75897129186603,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.4,btc_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,110,110.37774725274724,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.45,btc_return_1d_rank_252,full,2015-01-15,2026-06-12,1284,112.57345175228038,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.45,btc_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,120,104.85645933014354,True
btc_1d_weakness_short_1000,btc_1d_weakness_short,short,rank_max,0.45,btc_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,119,119.40865384615384,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.35,btc_return_3d_rank_252,full,2015-01-15,2026-06-12,924,81.01080172827653,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.35,btc_return_3d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,80,69.90430622009569,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.35,btc_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,89,89.30563186813187,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.4,btc_return_3d_rank_252,full,2015-01-15,2026-06-12,1068,93.63586173787807,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.4,btc_return_3d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,100,87.38038277511961,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.4,btc_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,101,101.34684065934066,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.45,btc_return_3d_rank_252,full,2015-01-15,2026-06-12,1228,107.66370619299089,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.45,btc_return_3d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,122,106.60406698564593,True
btc_3d_weakness_short_1130,btc_3d_weakness_short,short,rank_max,0.45,btc_return_3d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,111,111.38118131868131,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.55,btc_abs_return_1d_rank_252,full,2015-01-15,2026-06-12,1342,117.65854536725877,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.55,btc_abs_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,95,83.01136363636364,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.55,btc_abs_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,128,128.43956043956044,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.6,btc_abs_return_1d_rank_252,full,2015-01-15,2026-06-12,1190,104.3320931349016,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.6,btc_abs_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,86,75.14712918660287,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.6,btc_abs_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,119,119.40865384615384,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.65,btc_abs_return_1d_rank_252,full,2015-01-15,2026-06-12,1057,92.67144743158906,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.65,btc_abs_return_1d_rank_252,limited_core_proxy,2015-02-22,2016-04-15,76,66.4090909090909,True
btc_volatility_riskoff_short_1330,btc_volatility_riskoff_short,short,rank_min,0.65,btc_abs_return_1d_rank_252,latest_year_proxy,2025-06-13,2026-06-12,103,103.35370879120879,True
