campaign_id,variant_id,setup_mode,allow_long,allow_short,min_overnight_return_ticks,min_opening_reversal_ticks,min_penultimate_return_ticks,full_start_date,full_end_date,full_sessions,full_years,full_signals,full_signals_per_year,pass_full_50_per_year,limited_start_date,limited_end_date,limited_sessions,limited_years,limited_signals,limited_signals_per_year,pass_limited_50_per_year,latest_start_date,latest_end_date,latest_sessions,latest_years,latest_signals,latest_signals_per_year,pass_latest_50_signals,density_pass
nq_overnight_return_late_day_momentum,negative_overnight_short_1530,overnight_sign_close_continuation,False,True,0,,,2011-01-03,2026-06-12,3813,15.130952380952381,1646,108.78363493312352,True,2011-02-22,2012-09-07,371,1.4722222222222223,175,118.86792452830188,True,2025-06-09,2026-06-12,252,1.0,99,99.0,True,True
nq_overnight_return_late_day_momentum,negative_overnight_short_1530,overnight_sign_close_continuation,False,True,4,,,2011-01-03,2026-06-12,3813,15.130952380952381,1603,105.94177812745869,True,2011-02-22,2012-09-07,371,1.4722222222222223,167,113.43396226415094,True,2025-06-09,2026-06-12,252,1.0,99,99.0,True,True
nq_overnight_return_late_day_momentum,negative_overnight_short_1530,overnight_sign_close_continuation,False,True,8,,,2011-01-03,2026-06-12,3813,15.130952380952381,1536,101.51376868607396,True,2011-02-22,2012-09-07,371,1.4722222222222223,157,106.64150943396226,True,2025-06-09,2026-06-12,252,1.0,96,96.0,True,True
nq_overnight_return_late_day_momentum,opening_reversal_confirmed_1530,opening_reversal_confirmed,True,True,4,2.0,,2011-01-03,2026-06-12,3813,15.130952380952381,1829,120.8780487804878,True,2011-02-22,2012-09-07,371,1.4722222222222223,152,103.24528301886792,True,2025-06-09,2026-06-12,252,1.0,113,113.0,True,True
nq_overnight_return_late_day_momentum,opening_reversal_confirmed_1530,opening_reversal_confirmed,True,True,4,4.0,,2011-01-03,2026-06-12,3813,15.130952380952381,1793,118.49881982690795,True,2011-02-22,2012-09-07,371,1.4722222222222223,147,99.84905660377358,True,2025-06-09,2026-06-12,252,1.0,113,113.0,True,True
nq_overnight_return_late_day_momentum,opening_reversal_confirmed_1530,opening_reversal_confirmed,True,True,4,8.0,,2011-01-03,2026-06-12,3813,15.130952380952381,1726,114.0708103855232,True,2011-02-22,2012-09-07,371,1.4722222222222223,134,91.0188679245283,True,2025-06-09,2026-06-12,252,1.0,112,112.0,True,True
nq_overnight_return_late_day_momentum,opening_reversal_confirmed_1530,opening_reversal_confirmed,True,True,8,2.0,,2011-01-03,2026-06-12,3813,15.130952380952381,1766,116.71439811172304,True,2011-02-22,2012-09-07,371,1.4722222222222223,142,96.45283018867924,True,2025-06-09,2026-06-12,252,1.0,111,111.0,True,True
nq_overnight_return_late_day_momentum,opening_reversal_confirmed_1530,opening_reversal_confirmed,True,True,8,4.0,,2011-01-03,2026-06-12,3813,15.130952380952381,1733,114.53343823760818,True,2011-02-22,2012-09-07,371,1.4722222222222223,138,93.73584905660377,True,2025-06-09,2026-06-12,252,1.0,111,111.0,True,True
nq_overnight_return_late_day_momentum,opening_reversal_confirmed_1530,opening_reversal_confirmed,True,True,8,8.0,,2011-01-03,2026-06-12,3813,15.130952380952381,1671,110.43587726199843,True,2011-02-22,2012-09-07,371,1.4722222222222223,126,85.58490566037736,True,2025-06-09,2026-06-12,252,1.0,110,110.0,True,True
nq_overnight_return_late_day_momentum,opening_reversal_confirmed_1530,opening_reversal_confirmed,True,True,12,2.0,,2011-01-03,2026-06-12,3813,15.130952380952381,1715,113.34382376081825,True,2011-02-22,2012-09-07,371,1.4722222222222223,136,92.37735849056604,True,2025-06-09,2026-06-12,252,1.0,110,110.0,True,True
