campaign_id,variant_id,term_setup_mode,flow_mode,start_time,end_time,term_rank_threshold,min_orderflow_imbalance,eligible_term_sessions,full_signals,full_trades_per_year,limited_core_start,limited_core_end,limited_core_signals,limited_core_trades_per_year,unique_signal_dates,full_first_signal,full_last_signal,limited_first_signal,limited_last_signal,density_gate_pass
nq_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,curve_flattening_short,signed_volume,09:30:00,15:00:00,0.55,0.03,1701,938,61.99213217938631,2011-02-22,2012-09-07,76,51.62264150943396,938,2011-05-09T09:40:00,2026-06-12T09:53:00,2011-05-09T09:40:00,2012-06-14T09:47:00,True
nq_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,curve_flattening_short,signed_volume,09:30:00,15:00:00,0.55,0.06,1701,872,57.630212431156565,2011-02-22,2012-09-07,70,47.54716981132075,872,2011-05-09T09:40:00,2026-06-12T09:59:00,2011-05-09T09:40:00,2012-06-14T09:47:00,False
nq_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,curve_flattening_short,signed_volume,09:30:00,15:00:00,0.6,0.0,1528,877,57.96066089693155,2011-02-22,2012-09-07,71,48.22641509433962,877,2011-05-09T09:40:00,2026-06-12T09:53:00,2011-05-09T09:40:00,2012-06-04T10:17:00,False
nq_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,curve_flattening_short,signed_volume,09:30:00,15:00:00,0.6,0.03,1528,843,55.71361132966168,2011-02-22,2012-09-07,69,46.867924528301884,843,2011-05-09T09:40:00,2026-06-12T09:53:00,2011-05-09T09:40:00,2012-06-04T10:17:00,False
nq_vix_term_structure_orderflow_pullback,curve_flattening_signed_vwap_reject_short_1500,curve_flattening_short,signed_volume,09:30:00,15:00:00,0.6,0.06,1528,782,51.68214004720692,2011-02-22,2012-09-07,63,42.79245283018868,782,2011-05-09T09:40:00,2026-06-12T09:59:00,2011-05-09T09:40:00,2012-06-04T10:17:00,False
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.5,0.0,1825,995,65.75924468922108,2011-02-22,2012-09-07,83,56.37735849056603,995,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-09-05T09:39:00,True
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.5,0.03,1825,979,64.70180959874115,2011-02-22,2012-09-07,81,55.0188679245283,979,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-09-05T09:39:00,True
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.5,0.06,1825,973,64.30527143981116,2011-02-22,2012-09-07,81,55.0188679245283,973,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-09-05T09:39:00,True
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.55,0.0,1651,888,58.68764752163651,2011-02-22,2012-09-07,69,46.867924528301884,888,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-08-01T10:11:00,False
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.55,0.03,1651,876,57.89457120377655,2011-02-22,2012-09-07,69,46.867924528301884,876,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-08-01T10:11:00,False
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.55,0.06,1651,870,57.49803304484658,2011-02-22,2012-09-07,69,46.867924528301884,870,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-08-01T10:11:00,False
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.6,0.0,1465,787,52.0125885129819,2011-02-22,2012-09-07,63,42.79245283018868,787,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-08-01T10:11:00,False
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.6,0.03,1465,775,51.21951219512195,2011-02-22,2012-09-07,63,42.79245283018868,775,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-08-01T10:11:00,False
nq_vix_term_structure_orderflow_pullback,front_stress_large10_vwap_reject_short_1500,front_stress_short,large10,09:30:00,15:00:00,0.6,0.06,1465,773,51.08733280881196,2011-02-22,2012-09-07,63,42.79245283018868,773,2011-04-12T10:27:00,2026-06-12T09:59:00,2011-04-12T10:27:00,2012-08-01T10:11:00,False
