variant_id,period,start_date,end_date,min_sweep_ticks,min_orderflow_imbalance,signals,years,signals_per_year
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,1,0.0,3765,15.433264887063656,243.95356572645025
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,1,0.0,363,1.541409993155373,235.49866785079928
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,1,0.02,3761,15.433264887063656,243.6943853113358
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,1,0.02,363,1.541409993155373,235.49866785079928
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,1,0.04,3756,15.433264887063656,243.3704097924428
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,1,0.04,363,1.541409993155373,235.49866785079928
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,2,0.0,2656,15.433264887063656,172.09579563597657
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,2,0.0,153,1.541409993155373,99.25976909413852
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,2,0.02,2620,15.433264887063656,169.76317189994677
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,2,0.02,148,1.541409993155373,96.01598579040852
afternoon_large20_two_sided_key_reversal_1530,full_history,2011-01-03,2026-06-09,2,0.04,2593,15.433264887063656,168.01370409792443
afternoon_large20_two_sided_key_reversal_1530,limited_core_window,2011-02-22,2012-09-06,2,0.04,145,1.541409993155373,94.06971580817051
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,1,0.0,3720,15.433264887063656,241.03778605641295
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,1,0.0,356,1.541409993155373,230.95737122557725
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,1,0.02,3707,15.433264887063656,240.1954497072911
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,1,0.02,353,1.541409993155373,229.01110124333923
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,1,0.04,3687,15.433264887063656,238.899547631719
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,1,0.04,348,1.541409993155373,225.76731793960923
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,2,0.0,2669,15.433264887063656,172.93813198509844
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,2,0.0,151,1.541409993155373,97.96225577264651
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,2,0.02,2622,15.433264887063656,169.89276210750398
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,2,0.02,138,1.541409993155373,89.52841918294848
late_morning_large10_down_sweep_reclaim_long_1230,full_history,2011-01-03,2026-06-09,2,0.04,2571,15.433264887063656,166.5882118147951
late_morning_large10_down_sweep_reclaim_long_1230,limited_core_window,2011-02-22,2012-09-06,2,0.04,126,1.541409993155373,81.74333925399644
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,1,0.0,3732,15.433264887063656,241.81532730175624
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,1,0.0,357,1.541409993155373,231.6061278863233
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,1,0.02,3719,15.433264887063656,240.9729909526344
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,1,0.02,354,1.541409993155373,229.65985790408524
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,1,0.04,3700,15.433264887063656,239.74188398084087
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,1,0.04,347,1.541409993155373,225.1185612788632
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,2,0.0,2662,15.433264887063656,172.4845662586482
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,2,0.0,141,1.541409993155373,91.4746891651865
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,2,0.02,2603,15.433264887063656,168.66165513571048
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,2,0.02,135,1.541409993155373,87.58214920071048
late_morning_large10_up_sweep_reject_short_1230,full_history,2011-01-03,2026-06-09,2,0.04,2554,15.433264887063656,165.4866950505588
late_morning_large10_up_sweep_reject_short_1230,limited_core_window,2011-02-22,2012-09-06,2,0.04,128,1.541409993155373,83.04085257548846
midday_signed_two_sided_key_reversal_1400,full_history,2011-01-03,2026-06-09,1,0.0,3792,15.433264887063656,245.7030335284726
midday_signed_two_sided_key_reversal_1400,limited_core_window,2011-02-22,2012-09-06,1,0.0,366,1.541409993155373,237.4449378330373
midday_signed_two_sided_key_reversal_1400,full_history,2011-01-03,2026-06-09,1,0.02,3788,15.433264887063656,245.44385311335816
midday_signed_two_sided_key_reversal_1400,limited_core_window,2011-02-22,2012-09-06,1,0.02,365,1.541409993155373,236.79618117229128
midday_signed_two_sided_key_reversal_1400,full_history,2011-01-03,2026-06-09,1,0.04,3777,15.433264887063656,244.7311069717935
midday_signed_two_sided_key_reversal_1400,limited_core_window,2011-02-22,2012-09-06,1,0.04,361,1.541409993155373,234.20115452930727
midday_signed_two_sided_key_reversal_1400,full_history,2011-01-03,2026-06-09,2,0.0,2674,15.433264887063656,173.26210750399147
midday_signed_two_sided_key_reversal_1400,limited_core_window,2011-02-22,2012-09-06,2,0.0,141,1.541409993155373,91.4746891651865
midday_signed_two_sided_key_reversal_1400,full_history,2011-01-03,2026-06-09,2,0.02,2612,15.433264887063656,169.24481106971794
midday_signed_two_sided_key_reversal_1400,limited_core_window,2011-02-22,2012-09-06,2,0.02,136,1.541409993155373,88.23090586145648
midday_signed_two_sided_key_reversal_1400,full_history,2011-01-03,2026-06-09,2,0.04,2509,15.433264887063656,162.57091538052154
midday_signed_two_sided_key_reversal_1400,limited_core_window,2011-02-22,2012-09-06,2,0.04,129,1.541409993155373,83.68960923623446
morning_signed_two_sided_key_reversal_1130,full_history,2011-01-03,2026-06-09,1,0.0,3796,15.433264887063656,245.96221394358705
morning_signed_two_sided_key_reversal_1130,limited_core_window,2011-02-22,2012-09-06,1,0.0,367,1.541409993155373,238.0936944937833
morning_signed_two_sided_key_reversal_1130,full_history,2011-01-03,2026-06-09,1,0.02,3792,15.433264887063656,245.7030335284726
morning_signed_two_sided_key_reversal_1130,limited_core_window,2011-02-22,2012-09-06,1,0.02,367,1.541409993155373,238.0936944937833
morning_signed_two_sided_key_reversal_1130,full_history,2011-01-03,2026-06-09,1,0.04,3783,15.433264887063656,245.11987759446512
morning_signed_two_sided_key_reversal_1130,limited_core_window,2011-02-22,2012-09-06,1,0.04,364,1.541409993155373,236.1474245115453
morning_signed_two_sided_key_reversal_1130,full_history,2011-01-03,2026-06-09,2,0.0,3120,15.433264887063656,202.1607237892496
morning_signed_two_sided_key_reversal_1130,limited_core_window,2011-02-22,2012-09-06,2,0.0,218,1.541409993155373,141.42895204262877
morning_signed_two_sided_key_reversal_1130,full_history,2011-01-03,2026-06-09,2,0.02,3046,15.433264887063656,197.3658861096328
morning_signed_two_sided_key_reversal_1130,limited_core_window,2011-02-22,2012-09-06,2,0.02,207,1.541409993155373,134.29262877442272
morning_signed_two_sided_key_reversal_1130,full_history,2011-01-03,2026-06-09,2,0.04,2946,15.433264887063656,190.8863757317722
morning_signed_two_sided_key_reversal_1130,limited_core_window,2011-02-22,2012-09-06,2,0.04,194,1.541409993155373,125.85879218472468
