variant_id,rows,pass_rows,min_signals_per_year,max_signals_per_year,variant_pass
cumfns_3m_weakness_long_1330,9,9,52.17857142857143,164.32687533250575,True
indpro_3m_strength_long_1200,9,9,78.7629012236212,155.66607142857143,True
ipman_3m_strength_short_1030,9,9,71.63796772477389,169.58035714285714,True
ipman_3m_weakness_long_1000,9,9,53.04821428571429,147.68043979428975,True
ipman_6m_weakness_long_1130,9,9,52.17857142857143,173.45974463557368,True
