campaign_id,variant_id,entry_combos,combos_passing_all_windows,min_full_signals_per_year,min_limited_core_signals_per_year,min_latest_252_signals,density_gate_pass
nq_ema_pullback_orderflow_continuation,afternoon_large10_two_sided_ema_pullback_1430,9,9,213.5158244680851,190.39627659574467,236,True
nq_ema_pullback_orderflow_continuation,late_morning_signed_long_ema_pullback_1200,9,9,131.46409574468086,125.63563829787233,132,True
nq_ema_pullback_orderflow_continuation,late_morning_signed_short_ema_pullback_1200,9,9,113.52539893617022,106.85505319148936,109,True
nq_ema_pullback_orderflow_continuation,late_morning_signed_two_sided_ema_pullback_1130,9,9,185.08590425531915,178.09175531914894,191,True
nq_ema_pullback_orderflow_continuation,lunch_signed_two_sided_ema_pullback_1300,9,9,213.12726063829788,197.51994680851064,226,True
